Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description
	5.5 tỷ	https://batdongsan.vn/mat-tien-4-tang-thach-lam-tien-o-kinh-doanh-cho-thue-55-ty-r284399	40	3	3	Thạch Lam, Phú Thạnh, Tân Phú	Nhà mặt tiền Thạch Lam, gia đình xây 4 tầng để ở nên kiên cố, mỗi lầu 1 phòng ngủ rộng rãi. Vị trí nhà gần TT Anh Ngữ Việt Mỹ, UB Phường, Trường học các cấp,.. Nhà phù hợp gia đình ở vừa kinh doanh, cho thuê. Sổ hồng riêng vuông vức, công chứng ngay. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.
	4.5 tỷ	https://batdongsan.vn/hiem-nhat-khu-vuc-hxh-d-cua-dang-van-bi-truong-tho-td-r284398	46	4	3	Đặng Văn Bi, Trường Thọ, Thủ Đức	"Mô tả:
+ Xe hơi đỗ cửa cách mặt tiền Đặng Văn Bi đúng 1 căn nhà.
+ Hiện trạng 1trệt 2lầu sân thượng gồm 4Pn 3Wc.
+ Khu dân trí cao, an ninh. Gần mặt tiền, yên tĩnh sạch sẽ.
+ Tiện ích bao quanh không thiếu thứ gì.
+ Sổ vuông A4, công chứng ngay.

Liên hệ : 0914987114 – Phan Giang
Hoặc ib trực tiếp."
	12.99 tỷ	https://batdongsan.vn/giam-5-ty-gan-30-nha-ba-thang-hai-duong-32-quan-10-4-tang-90m2-gia-12-ty-99-r284395	90	8	8	nan	"+ Bán gấp giảm chào 5 tỷ gần 30% nhà sát khu Hà Đô đường Ba Tháng Hai, Phường 11, Quận 10 đang có dòng tiền cho thuê 50 triệu/tháng. Khu trung tâm Quận 10 tiếp giáp với Quận 3 gần nhiều các tiện ích bủa vây, khu phố đáng sống sau những giờ làm việc bên ngoài trở về nhà nghỉ ngơi thư giãn tại chính căn nhà của mình.
+ Nhà xây 4 tầng bề thế sàn btct hoàn công đầy đủ với thiết kế 1 trệt, 2 lầu, sân thượng, 8 PN, có thể cơi nới thành 10 PN. Phù hợp với gia đình đông thành viên, mua làm văn phòng công ty, Spa, phòng khám, CHDV, khách sạn, vừa ở kết hợp kinh doanh…
+ Diện tích 90m2 ( ngang 5 nở hậu 8 – dài 14m).
+ Giá giảm sâuvcòn 12 tỷ 99.
+ Pháp lý chuẩn, sổ nở hậu tài lộc hoàn công đầy đủ."
	7.2 tỷ	https://batdongsan.vn/hxh-6pn-44x20-le-van-tho-p8-go-vap-72-ty-r284393	88	6	7	nan	"6PN 4,4x20 Hxh Lê Văn Thọ Phường 8 Gò Vấp 7,2 tỷ

+ 1 trệt 2 lầu sân thượng 6 phòng ngủ 7wc kiên cố hxh
+ An ninh, dân trí, trung tâm tiện cho thuê
+ Thống Nhất, Phan Văn Trị, Lotte sát bên"
	6.5 tỷ	https://batdongsan.vn/hxh-3-lau-4x14-phan-van-tri-phuong-5-go-vap-65-ty-r284392	56	4	4	nan	"3 lầu 4x14 Hxh Phan Văn Trị Phường 5 Gò Vấp 6,5 tỷ

+ 1 trệt 2 lầu 4 phòng ngủ 4wc ở ngay, oto vào nhà
+ An ninh, dân trí, đối diện Emart, Vincom
+ Đang mở đường Dương Quảng Hàm sữ sốt đất, đi sân bay, Lê Quang Định, Bà Chiểu chỉ 10p"
	2.98 tỷ	https://batdongsan.vn/ban-gap-gap-67m2-no-hau-oto-tan-noi-q12-giap-tan-binh-an-suong-298-ty3-r284389	67	nan	nan	Q12	"DT 67m2 : 4×14
1 trệt 1 lửng
PK 2PN 2WC BAN CÔNG

Hẽm oto quay đầu
- SỔ HỒNG NỞ HẬU TÀI LỘC

SÁT MẶT TIỀN SONG HÀNH - TÂN HƯNG THUẬN - AQ12

- Giảm gần 200tr còn 2,98tỷ .Còn Thương lượng

- Lh 0934 87 47 23 A HIẾU ( ZALO)
E2.1G KHÔI

- NHẬN KỶ GỬI BĐS"
	Thỏa thuận	https://batdongsan.vn/cho-thue-tang-1-can-nha-shophouse-khu-phu-my-an-tp-hue-r284388	nan	nan	nan	nan	"✅Cho thuê tầng 1 căn nhà shophouse khu Phú Mỹ An, TP Huế

✅Diện tích sàn 175m2 (2 mặt tiền 6m) thuận lợi cho việc mở vp đại diện, công ty, trung tâm đào tạo, shop... Nhà mới xây, chủ động trong thiết kế, bố trí văn phòng!
Nhà mới xây.

✅ Giá 7,5tr/1 tháng

☎️Lh 0967139891 xem nhà

Cám ơn quý khách hàng đã xem tin

trân trọng!"
	6.3 tỷ	https://batdongsan.vn/ban-nha-nguyen-hong-dao-tan-binh-59m2-gia-63-ty-r284386	59	5	4	nan	"- Giá ban đầu chủ chào giá 7.7 tỷ, giá mới còn 6.3 tỷ ( vì chủ cần bán gấp để đi định cư )
- Diện tích 59m2, ngang 3m, dài 20m.
- Kết cấu nhà 5 tầng BTCT, 5 phòng ngủ, 4 toilet, sân thượng trồng cây cảnh và 1 ít lan.
- Sổ đẹp hoàn công đầy đủ, vuông vức, pháp lý chuẩn, công chứng ngay trong ngày
- Hẻm thông thoáng, cách vài bước chân ra hẻm xe tải.

Liên hệ: Em Diễm 0868590168 ( Chuyên mua bán – ký gửi nhà phố, hẻm ô tô tại các Quận Sài Gòn). Haky.sasi.igo"
	6.3 tỷ	https://batdongsan.vn/ban-nha-nguyen-hong-dao-tan-binh-59m2-gia-63-ty-r284385	59	5	4	nan	"- Giá ban đầu chủ chào giá 7.7 tỷ, giá mới còn 6.3 tỷ ( vì chủ cần bán gấp để đi định cư )
- Diện tích 59m2, ngang 3m, dài 20m.
- Kết cấu nhà 5 tầng BTCT, 5 phòng ngủ, 4 toilet, sân thượng trồng cây cảnh và 1 ít lan.
- Sổ đẹp hoàn công đầy đủ, vuông vức, pháp lý chuẩn, công chứng ngay trong ngày
- Hẻm thông thoáng, cách vài bước chân ra hẻm xe tải.

Liên hệ: Em Diễm 0868590168 ( Chuyên mua bán – ký gửi nhà phố, hẻm ô tô tại các Quận Sài Gòn). Haky.sasi.igo"
	4.6 tỷ	https://batdongsan.vn/can-ban-nha-nat-duong-tan-my-gan-truong-dai-hoc-gia-re-r284384	96	3	1	nan	"Cần bán nhà nát, phường tân thuận tây, đường tân mỹ , Q7
Hẻm 3m, cách đường tân mỹ chỉ 100m. diện tích 100m2 ( thổ cư), hẻm thông với khu cư xá ngân hàng.
khu an ninh yên tĩnh, gần trường đại học Marketing,
nhà cấp 4 có 3 phòng ngủ ( có gác ) và sân rộng . tiện sửa chữa . sổ hồng riêng. hướng đông nam mát mẻ.
giá chỉ 4.6 tỷ ( còn thương lượng )
☎️: 0906826125

#bannhaquan7 #bdsquan7giare #bannhatanthuantay #bannhaduoi5ty #ban"
	13.6 tỷ	https://batdongsan.vn/ban-nha-mat-tien-duong-phuong-14-go-vap-80m2-5-tang-chi-136-ty-r284383	80	5	6	Đường Số 44	"MS 29823
• Vit trí: Mặt Tiền đường số 44, gần Emart 2, tiện ích xung quanh không thiếu. Khu vực đang rất phát triển của quận Gò Vấp.
• Diện tích 80m2, 5 tầng với 5 Phòng Master khép kín, 6 WC, phòng Massage, thang máy 450kg, sân rộng để xe hơi.
* Mặt tiền đường xe tải tránh.
• Pháp lý sạch sẽ, công chứng ngay."
	4.7 tỷ	https://batdongsan.vn/ha-600tr-nha-hem-6m-thong-lien-khu-4-5-binh-tan-70m25x14-0948362610-r284382	70	nan	nan	Liên Khu 4-5, Bình Hưng Hòa B, Bình Tân	"HẠ 600TR NHÀ HẺM 6M THÔNG LIÊN KHU 4-5 BÌNH TÂN 70M2(5X14) 0948362610
_ Nhà vào ở ngay, chủ bán về quê chỉ nhỉnh 50tr/m2, BHH-B, Bình Tân.
_ Diện tích: 70m2 ngang 5x14m.
_ Kết cấu: 1 trệt, 1 lầu BTCT, 3PN, 2WC
_ Ngay chợ Liên Khu thuận tiện di chuyển ra Cầu Bình Thuận, Tân Kỳ Tân Quý, Mã Lò,...
_ Pháp lý sổ hồng A4 công chứng mua bán ngay.
_ Lh Hoa để biết thêm chi tiết nhà đẹp ở ngay 0948362610"
	5 tỷ	https://batdongsan.vn/gap-ban-nha-moi-tan-phu-51m2-ngang-dep-hon-4m-no-hau-chi-5-ty-r284381	51	4	3	Tân Sơn Nhì, Tân Phú	"*** Cách mặt tiền 40m, xe hơi cách nhà 2 căn.
Nhà 1 trệt 1 lầu, 4 PN, 3WC mới đẹp ở ngay.
Hẻm ba gác thẳng, sạch sẽ, khu an ninh, dân trí cao.Cách 20m ra hẻm xe hơi tránh.
Vị trí giáp Tân Sơn Nhì, Nguyễn Cửu Đàm khu Vip Tân Phú.
Sổ nở hậu, hoàn công đủ.
LH: 0858346038 hoặc 0868590168 ( em Diễm)
Isi.iyo.yo"
	3.5 tỷ	https://batdongsan.vn/nha-dep-co-linh-thach-ban-40m-x-5-tang-mt-42m-full-do-3-ty-5-r284379	40	3	4	Long Biên	"- Bàn nhà đẹp trên đường Cổ Linh, Thạch Bàn, Long Biên. Diện tích 40m chủ tự xây dựng 5 tầng thiết kế đẹp, mặt tiền nhà rộng 4.2m thoáng sáng.
- Nhà nằm khu đối diện Aeon Long Biên, gần cầu Vĩnh Tuy, giao thông thuận tiện đi lại sang Hai Bà Trưng, cách nhà vài bước chân ra Đàm Quang Trung, Phố Trạm, Cổ Linh, thông thoáng đi chợ Thạch Bàn cực tiện. Khu vực đủ tiện ích sinh hoạt, gần trường học các cấp.
- Nhà thiết kế cơ bản 5 tầng thông sàn, phân chia các phòng, các tầng linh hoạt, hiện trạng nhà gồm:
+ Tầng 1: khu để xe, khách, bếp, WC
+ Tầng 2, 3, 4: mỗi tầng 1 phòng ngủ khép kín
+ Tầng 5: phòng thờ, sân phơi.
- Sổ đỏ sẵn sàng giao dịch. Tặng lại nội thất cho khách thiện chí mua.
- LH: 0904.882258"
	5.2 tỷ	https://batdongsan.vn/ban-nha-hem-8m-ma-lo-binh-tan-tang-noi-that-xin-52-ty-tl-0948362610-r284377	46	nan	nan	Mã Lò, Bình Trị Đông A, Bình Tân	"Bán nhà hẻm nhựa 8m thông xe tải tránh nhau đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Lh 0948362610.
● Diện tích: 3.8m x 12m (nở hậu 4.26m)
● Kết cấu: 01 trệt 2 lầu, sân thượng gồm 3pn, 3wc, thiết kế riêng 1 phòng Karaoke chuyên nghiệp, tha hồ xả stress, tiếp khách…
● Tiện ích: Tặng full nội thất, Trệt có gara đậu xe 7 chổ trong nhà, Cách mặt tiền Mã Lò 1 căn, hẻm nhựa rộng, cách BV Quận Bình Tân 300m, Coopmart, Trường học, CA Phường… Loanh quanh đủ tiện ích chỉ bán kính trong 1km.
● Hướng: Đông tứ trạch.
● Pháp lý: Sổ hồng trao tay."
	11 tỷ	https://batdongsan.vn/ban-ha-gia-mat-tien-tan-phu-ngay-tan-son-nhi-80m2-5-tang-dinh-kinh-doanh-chi-11-ty-r284376	80	6	5	nan	"***KHU SẦM UẤT, KINH DOANH MỌI NGÀNH NGHỀ.
_ Nhà 5 tầng ngang rộng 4m, có phòng thờ, 6 phòng ngủ, sân thượng trước sau.
_ Sổ nở hậu tài lộc, nhà hoàn công đủ.
_ Chủ nhà định cư gấp cần bán đã hạ giá 1,5 tỷ cho khách thiện chí mua.
_ Được hỗ trợ về pháp lý và thương lượng giá tốt.
LH: 0858346038 hoặc 0868590168 ( em Diễm)
Kygo"
	2550 tỷ	https://batdongsan.vn/chi-hon-2-ti-so-huu-nha-3-tang-view-song-cach-con-song-sang-dat-vang-ninh-hiep-r284375	188	4	5	Khu đô thị Vsip Từ Sơn, Bắc Ninh	"Còn 01 căn duy nhất view sông, tiềm năng tăng trường cực lớn tại Vsip Từ Sơn, Bắc Ninh
+ Diện tích: 90m2, DTXD: 188m2
+ Hoàn thiện thô và mặt ngoài 3 tầng
+ Vi trí thông thuỷ, phong thuỷ cực tốt
+ Chỉ cách con sông sang đất Ninh Hiệp Hà Nội, tiềm năng tăng trưởng cực lớn
+ Giá: hơn 2 tỉ
Liên hệ ngay: Ms Hường 0364 221 333 để tư vấn và đưa đi xem nhà."
	3780000000 tỷ	https://batdongsan.vn/chinh-chu-ket-tien-ngan-hang-ban-gap-nha-trung-tam-hem-duong-nguyen-dinh-chinh-p11-phu-nhuan-r284373	36	nan	nan	Nguyễn Đình Chính, Phường 11, Phú Nhuận	"✅ Diện tích: 3.5 x 10.3m, diện tích sàn 122.6m2
✅ Kết cấu 1 trệt 2 lầu + sân thượng
✅ Gồm 1 phòng khách, phòng bếp, 4 phòng ngủ, 3 nhà vệ sinh
‼️ Vị trí trung tâm cách đường Nguyễn Văn Trỗi, cầu Công Lý 100m
‼️ Sổ hồng riêng
❌ Giá: 3tỉ780
‼️ Liên hệ: 0785.116.410 (Hoàng My)"
	3550 tỷ	https://batdongsan.vn/chi-3x-ty-ca-nha-4-tang-va-ca-dat-khu-do-thi-vsip-tu-son-r284371	75	nan	nan	Khu đô thị Vsip Từ Sơn, Bắc Ninh	"Nhà 4 tầng - 75m² - 210m² xây dựng, kinh doanh và ở đều tốt. ❌ Chỉ 3,x tỷ ❌ ( cả nhà cả đất )
✅ Vị trí giao thoa kết nối đi Hà Nội, Hải Phòng, Sân bay Nội Bài.

✅ Centa Diamond tọa lạc vị trí đắc địa, trái tim kết nối 3 KCN lớn nhất của Bắc Ninh: KCN Vsip KCN Đại Đồng Hoàn Sơn KCN Tiên Sơn.
✅ Dân cư đông vui sầm uất hiện hữu sẵn, kinh doanh gì cũng lợi.
✅ Tích lũy tài sản bền vững.
✅ 5 phút tới cao tốc Hà Nội - Lạng Sơn.
6 phút tới trung tâm hành chính Từ Sơn.
10 phút tới thành phố Bắc Ninh.
15 phút tới trung tâm thủ đô Hà Nội.
30 phút tới sân bay Nội Bài.
Liên hệ: Ms Hường 0364 221 333"
	3 tỷ	https://batdongsan.vn/ban-nha-c4-60m2-phuong-hiep-binh-chanh-tp-thu-duc-r284369	61	2	1	Hẻm 49. Đường số 47 Phường Hiệp Bình Chánh TP.Thủ Đức	"Cần bán gấp
Căn nhà C4, Hiện đang ở
+ Nhà kết cấu 2 PN rộng lớn, công năng đủ cho 1 đại gia đình.
+ Trước nhà có chỗ để xe tầm 5 chiếc, bên hông nhà gia chủ bố trí lối đi rộng 1m, tạo độ thoáng cho căn nhà.
+ Hẻm ba gác rộng, cách mặt tiền số 47 vài bước chân
Vị trí nhà ở hẻm 49 đường số 47 Phường Hiệp Bình Chánh Thủ Đức
Diện tích ngang 4.2m nở hậu 5.1m. Dài 13m
Tổng diện tích 61m2
Vị trí nhà ko dính các quy hoạch treo,sổ riêng - hoàn công
Giá chỉ có 3ty thôi ( 61m2 đất ở HBC, ko dính các quy hoạch treo mà giá 3ty,thì ko tìm được căn thứ 2 )
Quý anh chị quan tâm lhe em Hiếu 24/7 để xem nhà + sổ"
