Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
BÁN NHÀ +ĐẤT NGAY KHU DÂN CƯ TÁI ĐỊNH CƯ BỬU LONG MỞ RỘNG,SỔ THỔ CƯ,NGÂN HÀNG HỖ TRỢ 70%	2.3	https://batdongsan.vn/ban-nha-dat-ngay-khu-dan-cu-tai-dinh-cu-buu-long-mo-rongso-tho-cungan-hang-h-tro-70-r281937	84	3.0	2.0	Biên Hòa	"⭐️⭐️ bán nhà tân cổ điển 1 trệt 1 lầu chỉ cần 800 triệu sở hữu ngay. phong cách hiện đại khu dân cư tái định cư bửu long mở rộng
• diện tích : 4.2 x 20 ( 130m2 diện tích sàn )
• thiết kế : 1 trệt 1 lầu ,3 phòng ngủ, phòng khách, 2wc, sân xe,bếp,phòng thờ ...
• pháp lý : sổ riêng thổ cư (ngân hàng hỗ trợ 70% ) giá trị nhà
• giá : 2tỷ3
✍ tặng bộ nội thất 100 triệu cho 2 khách hàng thiện chí sớm nhất
liên hệ 0961 124 875 ( tài) xem nhà , xem sổ trực tiếp"	False	False	False	False	0	2.0	khu dân cư tái định cư Bữu Long mở rộng	Biên Hòa	khu dân cư tái định cư Bữu Long mở rộng
Bán nhà 5 tầng phố Trạm, full nội thất, ô tô đỗ cửa	4.0	https://batdongsan.vn/ban-nha-5-tang-pho-tram-full-noi-that-o-to-do-cua-r281935	34	4.0	4.0	Trạm, Long Biên, Long Biên, Hà Nội, -Dự án-	"+ vị trí nhà nằm ở khu vực đông dân cư, gần phố lớn, gần bãi đỗ xe. khu vực tiềm năng lớn với nhiều dự án triển khai hàng loạt, các công ty, nhà hàng, giao thông thuận lợi.
+ ngõ rộng ô tô nhỏ đỗ cửa.
+ thiết kế 5 tầng,4 ngủ, vệ sinh giữa.
+ sổ đỏ chính chủ, không quy hoạch"	True	False	False	False	1	5.0	phố Trạm	Trạm, Long Biên, Long Biên, Hà Nội, -Dự án-	phố Trạm
Bán Nhà HXH Đặng Văn Bi, Trường Thọ, Thủ Đức, Giá Rẻ	5.2	https://batdongsan.vn/ban-nha-hxh-dang-van-bi-truong-tho-thu-duc-gia-re-r281934	75	3.0	2.0	Đặng Văn Bi, Trường Thọ, Thủ Đức	"mô tả :

—vị trí cực đỉnh tại phường trường thọ
—diện tích 75m2 ngang 5.2m dài 15m
—kết cấu nhà btct bao gồm 3 pn
—đường trước nhà 5m xe hơi ngủ trong nhà ( sửa cửa)
—khu dân trí hàng xóm thân thiện
— sát mặt tiền đặng văn bi thuận tiện di chuyển ra ga metro, xa lộ hà nội, phạm văn đồng ….
—tiện ích xung quanh trung tâm thương mại , siêu thị trường học , bệnh viện …
—pháp lý : chỉnh, công chứng trong ngày"	True	False	True	False	2	3.0	đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức	Đặng Văn Bi, Trường Thọ, Thủ Đức	đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức
Bán đất tặng nhà 2 tầng cũ mặt đường Hàng Kênh, Lê Chân, Hải Phòng 64m2 giá 9,6 tỷ	9.6	https://batdongsan.vn/ban-dat-tang-nha-2-tang-cu-mat-duong-hang-kenh-le-chan-hai-phong-64m2-gia-96-ty-r281932	64	2.0	2.0	Hàng Kênh, Lê Chân, Hải Phòng	"bán đất mặt đường hàng kênh, lê chân, hải phòng - vị trí đẹp kinh doanh tốt! ????

✨ thông tin chi tiết:

- diện tích đất rộng 64m2 với mặt tiền 3,9m, thích hợp cho việc kinh doanh.
- hướng tây đón ánh nắng và gió tự nhiên.
- đường trước nhà rộng 10m và có vỉa hè 4m, thuận tiện cho việc kinh doanh và giao thông.
* tiện ích và kinh doanh:
- ngôi nhà cũng đi kèm, 2 tầng cần sửa chữa hoặc xây dựng mới theo ý muốn.
- vị trí thuận lợi cho kinh doanh với gần 10m mặt tiền đường.
- gần các tiện ích và dịch vụ xung quanh, tạo điều kiện lý tưởng cho kinh doanh và tiện ích cuộc sống hàng ngày.
* giá bán: 9,6 tỷ. đừng bỏ lỡ cơ hội đầu tư và kinh doanh tại vị trí đắc địa này.
liên hệ mrs tâm để biết thêm chi tiết và xem đất trực tiếp: 0796-336-866
cơ hội kinh doanh đỉnh cao đang đợi bạn, hãy nhanh tay liên hệ để không bỏ lỡ!"	False	False	True	True	3	2.0	đường Hàng Kênh, Phường Lê Chân, Hải Phòng	Hàng Kênh, Lê Chân, Hải Phòng	đường Hàng Kênh, Phường Lê Chân, Hải Phòng
BÁN NHÀ TÂN TRANG - TÂN BÌNH, GIÁ 16.8 TỶ ( CÓ THANG MÁY )	16.8	https://batdongsan.vn/ban-nha-tan-trang-tan-binh-gia-168-ty-co-thang-may-r281927	92	8.0	9.0		"- nhà mặt tiền 6 tầng thang máy giáp ranh quận 10, đang cho thuê 50tr/tháng
- diện tích 92m2, ngang 4.2m, dài 15m.
- kết cấu nhà 6 tầng 1 lửng 3 lầu và sân thượng, 8 phòng ngủ, 9toilet.
- nhà có thể mở rộng thêm 2-3 phòng ngủ, nhà xây kiên cố, nội thất ngoại nhập, thang máy chạy êm.
- sổ hồng chính chủ, , nở hậu 11m vuông nhiều tài lộc, công chứng cấp tốc.

liên hệ: em diễm 0868590168 ( chuyên mua bán – ký gửi nhà phố, hẻm ô tô tại các quận sài gòn)."	True	True	False	True	4	6.0	đường Tân Trang, Quận Tân Bình	đường Tân Trang, Quận Tân Bình	đường Tân Trang, Quận Tân Bình
Bán nhà 5 tầng dân xây, ngõ ô tô 7 chỗ, ô tô đỗ cửa	5.0	https://batdongsan.vn/ban-nha-5-tang-dan-xay-ngo-o-to-7-cho-o-to-do-cua-r281926	52	5.0	4.8	Long Biên, Hà Nội	"+ vị trí rất đẹp, mặt ngõ 81, đường oto tải, thông các ngả, kinh doanh nhỏ, cách aeon long biên và cầu vĩnh tuy vài trăm mét.
+ cạnh nhà là bãi gửi oto, sức chứa 20 xe.
+ thông số tuyệt đẹp, khu vực dân cư đông đúc, hạ tầng đồng bộ, quy hoạch ổn định, tiện ích, ở sướng.
+ nhà chủ tự xây 5 tầng cực kỳ chắc chắn.
+ thiết kế:
- tầng 1: sân để xe riêng, phòng khách + bếp. wc
- tầng 2,3 : mỗi tầng 02 phòng ngủ. wc giữa
- tầng 4: phòng thờ, sân phơi, wc
- tầng 5: tum, téc nước.
+ sổ đỏ hoa hậu, vuông vắn trước sau, sẵn sàng giao dịch"	False	False	True	False	5	5.0	ngõ ô tô 7 chỗ, ô tô đỗ cửa	Long Biên, Hà Nội	ngõ ô tô 7 chỗ, ô tô đỗ cửa
Bán Nhà Quận 7-Trệt Lửng Mặt Tiền Đường Số Lâm Văn Bền,P.Tân Quy-dt80m2 Gía 10Tỷ	10.0	https://batdongsan.vn/ban-nha-quan-7-tret-lung-mat-tien-duong-so-lam-van-benptan-quy-dt80m2-gia-10ty-r281924	80	3.0	3.0		"giá hot! nhà trệt lửng mặt tiền đường số lâm văn bền, quận 7
- diện tích: 4x20m, hướng bắc.
- kết cấu: trệt, lửng, 3pn, wc riêng.
- vị trí đắc địa, gần lâm văn bền, nguyễn thị thập.
- đường 14m cạnh chợ mai văn vĩnh, mua bán đông đúc, nhộn nhịp.
- thích hợp đầu tư, kd đa ngành nghề, mở vp cty, cho thuê,...
- pháp lý: sổ hồng riêng.
=================================
- giá bán: 10 tỷ
- liên hệ: 0971.737.786(mr.hiếu)"	False	False	True	True	6	2.0	đường Số Lâm Văn Bền, Phường Tân Quy, Quận 7	đường Số Lâm Văn Bền, Phường Tân Quy, Quận 7	đường Số Lâm Văn Bền, Phường Tân Quy, Quận 7
SÁT ĐƯỜNG XE TẢI 10M TRUNG TÂM PHƯỜNG 21, BÌNH THẠNH, 2 TẦNG BTCT, 50M2, 4.x TỶ	4.4	https://batdongsan.vn/sat-duong-xe-tai-10m-trung-tam-phuong-21-binh-thanh-2-tang-btct-50m2-4x-ty-r281919	50	2.0	3.0		"- diện tích: 4 x 11m (nở hậu 6m)
- kết cấu: 1 trệt 1 lầu btct; 2 pn, 3 wc. phòng khách, bếp, ban công rộng rãi
- hiện có dòng tiền 15 triệu/tháng
- đường đi sạch đẹp, an ninh. khu vực xô viết nghệ tĩnh, vòng xoay hàng xanh
- gần chợ thị nghè, landmark 81, công an phường; tiện ích tràn trề
- sổ hồng chính chủ, hoàn công đủ, pháp lý chuẩn, công chứng mua bán ngay"	False	True	True	False	7	2.0	đường Xe Tải, Phường 21, Quận Bình Thạnh	đường Xe Tải, Phường 21, Quận Bình Thạnh	đường Xe Tải, Phường 21, Quận Bình Thạnh
BÁN NHÀ CÁCH MẠNG THÁNG 8 - TÂN BÌNH, HXH GIÁ 10.9 TỶ	10.9	https://batdongsan.vn/ban-nha-cach-mang-thang-8-tan-binh-hxh-gia-109-ty-r281918	50	8.0	4.0		"- diện tích 50m2, ngang 3.6m, dài 15m.
- kết cấu nhà 4 tầng btct, 4 phòng ngủ, 4toilet, sân thượng trước sau.
- nhà sát quận 3 và quận 10, vị trí thuận tiện, xe hơi ngủ trong nhà, khu dân trí cao, camera an ninh 24/7
- nhà gần chợ phạm văn hai, gần bệnh viện thống nhất, gần trường học cấp 123
- sổ hồng chính chủ, sổ vuông vức như tờ a4, công chứng cấp tốc.
liên hệ: em diễm 0868590168 ( chuyên mua bán – ký gửi nhà phố, hẻm ô tô tại các quận sài gòn)."	True	False	True	False	8	4.0	đường Cách Mạng Tháng 8, Quận Tân Bình	đường Cách Mạng Tháng 8, Quận Tân Bình	đường Cách Mạng Tháng 8, Quận Tân Bình
HẺM XE TẢI - NHÀ CỰC ĐẸP THIẾT KẾ HIỆN ĐẠI - NGAY CHỢ THẠCH ĐÀ - CHỦ HỢP TÁC CẦN BÁN NHANH TẶNG HẾT NỘI THẤT.	8.35	https://batdongsan.vn/hem-xe-tai-nha-cuc-dep-thiet-ke-hien-dai-ngay-cho-thach-da-chu-hop-tac-can-ban-nhanh-tang-het-noi-that-r281909	62				"+ nhà thiết kế hiện đại: 1 trệt, 1 lửng, 3 lầu kiên cố, chắc chắn.

+ gồm 2 phòng khách, bếp, 4 phòng ngủ, 5wc, 2 sân thượng trước sau, phòng thờ, tầng nào cũng có ban công. nhà thiết kế giếng trời thoáng mát.

+ hẻm trước nhà xe tải vào được, cách chợ thạch đà vài bước chân, gần trường học các cấp. xe hơi có thể để trong nhà, khu phân lô xây dựng đồng bộ nhà cao tầng an ninh, dân trí tốt.

+sổ đẹp, hoàn công đủ, công chứng mua bán ngay."	True	False	True	False	9	4.2	Hẻm Thạch Đà 	Hẻm Thạch Đà 	Hẻm Thạch Đà 
