Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
Bán nhà hẻm xe tải CMT8 – TB 44m2, 4 tầng 7PN giá giảm còn 6.95 tỷ.	6.95	https://batdongsan.vn/ban-nha-hem-xe-tai-cmt8-tb-44m2-4-tang-7pn-gia-giam-con-695-ty-r281740	44	7.0	7.0	CMT8, Tân Bình	"⁂　( p5 tân bình) - đầu tư cho thuê – 6.95 tỷ tl
dt: 44m4 gồm 7 pn, 7 wc, nhà mới ton, vào sử dụng ngay.
chủ cần tiền, gấp bán trước tết đã hạ sát giá 700 triệu.
lh 0858346038 và 0868590168 ( diễm)
siroro.kygo.nii"	False	False	False	False	0	4.0	CMT8, phường 5, Quận Tân Bình	CMT8, Tân Bình	CMT8, phường 5, Quận Tân Bình
vì lý do công việc cần bán 2 căn liền kề mặt tiền phan chu trinh	32.0	https://batdongsan.vn/vi-ly-do-cong-viec-can-ban-2-can-lien-ke-mat-tien-phan-chu-trinh-r281737	192	4.0	2.0	phan chu trinh	"cần bán 2 căn mặt tiền. đường phan chu trinh giữ trung tâm thành phố buôn mê thuột sầm uất

miêu tả : căn nhà hướng tây gần đè xanh đèn đỏ cách ngã 6 500 m cách chợ lớn 700m cách bệnh viện thành phố 2km tất cả các tiện ích đi kèm trường học y tế khu vui chơi vv... bán kính 3km đổ lại mặt bằng hiện đang cho thuê phía trước 25tr/1 . mặt bằng thích hợp cho quý anh chị đầu tư và kinh doanh lâu dài

kết cấu : kết cấu ngôi nhà bao gồm. 1 phòng khách .4 phòng ngủ . 1 phòng bếp .2 toilet lầu 0

diện tích : mặt bằng . rộng 8m . dài 24m

giá mong muốn 32 tỷ có thể thương lượng cho quý anh chị ở xa

'cảm ơn quý anh chị đã xem tin'"	False	True	True	True	1	2.0	đường Phan Chu Trinh, Trung tâm thành phố Buôn Mê Thuột	phan chu trinh	đường Phan Chu Trinh, Trung tâm thành phố Buôn Mê Thuột
BÁN NHÀ QUẬN 10 dưới 8 tỷ, ĐƯỜNG TÔ HIẾN THÀNH, 4 TẦNG, 3X11m, 5 tỷ 6	5.6	https://batdongsan.vn/ban-nha-quan-10-duoi-8-ty-duong-to-hien-thanh-4-tang-3x11m-5-ty-6-r281736	32	3.0	3.0		"bán nhà quận 10 dưới 8 tỷ, đường tô hiến thành, 4 tầng, 3x11m, 5 tỷ 6
mô tả nhà bán phường 13, quận 10:
kết cấu: 1 trệt 2 lầu sân thượng đúc bê tông cốt thép.
gồm : 3 phòng ngủ, 3 toilet, bếp, phòng khách.
tặng nội thất: giường, tủ, máy lạnh.....
vị trí: nằm ngay trung tâm sài gòn, gần chợ, trường học các cấp, uỷ ban nhân dân quận
hẻm trước nhà 3m, cách 3 căn ra hẻm xe hơi, cách mặt tiền 50m.
pháp lý: chuẩn, sổ hồng công chứng 1p30s.

hỗ trợ tìm mua nhà tp. hồ chí minh, liên hệ: 035 65 66 249"	True	False	True	False	2	4.0	đường Tô Hiến Thành, Quận 10	đường Tô Hiến Thành, Quận 10	đường Tô Hiến Thành, Quận 10
Siêu Phẩm ! Bán gấp MT Nguyễn Trãi, DT 5x15m, KC 3 Tầng, HĐT 60 triệu, Giá chỉ 20 Tỷ	20.0	https://batdongsan.vn/sieu-pham-ban-gap-mt-nguyen-trai-dt-5x15m-kc-3-tang-hdt-60-trieu-gia-chi-20-ty-r281734	76				"siêu phẩm rẻ nhất tuyến đường !
kẹt tiền bán gấp nhà mt nguyễn trãi, phường 3, quận 5

- diện tích : 5x15m
- kết cấu : 3 tầng
- hiện đang có hđt : 60 triệu/tháng
- giá bán chỉ : 20 tỷ

vị trí phát triển rất đẹp nằm gần lê hồng phong, khu vực kinh doanh sầm uất, rất phù hợp với nhiều mô hình đầu tư"	False	True	True	False	3	3.0	đường Nguyễn Trãi, Phường 3, Quận 5	đường Nguyễn Trãi, Phường 3, Quận 5	đường Nguyễn Trãi, Phường 3, Quận 5
Chú Bằng nhờ bán căn nhà Trần Phú, Hà Đông, ô tô qua nhà, 58m2, nhỉnh 7 tỷ	7.4	https://batdongsan.vn/chu-bang-nho-ban-can-nha-tran-phu-ha-dong-o-to-qua-nha-58m2-nhinh-7-ty-r281732	58			Trần Phú Hà Đông	"+ chú bằng công chức về hưu có căn nhà ở trần phú nay bán đi để về ở gần với con cái.
+ nhà nằm ở vị trí đắc địa, ngõ thông các tuyến phố, nối sang văn quán, phùng hưng,..
+ nhà chú bằng tự thiết kế và xây được hơn 10 năm nay, rất chắc chắn và hiện đại, đầy đủ công năng vừa ở vừa kinh doanh.
+ xung quanh tiện ích bạt ngàn, trường học, siêu thị, tttm, công viên, bệnh viện không thiếu gì.
+ sổ đỏ phân lô, vuông đẹp, nói không với lỗi phong thủy.
+ giá chú để lại cực thiện chí, rẻ nhất khu vực.
+ liên hệ e quân nhà đẹp 0934503893 để đi xem nhà ngay."	False	False	True	False	4	0.8	đường Trần Phú, Quận Hà Đông	Trần Phú Hà Đông	đường Trần Phú, Quận Hà Đông
Biệt thự Nhà Vườn KĐT Việt Hưng, 110m² x 5T, mt 5.5, giá 19 tỷ 5(thương lượng).	19.5	https://batdongsan.vn/biet-thu-nha-vuon-kdt-viet-hung-110m-x-5t-mt-55-gia-19-ty-5thuong-luong-r281728	110	5.0	5.0		"bt nhà vườn, view công viên, tiện ích bạt ngàn.
biệt thự nhà vườn kđt việt hưng, 110m² x 5t, mt 5.5, giá 19 tỷ 5(thương lượng).
-vị trí siêu đắc địa, đẹp nhất nhì khu nhà vườn. nằm cạnh ngã 3, hướng công viên vườn hao, cây xanh bóng mát quanh nhà, chỗ đậu xe rộng mênh mông. rất thuận lợi khi nhà có công việc hoặc tiếp đón khách.
-thiết kế:
+ tầng 1: tầng hầm, garaô tô 7 chỗ.
+ tầng 2: phòng khách, khu tiểu cảnh, phòng ăn, wc
+ tầng 3,4: mỗi tầng chia 2 phòng ngủ, ban công, wc khép kín
+ tầng 5: phòng thờ, khu vực để đồ, phòng tập gym, sân phơi.
-sổ đỏ chính chủ pháp lý chuẩn chỉ sẵn sàng giao dịch.
lh chinh 0️⃣8️⃣6️⃣8️⃣7️⃣0️⃣5️⃣1️⃣2️⃣9️⃣zalo."	True	False	True	False	5	5.0	Khu đô thị Việt Hưng	Khu đô thị Việt Hưng	Khu đô thị Việt Hưng
BÁN NHÀ QUẬN 10, ĐƯỜNG HÒA HƯNG, nhà mới xây, 52m2, 3.8x12m, nhỉnh 8 tỷ	8.7	https://batdongsan.vn/ban-nha-quan-10-duong-hoa-hung-nha-moi-xay-52m2-38x12m-nhinh-8-ty-r281726	52	4.0	5.0		"bán nhà quận 10, đường hòa hưng, nhà mới xây, 52m2, 3.8x12m, nhỉnh 8 tỷ
mô tả nhà bán quận 10:
kết cấu: 4 tầng, có sân thượng.(tặng toàn bộ nội thất)
gồm: 4 phòng ngủ, 5 toilet, phòng khách, bếp, đầy đủ công năng. (có phòng ngủ dưới trệt)
vị trí: nằm gần trường học các cấp, gần chợ, bệnh viện, uỷ ban quận.
hẻm trước nhà 3.5m, cách hẻm xe tải 3 căn, cách mặt tiền 50m.
khu vực: khu vực an ninh yên tĩnh, dân trí cao nhà xây dựng đồng đều.
pháp lý: chuẩn, sổ hồng công chứng ngay

hỗ trợ tìm mua nhà tp. hồ chí minh, liên hệ: 035 65 66 249"	False	False	True	False	6	4.0	Đường Hòa Hưng, Quận 10	Đường Hòa Hưng, Quận 10	Đường Hòa Hưng, Quận 10
Nhà thoáng sáng, HXH, 54m2, chủ đang mở salon tóc đông như trẩy hội, Bùi Đình Túy,quận Bình Thạnh nhỉnh 4 tỷ	4.85	https://batdongsan.vn/nha-thoang-sang-hxh-54m2-chu-dang-mo-salon-toc-dong-nhu-tray-hoi-bui-dinh-tuyquan-binh-thanh-nhinh-4-ty-r281723	54			Bùi Đình Túy, phường 12, quận Bình Thạnh	"nhà thoáng sáng, hxh, 54m2, chủ đang mở salon tóc đông như trẩy hội, bùi đình túy,quận bình thạnh nhỉnh 4 tỷ
- vị trí hiếm, đắc địa dễ kinh doanh mọi nghành nghề, hxh quay đầu,vài bước ra mt
- khu vực kinh doanh sầm uất,gần chợ bà chiểu, trường học các cấp , dịch vụ tiện ích không thiếu thứ gì, gần bệnh viện ung bướu, gia định, đại học , nhà thờ….
- liên hệ : 0914171315 ( call, zalo )"	False	False	True	False	7	0.4	Bùi Đình Túy, Quận Bình Thạnh	Bùi Đình Túy, phường 12, quận Bình Thạnh	Bùi Đình Túy, Quận Bình Thạnh
Chính chủ cần bán nhà HẺM XE HƠI, gần mặt tiền Phan Văn Trị, 2 tầng 2PN, hoàn công đủ, 4.2 tỷ	4.2	https://batdongsan.vn/chinh-chu-can-ban-nha-hem-xe-hoi-gan-mat-tien-phan-van-tri-2-tang-2pn-hoan-cong-du-42-ty-r281717					"???? cho thuê 9tr/tháng - hẻm xe hơi trước nhà - hoàn công - sân lớn trước nhà cực thoáng - gần mặt tiền - 4.2 tỷ tl.
--------
+ diện tích: 36m2 (3.1m x 11.5m)
+ nhà thiết kế 1 trệt 1 lầu btct, 2 phòng ngủ, 2wc, phòng khách, bếp, ban công cực thoáng.
+ trước nhà có sân lớn sạch sẽ, khu yên tĩnh.
+ vị trí trung tâm bình thạnh, thông ra nguyên hồng, 5p ra phạm văn đồng.
+ pháp lý sạch, hoàn công.

☎ liên hệ: 0377603244 (minh quân)"	True	False	False	True	8	2.0	hẻm xe hơi, gần mặt tiền Phan Văn Trị	hẻm xe hơi, gần mặt tiền Phan Văn Trị	hẻm xe hơi, gần mặt tiền Phan Văn Trị
✅ GẤP: Bán nhà 1T + 2L ngay KDC chợ đầu mối Tân Biên, Biên Hòa	3.9	https://batdongsan.vn/gap-ban-nha-1t-2l-ngay-kdc-cho-dau-moi-tan-bien-bien-hoa-r281715	60	4.0	4.0	Ngay chợ tân biên, biên hòa, đồng nai	"✅ gấp: bán nhà 1t + 2l ngay kdc chợ đầu mối tân biên, biên hòa
{ nơi an cư – đầu tư phát tài }

cần vốn kinh doanh nên cần bán gấp căn nhà 1t+ 2l với dtsd 183m2 như sau:
❤️❤️❤️ giá: 3,9 tỷ ❤️ thương lượng mạnh cho ace.
✔️ vị trí: thuộc kdc chợ đầu mối tân biên, cách ql1a 100m, đầy đủ tiện ích xung quanh trong bán kính 300m. nhà rộng, thông thoáng có thể làm văn phòng kinh doanh, ở đều rất thuận tiện.
✔️ đường nhựa 6m, vỉa hè, kdc an ninh + dân trí cao.
✔️ dt: đất 4 x 15m, (dtxd: 183m2) nhà đã hoàn công.
✔️ nhà mới, đẹp gồm: pk, bếp, 4 phòng ngủ, 4wc, giếng trời, ban công.
❤️ hỗ trợ vay ngân hàng với lãi suất ưu đãi ❤️
✔️ ngân hàng định giá 4,2 tỷ_ có thể vay 2,9 tỷ. chỉ cần anh/chị có 1 tỷ là dọn vào ở được ngay.
vui lòng lh: 0916.986.875 _ mr nhân
xin cảm ơn đã xem tin !!!"	False	False	True	False	9	2.0	KDC chợ đầu mối Tân Biên, Biên Hòa	Ngay chợ tân biên, biên hòa, đồng nai	KDC chợ đầu mối Tân Biên, Biên Hòa
