Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
Nhà tôi cần tiền bán gấp mặt tiền Đông Du, Bến Nghé, Q1. Diện tích 5m x 15m. Giá 54 tỷ	54.0	https://batdongsan.vn/nha-toi-can-tien-ban-gap-mat-tien-dong-du-ben-nghe-q1-dien-tich-5m-x-15m-gia-54-ty-r281802	75				"nhà tôi cần tiền bán gấp mặt tiền đông du, bến nghé, q1. sẵn 1 trệt 4 lầu. dt 5x15m. gía chỉ 54 tỷ.

* vị trí: nằm giữa phố đi bộ nguyễn huệ & đồng khởi, vị trí vàng đắc địa trung tâm.
thuận lợi kinh doanh buôn bán, nắm giữ tài sản.

- diện tích: 5x15m.
- kết cấu: trệt 4 lầu.
- hiện trạng đang cho thuê 133,566 triệu/tháng.
- pháp lý sổ hồng cá nhân không thế chấp ngân hàng sẵn sàng giao dịch.
- gía bán 54 tỷ.

- liên hệ chính chủ trực tiếp thương lượng: 0938255067 tuấn anh
- thông tin chính xác 100%."	False	True	False	True	0	5.0	đường Đông Du, Bến Nghé, Quận 1	đường Đông Du, Bến Nghé, Quận 1	đường Đông Du, Bến Nghé, Quận 1
Cần tiền bán rẻ nhà mặt tiền Lê Thánh Tôn, P. Bến Thành, Quận 1. DT: 4.5 x 22m. 3 tầng. Giá 43 tỷ	43.0	https://batdongsan.vn/can-tien-ban-re-nha-mat-tien-le-thanh-ton-p-ben-thanh-quan-1-dt-45-x-22m-3-tang-gia-43-ty-r281801	92				"rẻ nhất, vip nhất kv - bán nhà mt lê thánh tôn, phường bến thành, quận 1.

- diện tích: 4.5 x 22m, vuông vức. kết cấu 3 tầng.

- đang cho thuê 150tr/tháng.

- vị trí vô cùng đắc địa cạnh chợ bến thành. phố đi bộ nguyễn huệ ga metro, vincom, papkson...

- pháp lý sh chính chủ, công chứng nhanh.

- giá bán 43 tỷ.

lh gặp tôi: 0938255067 tuấn anh"	False	True	True	False	1	3.0	đường Lê Thánh Tôn, Phường Bến Thành, Quận 1	đường Lê Thánh Tôn, Phường Bến Thành, Quận 1	đường Lê Thánh Tôn, Phường Bến Thành, Quận 1
Chia tài sản. Bán gấp nhà MT Nguyễn Trãi, Quận 5. Gần Phú Giáo. DT: 20m x 30m. 620m2. 75 tỷ	75.0	https://batdongsan.vn/chia-tai-san-ban-gap-nha-mt-nguyen-trai-quan-5-gan-phu-giao-dt-20m-x-30m-620m2-75-ty-r281800	620				"gia đình cần bán gấp nhà nguyễn trãi, quận 5. gần phú giáo.

- diện tích 620m² đủ. ngang 20m. dài 30m.

- nhà 3 tầng, khu dân cư, không bị qh. tiện kinh doanh cho thuê. hoặc xây dựng tòa nhà.

- giá bán 75 tỷ. anh em trong nhà đã thống nhất. đều ở vn.

lh: 0938255067 tuấn anh"	False	False	False	False	2	3.0	đường Nguyễn Trãi, Quận 5	đường Nguyễn Trãi, Quận 5	đường Nguyễn Trãi, Quận 5
Bán nhà 2 mặt tiền Tôn Thất Tùng, Quận 1. DT: 5,5x21m nở hậu. Giá 20 tỷ	20.0	https://batdongsan.vn/ban-nha-2-mat-tien-ton-that-tung-quan-1-dt-55x21m-no-hau-gia-20-ty-r281797	121				"nhà 2 mặt tiền tôn thất tùng, p. phạm ngũ lão, quận 1.
- dt: 5,5m x 21m. công nhận 121m².
- nhà cũ tiện xây mới. có hẻm sau. được xây cao tầng.
- vị trí trung tâm quận 1. dân trí. tiện xây ở, vp cty, căn hộ dv...
- giá 20 tỷ.
lh: 0938255067 tuấn anh"	False	False	False	True	3	0.0	Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1	Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1	Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1
Hạ giá - Bán gấp nhà mặt tiền Hoàng Văn Thụ, Q. Tân Bình. DT: 12m x 18m. HĐ thuê 140 tr/th. 42 tỷ	42.0	https://batdongsan.vn/ha-gia-ban-gap-nha-mat-tien-hoang-van-thu-q-tan-binh-dt-12m-x-18m-hd-thue-140-trth-42-ty-r281796					"hạ giá sâu 62 tỷ còn 42 tỷ! bán gấp góc 2 mặt tiền hoàng văn thụ, quận tân bình.

+ diện tích: 12m x 18m.

+ kết cấu: 5 tầng.

+ hđt: 140 triệu/tháng.

+ vị trí: siêu vị trí góc 2mt đường hoàng văn thụ, cung đường tập trung tòa building vp hạng a, 1 sản phẩm khan hiếm, không có sản phẩm thứ 2 so sánh.

+ giá chỉ 42 tỷ.

lh: 0938255067 tuấn anh"	False	True	False	True	4	5.0	đường Hoàng Văn Thụ, Quận Tân Bình	đường Hoàng Văn Thụ, Quận Tân Bình	đường Hoàng Văn Thụ, Quận Tân Bình
Cần bán góc 2 mặt tiền Hoa Phượng, P. 2, Q. Phú Nhuận, DT 8x18m, 1 hầm 3 lầu, giá 38 tỷ	38.0	https://batdongsan.vn/can-ban-goc-2-mat-tien-hoa-phuong-p-2-q-phu-nhuan-dt-8x18m-1-ham-3-lau-gia-38-ty-r281794	144				"siêu phẩm góc 2 mặt tiền đường hoa phượng, p. 2, q. phú nhuận, dt 8x18m, 1 hầm 3 lầu, giá 38 tỷ.

siêu phẩm góc 2 mặt tiền đường hoa phượng, p. 2, q. phú nhuận, dt 8x18m, 1 hầm 3 lầu, giá 38 tỷ.
sát góc mặt tiền đường hoa phượng, phường 2, q. phú nhuận.

- diện tích 8x18m.

- đang là căn biệt thự đẹp nhất khu đường hoa - phú nhuận.
- vị trí đoạn đẹp nhất khu đường hoa.
- đường 30m sạch sẽ thông thoáng.
- giao thông thuận tiện qua các quận trung tâm hành chính.
- tiện ích đầy đủ.

- giá 38 tỷ thương lượng.
- ưu tiên khách mua thiện chí.
liên hệ chính chủ xem nhà: 0938255067"	True	False	True	True	5	4.0	đường Hoa Phượng, Phường 2, Quận Phú Nhuận	đường Hoa Phượng, Phường 2, Quận Phú Nhuận	đường Hoa Phượng, Phường 2, Quận Phú Nhuận
Bán gấp trong tháng. Nhà mặt tiền Kha Vạn Cân, Q. Thủ Đức. 10m x 43m. HD Thuê 160 triệu/th. 45 tỷ	45.0	https://batdongsan.vn/ban-gap-trong-thang-nha-mat-tien-kha-van-can-q-thu-duc-10m-x-43m-hd-thue-160-trieuth-45-ty-r281793	420				"bán gấp trong tháng. nhà mặt tiền kha vạn cân, q. thủ đức. 10m x 43m. hd thuê 160 triệu/th. 45 tỷ.

- dt: 10m x 43m. công nhận 420m².

- vị trí đẹp. khu tài chính. xung quanh nhiều thương hiệu nổi tiếng. đang cho thuê 160 triệu/th.

- giá 45 tỷ thương lượng.

lh: 0938255067 tuấn anh"	False	True	False	True	6	0.0	đường Kha Vạn Cân, Quận Thủ Đức	đường Kha Vạn Cân, Quận Thủ Đức	đường Kha Vạn Cân, Quận Thủ Đức
Bán nhà mặt tiền Ung Văn Khiêm, Bình Thạnh. DT: 12m x 32m, 1 hầm, 7 tầng. Giá 57 tỷ	57.0	https://batdongsan.vn/ban-nha-mat-tien-ung-van-khiem-binh-thanh-dt-12m-x-32m-1-ham-7-tang-gia-57-ty-r281792	384				"bán nhà 2 mặt tiền ung văn khiêm, p25, q. bình thạnh.

- dt: 12m x 32m. kết cấu: 1 hầm + 1 trệt + lửng + 5 lầu, sân thượng. (1 căn cấp 4).

- vị trí đẹp, khu vực vip nhất q. bình thạnh, con đường trọng điểm, lề đường lớn, mát mẻ, mặt tiền sáng gần nguyễn gia trí, xung quanh có nhiều dự án lớn, giá trị khai thác cao, di chuyển về quận 1 rất gần.

- giá chỉ: 57 tỷ.
lh : 0938255067 tuấn anh"	True	False	False	True	7	6.8	đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh	đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh	đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh
Bán nhà mặt tiền Nguyễn Thị Minh Khai, Quận 3. DT: 7m x 20m. KC 4 lầu. Giá 42 tỷ	42.0	https://batdongsan.vn/ban-nha-mat-tien-nguyen-thi-minh-khai-quan-3-dt-7m-x-20m-kc-4-lau-gia-42-ty-r281791	140				"bán nhà 2 mặt tiền nguyễn thị minh khai, quận 3.

- dt: 7m x 20m. kết cấu: 4 lầu.

- vị trí đẹp, khu vực vip quận 3, con đường trọng điểm, lề đường lớn, mặt tiền sáng đẹp gần tôn thất tùng, cmt8, xung quanh có nhiều dự án lớn, giá tri khai thác cao, sát quận 1.

- giá chỉ: 42 tỷ.

lh:0938255067 tuấn anh"	False	False	False	True	8	4.0	đường Nguyễn Thị Minh Khai, Quận 3	đường Nguyễn Thị Minh Khai, Quận 3	đường Nguyễn Thị Minh Khai, Quận 3
Tôi cần bán gấp nhà mặt tiền Yersin, Quận 1. DT: 12m x 18m, 7 tầng, giá 70 tỷ	70.0	https://batdongsan.vn/toi-can-ban-gap-nha-mat-tien-yersin-quan-1-dt-12m-x-18m-7-tang-gia-70-ty-r281789	216				"do có việc gia đình chủ cần ra đi gấp khách sạn mặt tiền yersin, phường cầu ông lãnh, quận 1. giá bán rẻ nhất trong 10 năm qua. căn duy nhất ngang 8 bán quanh khu vực chợ bến thành.

+ dt: 12m x 18m.

+ kết cấu: 7 tầng, thang máy.

+ thu nhập 180 triệu/tháng.

+ siêu vị trí tuyến phố sầm uất, gần chợ dân sinh, chợ bến thành, phố đi bộ nguyễn huệ, phố đi bộ bùi viện, lưu thông thuận lợi ra võ văn kiệt.

+ giá: 70 tỷ tl.

lh 0938255067 tuấn anh"	False	True	True	True	9	7.0	mặt tiền Yersin, Phường Cầu Ông Lãnh, Quận 1	mặt tiền Yersin, Phường Cầu Ông Lãnh, Quận 1	mặt tiền Yersin, Phường Cầu Ông Lãnh, Quận 1
