Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
Bán nhà kế Phạm Văn Hai P4 Tân Bình, DT khủng, 3 Tầng Nở hậu, Ô tô gần giá rẻ	7.8					"KẾ PHẠM VĂN HAI PHƯỜNG 4 TÂN BÌNH - DT KHỦNG TO - XÂY 3 TẦNG ĐẸP - NỞ HẬU PHONG THUỶ - HẺM Ô TÔ GẦN NHÀ - GIÁ RẺ RẺ
+ Ngay chợ Phạm Văn Hai, nhiều trường học, văn phòng kinh doanh, gần ga Sài Gòn, 5 phút ra sân bay Tân Sơn Nhất, 1 phút ra đường Lê Văn Sỹ đầy đủ tiện ích, 7 phút đi Quận 1, Quận 10."	False	False	True	False	đường Phạm Văn Hai, Phường 4, Quận Tân Bình	đường Phạm Văn Hai, Phường 4, Quận Tân Bình	đường Phạm Văn Hai, Phường 4, Quận Tân Bình
Siêu Hot Tân Phú Gần Ngã Tư Bốn Xã Ô tô Đỗ Cửa	5.5	31			Bình Long Phú Thạnh Tân Phú	"Siêu Hot Tân Phú Gần Ngã Tư Bốn Xã Ô tô Đỗ Cửa
+ Kết cấu 1 trệt 1 lửng 1 lầu. 2PN, nhà có thể dọn vào ở ngay, xây mới 4 tấm.
+ Siêu vị trí, hiếm nhà bán, 1 phút ra ngã tư Bốn Xã, đi đâu cũng tiện, gần Tân Bình Q11, Bình Tân.
+ Hẻm cực đẹp thẳng tắp, ô tô 7 chỗ đỗ cửa, 3 căn ra ô tô tránh, gần MT.
+ Khu an ninh yên tĩnh.
+ Diện tích: 31m2
Giá chỉ 3.29 tỷ thương lượng tốt."	False	False	True	False	Ngã Tư Bốn Xã, Quận Tân Phú	Bình Long Phú Thạnh Tân Phú	Ngã Tư Bốn Xã, Quận Tân Phú
Bán nhà Tân Phú Gần Ngã tư Bốn Xã Chỉ Nhỉnh 3 tỷ	3.29	31			Bình Long Phú Thạnh Tân Phú	"Bán nhà Tân Phú Gần Ngã tư Bốn Xã Chỉ Nhỉnh 3 tỷ

+ Kết cấu 1 trệt 1 lửng 1 lầu. 2PN, nhà có thể dọn vào ở ngay, xây mới 4 tấm.
+ Siêu vị trí, hiếm nhà bán, 1 phút ra ngã tư Bốn Xã, đi đâu cũng tiện, gần Tân Bình Q11, Bình Tân.
+ Hẻm cực đẹp thẳng tắp, ô tô 7 chỗ đỗ cửa, 3 căn ra ô tô tránh, gần MT.
+ Khu an ninh yên tĩnh.
+ Diện tích: 31m2
Giá chỉ 3.29 tỷ thương lượng tốt."	False	False	True	False	Ngã tư Bốn Xã, Quận Tân Phú	Bình Long Phú Thạnh Tân Phú	Ngã tư Bốn Xã, Quận Tân Phú
Bán nhà Vạn Phúc, Hà Đông, lô góc 2 thoáng, nhà đẹp hiện đại, 30m2, 4.2 tỷ	3.29	30	5.0	3.0	Phố Lụa Hà Đông	"+ Nhà bán nằm ở Phố Lụa Hà Đông, ngõ trước nhà 2 xe máy tránh, thông sang Vạn Phúc, Tố Hữu.
+ Diện tích 30m2, nhà 5 tầng đẹp chắc chắn, lô góc 2 thoáng, thiết kế hiện đại, mỗi tầng 1 ngủ rộng thoáng.
+ Nhà cách đường ô tô tránh 10m, xung quanh nhiều bãi gửi xe ô tô rất tiện.
+ Ngay cạnh làng lụa huyền thoại, xung quanh nhiều tiện ích, gần chợ Cầu Am, chợ hoa Vạn Phúc, khu nhà ở Galaxy, THCS Vạn Phúc, KĐT Him Lam,...
+ Chủ nhà chị Huyền nay có nhu cầu ra mặt phố nên cần bán lại căn nhà.
+ Giá 4.2 tỷ ( có thương lượng với khách thiện chí)
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.
+ Liên hệ E Quân Nhà Đẹp 0934503893 xem nhà ngay."	False	False	True	False	Phố Lụa, Hà Đông	Phố Lụa Hà Đông	Phố Lụa, Hà Đông
Bán nhà Tứ Liên 42m2, 8 tầng MT 6m, view Hồ Tây giá nhỉnh 8 tỷ	4.2	42	8.0	8.0		"Bán nhà Tứ Liên 42m2, 8 tầng MT 6m, view Hồ Tây giá nhỉnh 8 tỷ

NHÀ GARA Ô TÔ - 8 TẦNG THANG MÁY - NỘI THẤT NHẬP - VIEW HỒ TÂY

Mô tả:

- Nhà nằm trong khu dân trí cao, an ninh đảm bảo.
- Ngõ rộng thoáng ô tô vào nhà.
- Cuối ngõ có dự án mở cầu Tứ Liên tương lai giá trị bds tăng mạnh.
- Thiết kế mỗi tầng 1 phòng, nội thất nhập khẩu.
- Diện tích sử dụng lên đến hơn 300m

* Sổ đỏ vuông đẹp chính chủ
* Giá cả có thể thương lượng trực tiếp
Em Huy 0819860128

Xin cảm ơn"	False	False	True	False	Tứ Liên	Tứ Liên	Tứ Liên
Bán nhà Tứ Liên 42m2, 8 tầng MT 6m, view Hồ Tây giá nhỉnh 8 tỷ	8.2	42	8.0	8.0		"Bán nhà Tứ Liên 42m2, 8 tầng MT 6m, view Hồ Tây giá nhỉnh 8 tỷ

NHÀ GARA Ô TÔ - 8 TẦNG THANG MÁY - NỘI THẤT NHẬP - VIEW HỒ TÂY

Mô tả:

- Nhà nằm trong khu dân trí cao, an ninh đảm bảo.
- Ngõ rộng thoáng ô tô vào nhà.
- Cuối ngõ có dự án mở cầu Tứ Liên tương lai giá trị bds tăng mạnh.
- Thiết kế mỗi tầng 1 phòng, nội thất nhập khẩu.
- Diện tích sử dụng lên đến hơn 300m

* Sổ đỏ vuông đẹp chính chủ
* Giá cả có thể thương lượng trực tiếp
Em Huy 0819860128

Xin cảm ơn"	False	True	True	False	Tứ Liên	Tứ Liên	Tứ Liên
Giá rẻ sập sàn, chỉ 3.55 tỷ có nhà 40mx4T Văn Phú-Hà Đông	8.2	40	4.0	3.0		"Vị trí trung tâm Văn Phú, Hà Đông, giao thông đi lại thuận lợi, dễ dàng kết nối với các tuyến phố lớn, từ đây có thể vào các quận nội thành và đi các tỉnh khác. Khu vực trung tâm tiện ích rất nhiều, đầy đủ trung tâm thương mại, chợ, bệnh viện, trường học, công viên…, không thiếu thứ gì.
Nhà 4 tầng, chủ tự xây, khung cột chắc chắn, gồm các phòng ngủ, phòng khách, bếp-ăn, vệ sinh…
Sổ đỏ vuông như tờ A4 chờ giao dịch.
Liên hệ xem nhà SĐT 0945936168"	False	False	True	False	Văn Phú, Hà Đông	Văn Phú, Hà Đông	Văn Phú, Hà Đông
Bán gấp nhà Vạn Phúc, DT 44m2, 4 tầng, giá 4.5 tỷ	3.55	44	4.0	3.0	Vạn Phúc, Hà Đông	"- Vị trí trung tâm quận, gần tòa nhà Goldsilk Complex, cách đường Vạn Phúc vài bước chân, thuận tiện di chuyển đến nơi khác. Xung quanh nhà có rất nhiều tiện ích, có đầy đủ chợ, siêu thị, nhà hàng, bệnh viện, trường học, khu vui chơi giải trí...
– Ngôi nhà được thiết kế theo phong cách tân cổ điển, với các giải pháp thông minh và tối ưu hóa không gian sử dụng, bao gồm phòng ngủ, phòng khách . Phòng khách, phòng ăn, bếp, wc...
- Sổ đỏ A4, pháp lý đầy đủ, sẵn sàng để giao dịch
- Hãy liên hệ ngay với anh Bình theo số 0945936168 để có cơ hội sở hữu nhà đẹp với giá cả hợp lý."	False	True	True	False	Vạn Phúc, Quận ...	Vạn Phúc, Hà Đông	Vạn Phúc, Quận ...
Mặt tiền Lý Thánh Tông Tân Phú-Ngang 4m-75m2 nhà mới đón tết chỉ 8 tỷ hơn	4.5	74			Lý Thánh Tông Hiệp Tân Tân Phú	"Mặt tiền Lý Thánh Tông Tân Phú-Ngang 4m-75m2 nhà mới đón tết chỉ 8 tỷ hơn
+ Kết cấu: cấp 4 mới xây với PK, 2 PN, phòng bếp nhà mới tinh dọn vào đón tết ngay.
+ Vị trí: mặt tiền kinh doanh cạnh Lũy Bán Bích, gần Đầm Sen, Q6, Q11,..
+ Sổ đẹp, pháp lý chuẩn, mua bán nhanh.
+ DT: 75 m2. Giá tốt: 8.6 tỷ(thương lượng)."	False	False	True	False	Lý Thánh Tông, Quận Tân Phú	Lý Thánh Tông Hiệp Tân Tân Phú	Lý Thánh Tông, Quận Tân Phú
Bán nhà gara oto, ngay Phố Bạch Mai, 45mx5m, TT Hai Bà Trưng giá 8.x tỷ	8.6	45			Bạch Mai, Hai Bà Trưng, Hà Nội	"Bán nhà gara oto, ngay Phố Bạch Mai, 50mx5m, TT Hai Bà Trưng giá 8.x tỷ

- Vị trí nhà nằm tại tuyến đường Bạch Mai gần với các phố Minh Khai, Đại La Trần Đại nghĩa, Trường Chinh, Trần Khát Chân, sát cạnh quận Hoàn Kiếm, Hoàng Mai, Thanh Xuân
- Xung quanh có các Trường đại học lớn, các bệnh viện lớn bạch mai, Thanh nhàn, Tai Mũi họng; các TTTM khu vui chơi với cơ sở hạ tầng giao thông thuận tiện của Q. Hai Bà Trưng
- Khu vực văn minh, sạch sẽ, dân trí cao
Nhà diện tích 50m độ rộng mặt tiền 5m, khoảng cách ra trục đường chính 300m
Kết cấu bao gồm: 5 tầng cao
đủ công năng.

Giá: 8.x tỷ

Liên hệ: Nguyễn Hiền"	False	False	True	False	Phố Bạch Mai, Quận Hai Bà Trưng	Bạch Mai, Hai Bà Trưng, Hà Nội	Phố Bạch Mai, Quận Hai Bà Trưng
Siêu Hiếm Nhà Đẹp Phú Đô, Quận Nam Từ Liêm 32m 5 Tầng 3.6 tỷ	8.8	32	5.0	4.0	phường Mễ Trì, Quận Nam Từ Liêm,TP HÀ NỘI	"Nhà Bán phú đô, phường Mễ Trì, Quận Nam Từ Liêm, diện tích 32m 5 tầng, mặt tiền 3.6m, 3 ngủ gần ô tô tránh. Nhà dân xây vô cùng chắc chắn, đi lại thuận tiện gần bệnh viện Hồng Ngọc,100m ra sân vận động Mỹ Đình, đường đua F1. Gần đường Vàng Đai 4 di chuyển ra các bên xe phía Bắc vào miền trung. Gần trung tâm thương mại Big C, gần cấc trường ĐH Thương Mại HN, ĐH Sân Khấu Điện Ảnh, ĐH Ngoại Thương HN, ĐH Luật, Gần BV Nhi, Phụ Sản HN, BV Thu Cúc…
- Nhà dân tự xây kiên cố chắc chắn với 5 tầng:
+ T1: Bếp + khách.
+ T2,2,4: Mỗi tầng 1 ngủ vs khép kín
+ T5: phòng thờ, sân phơi rông.
- Sổ đỏ vuông vắn giao dịch ngay.
Liên hệ xem nhà miễn phí: 0977786667 Lê Thu. (miễn trung gian)"	False	True	True	False	Phú Đô, Phường Mễ Trì, Quận Nam Từ Liêm	phường Mễ Trì, Quận Nam Từ Liêm,TP HÀ NỘI	Phú Đô, Phường Mễ Trì, Quận Nam Từ Liêm
Siêu Hiếm Nhà Đẹp Phú Đô, Quận Nam Từ Liêm 32m 5 Tầng 3.6 tỷ	3.6	32	5.0	4.0	phường Mễ Trì, Quận Nam Từ Liêm,TP HÀ NỘI	"Nhà Bán phú đô, phường Mễ Trì, Quận Nam Từ Liêm, diện tích 32m 5 tầng, mặt tiền 3.6m, 3 ngủ gần ô tô tránh. Nhà dân xây vô cùng chắc chắn, đi lại thuận tiện gần bệnh viện Hồng Ngọc,100m ra sân vận động Mỹ Đình, đường đua F1. Gần đường Vàng Đai 4 di chuyển ra các bên xe phía Bắc vào miền trung. Gần trung tâm thương mại Big C, gần cấc trường ĐH Thương Mại HN, ĐH Sân Khấu Điện Ảnh, ĐH Ngoại Thương HN, ĐH Luật, Gần BV Nhi, Phụ Sản HN, BV Thu Cúc…
- Nhà dân tự xây kiên cố chắc chắn với 5 tầng:
+ T1: Bếp + khách.
+ T2,2,4: Mỗi tầng 1 ngủ vs khép kín
+ T5: phòng thờ, sân phơi rông.
- Sổ đỏ vuông vắn giao dịch ngay.
Liên hệ xem nhà miễn phí: 0977786667 Lê Thu. (miễn trung gian)"	False	False	True	False	phường Mễ Trì, Quận Nam Từ Liêm	phường Mễ Trì, Quận Nam Từ Liêm,TP HÀ NỘI	phường Mễ Trì, Quận Nam Từ Liêm
