Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
Bán toà nhà CHDV mặt tiền Mai Văn Vĩnh 16 x 23m hầm + 7 lầu thu nhập: 550 triệu/tháng, giá 63 tỷ TL	5.5	368				"- Bán toà nhà CHDV ngay mặt tiền Mai Văn Vĩnh, P. Tân Quy, Quận 7.
- Diện tích: 16 x 23m.
- Kết cấu: Hầm + 7 tầng.
- Doanh thu: 550 triệu / tháng.
- Dòng tiền cao thu nhập cực kỳ ổn định và lâu dài.
- Giá bán: 63 tỷ TL.
- Liên hệ ngay: 0901897729 Lê Hưng."	False	True	False	False	mặt tiền Mai Văn Vĩnh, Phường Tân Quy, Quận 7	mặt tiền Mai Văn Vĩnh, Phường Tân Quy, Quận 7	mặt tiền Mai Văn Vĩnh, Phường Tân Quy, Quận 7
Bán nhà siêu khan hiếm góc 3 mặt tiền Yersin DT: 9 x 32m - XD: Hầm + 8 lầu - giá bán: 65 tỷ TL	63	288				"- Bán nhà siêu khan hiếm góc 3 mặt tiền Yersin, P. Phạm Ngũ Lão, Quận 1.
- Vị trí cực đẹp góc 3 mặt tiền thông thoáng.
- Diện tích: 9 x 32m.
- Hiện trạng: Nhà cấp 4.
- Khu vực xây dựng được cao tầng, phù hợp xây dựng mới.
- Giá bán rẻ nhất hiện nay, không có căn nào rẻ hơn.
- Giá bán: 65 tỷ TL.
- Liên hệ ngay: 0901897729 Lê Hưng."	False	True	True	False	đường Yersin, Phường Phạm Ngũ Lão, Quận 1	đường Yersin, Phường Phạm Ngũ Lão, Quận 1	đường Yersin, Phường Phạm Ngũ Lão, Quận 1
Bán nhà mặt tiền Trần Thanh Mại DT 4x21	65	84				"Cần bán nhà mặt tiền đường Trần Thanh Mại - Tân Tạo A, gần Tỉnh Lộ 10, quốc lộ 1a
DT 4x21
KC nhà 1 trệt, 1 gác lửng, có 5 phòng trọ, 6wc
Gía 5,5 tỷ TL
sổ hồng riêng, sang tên liền
LH 0938925326"	False	False	True	False	đường Trần Thanh Mại, Tân Tạo A	đường Trần Thanh Mại, Tân Tạo A	đường Trần Thanh Mại, Tân Tạo A
Bán nhà góc 2 mặt tiền Điện Biên Phủ - DT: 8 x 20m - XD: Hầm + 7 lầu - giá bán: 38 tỷ TL	5.5	160				"- Bán nhà góc 2 mặt tiền Điện Biên Phủ, P. 10, Quận 10.
- Diện tích: 8 x 20m.
- Kết cấu: 2 Tầng.
- Tuyến đường lớn thương hiệu, cực kỳ sầm uất.
- Khu vực xây dựng được cao tầng, thuận tiện xây dựng mới.
- Giá bán: 38 Tỷ TL.
- Liên hệ ngay: 0901897729 Lê Hưng."	False	False	True	False	đường Điện Biên Phủ, Phường 10, Quận 10	đường Điện Biên Phủ, Phường 10, Quận 10	đường Điện Biên Phủ, Phường 10, Quận 10
Bán nhà góc 2 mặt tiền Võ Văn Tần - 8x16m - 5 lầu - HĐT: 130 triệu/tháng - giá bán: 49 tỷ TL	38	128				"- Bán nhà góc 2 mặt tiền Võ Văn Tần, P. 5, Quận 3.
- Diện tích: 8 x 16m.
- Kết cấu: 5 tầng.
- Hợp đồng thuê: 130 triệu / tháng.
- Vị trí đẹp góc 2 mặt tiền, đoạn 2 chiều cực thuận tiện.
- Sản phẩm khan hiếm, giá bán rẻ nhất khu vực.
- Giá bán: 49 tỷ TL.
- Liên hệ ngay: 0901897729 Lê Hưng."	True	True	True	False	đường Võ Văn Tần, Phường 5, Quận 3	đường Võ Văn Tần, Phường 5, Quận 3	đường Võ Văn Tần, Phường 5, Quận 3
CHỦ NHÀ VỀ QUÊ BÁN GẤP CĂN NHÀ NGAY SÁT TP BIÊN HÒA, CÂY XĂNG 26,GIÁ 1TỶ650TR (VAY 70% )	49	110	3.0	2.0	Biên Hòa	"Gia Đình về quê có việc nên tôi cân bán gấp căn nhà mới xây.
Nhà Diện Tích 110m², thổ cư.
Nhà gồm 3 Phòng Ngủ ,Phòng Thờ,Bếp, 1 sân phơi đồ, sân đậu xe ô tô.
Nhà thiết kế hiện đại , Giá bán đã bao gồm tất cả nội thất hiện có trong nhà.
Nhà gần chợ, trường học cấp 1,2,3 mầm non... Khu dân cư hiền hòa, an ninh.
Giá chỉ : 1tỷ650tr (Bao Sổ )
Có hỗ trợ vay ngân hàng tối đa 70% giá trị căn nhà
Còn bớt thêm cho người thiện chí
Liên hệ : 0961 124 875 gặp Tài để gặp chủ"	False	False	True	False	Câxy listener, Quận TP Biên Hòa	Biên Hòa	Câxy listener, Quận TP Biên Hòa
Bán nhà mặt tiền đường Tỉnh Lộ 10 DT 7x41	1.65	280				"Bán nhà mặt tiền đường tỉnh lộ 10, phù hợp mua kinh doanh và cho thuê phòng trọ
DT 7x41, có mặt 1 mặt bằng lớn phía trước và 5 căn nhỏ đằng sau cho thuê
GIá 16,5 tỷ tl
Sổ riêng sang tên liền
LH 0938925326"	False	False	True	False	đường Tỉnh Lộ 10	đường Tỉnh Lộ 10	đường Tỉnh Lộ 10
Bán nhà hẻm xe tải đậu cổng Nguyễn Trung Trực, Bình Thạnh, 7.5 tỷ, 47m2	16.5	47	4.0	3.0	Bình Thạnh, Hồ Chí Minh	"- Bán Nhà Nguyễn Trung Trực, P5, Bình Thạnh
- Diện tích cn 47,2m2 ( 3mx17m)
- Diện tích sàn 130,1m2
- Kết cấu 1 trệt, 2 lầu,sân thượng, 4 phòng, 3 WC, Bếp, phòng khách, sân để xe máy
- Hẻm ô tô tải vận chuyển đậu trước cửa nhà
- Giá bán 7,5 tỷ thương lượng
- LH Tâm 0815813400 để xem nhà. UY TÍN"	False	False	True	False	Nguyễn Trung Trực, Phường 5, Quận Bình Thạnh	Bình Thạnh, Hồ Chí Minh	Nguyễn Trung Trực, Phường 5, Quận Bình Thạnh
Bán Nhà Quận 7 -2 Lầu ST Hẻm Trần Trọng Cung,P.Tân Thuận Đông,dt 61m2 Gía 5,9Tỷ	7.5	61	4.0	4.0		"Nhà đẹp 2 lầu ST hẻm Trần Trọng Cung, P.Tân Thuận Đông, Quận 7
- Diện tích: 3.5x18m, Hướng Đông.
- Kết cấu: Trệt, 2 Lầu, Sân thượng, 4PN, 4WC.
- Nhà mới đẹp, xây kiên cố, sân trước rộng rãi, vào ở liền.
- Hẻm thông thoáng, cách mặt tiền chỉ 5 căn nhà, ra HTP chỉ 50m.
- Cạnh KDC Nam Long, đầy đủ tiện ích: Vincom, công viên, hồ bơi, trường QT,...
- Pháp lý: Sổ hồng riêng, hoàn công đầy đủ.
=================================
- Giá bán: 5.9 Tỷ (TL)
- Liên hệ: 0971.737.786 (Mr.Hiếu)"	False	False	True	False	hẻm Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7	hẻm Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7	hẻm Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7
Nhà 151m2 nở hậu chữ L 12m, 4 tầng, HXH, Lê Quang Định, chỉ 15,9 tỷ	5.9	151	7.0	7.0	Lê Quang Định, P.11, Q. Bình Thạnh	"+ Diện tích 151m2 nở hậu chữ L. Phía trước chủ để khoảng đất rộng bằng 1 căn nhà. Ô tô tải vào đậu thoải mái.
+ Kết cấu 4 tầng BTCT, 7PN, 7WC. Có thể sửa sang thành CHDV, khách sạn,….
+ Hẻm ô tô tải vào nhà, thông ra Nguyễn Văn Đậu, Nguyên Hồng. 100m ra trục đường huyết mạch Phạm Văn Đồng, 10 phút ra Sân bay Tân Sơn Nhất,… Vị trí quá tuyệt vời.
+ Sổ nở hậu L 12m, pháp lý chuẩn, hoàn công đầy đủ, có sẵn tại nhà sẵn sàng ra công chứng."	False	False	True	False	Nguyễn Văn Đậu, Nguyên Hồng, Lê Quang Định	Lê Quang Định, P.11, Q. Bình Thạnh	Nguyễn Văn Đậu, Nguyên Hồng, Lê Quang Định
