Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
BÁN NHÀ CHỢ KHÂM THIÊN. DT 48,5M2- 4T. MẶT TIỀN RỘNG NHÀ ĐẸP - THOÁNG- GẦN HỒ 3 MẪU. Ở LUÔN. GIÁ 4,95 TỶ	3.25		4.0	3.0		"BÁN NHÀ CHỢ KHÂM THIÊN. DT 48,5M2- 4T. MẶT TIỀN RỘNG NHÀ ĐẸP - THOÁNG- GẦN HỒ 3 MẪU. Ở LUÔN. GIÁ 4,95 TỶ. LIÊN HỆ E. PHONG : 0914078932
XÂY 4 TẦNG -THIẾT KẾ THOÁNG SÁNG - AN SINH ĐỈNH - TIỆN ÍCH XUNG QUANH - ĐI BỘ VÀI BƯỚC RA HỒ
Mô tả :
- Vị trí cực đẹp, vài bước chân ra Hồ Ba Mẫu, an sinh đẳng cấp, gần chợ, khu vực trung tâm quận, tiện ích xung quanh không thiếu thứ gì.
Thiết kế:
+ Tầng 1: Khách + bếp + wc & khe thoáng sáng.
+ Tầng 2&3: Mỗi tầng 2 phòng + Wc
+ Tầng 4 : Phòng thờ + Sân phơi + Trồng cây xanh, rau sạch.
Sổ đỏ chính chủ, pháp lý sạch, nhà vuông vắn.
- Giá 4.95 tỷ
-Liên hệ 0914078932 . Em Phòng chuyên viên môi giới bất động sản thổ cư Hà Nội"	False	False	True	False	Chợ Khâm Thiên, Quận .	Chợ Khâm Thiên, Quận .	Chợ Khâm Thiên, Quận .
BÁN GẤP NHÀ VĂN HƯƠNG DT 39.4M2- 5 TẦNG. CÁCH NGÕ 20M- THOÁNG- LÔ GÓC. GIÁ 5,1 TỶ.	8.88	39	6.0	4.0		"BÁN GẤP NHÀ VĂN HƯƠNG DT 39.4M2- 5 TẦNG. CÁCH NGÕ 20M- THOÁNG- LÔ GÓC. GIÁ 5,1 TỶ. LIÊN HỆ E. PHÒNG: 0914078932
+ Vị trí ngõ thoáng, cách mặt ngõ chính Văn Hương chưa đầy 20m. Gần trường, chợ cực kỳ thuận tiện.
+ Thiết kế 5 tầng còn rất mới.
- Tầng 1: Cửa Hàng + 1p
- Tầng 2-3 -4 Mỗi tầng 2 phòng + wc
- Tầng 5. 1 phòng + Sân Phơi
+ Pháp lý: Sổ đỏ chính chủ, giao dịch ngay.
+ Giá 5,1 tỷ.
+ Liên hệ E.Phòng: 0914078932"	False	True	True	False	đường Văn Hương	đường Văn Hương	đường Văn Hương
BÁN TUYỆT PHẨM NHÀ TRẮNG Ở NGỌC HÀ, BA ĐÌNH, HÀ NỘI – FULL NỘI THẤT	5.1	40	5.0	3.0		"Dt : 40 m2 x 5 tầng, giá chỉ 4 tỷ .
vị trí :
- Sầm uất, nhộn nhịp và có lợi thế cực tốt thông vs 2 đường Đội Cấn và Hoàng Hoa Thám .
- Tiện ích tuyệt vời, nhà gần trường, Hồ tây chỉ cách 5 phút đi bộ, ngõ to, Oto cách nhà chỉ 5m .
- An ninh cực tốt ngay gần là UBND .
Thiết kế :
- 5 tầng thoáng mát.
o Tầng 1: phòng khách, bếp, sân để xe máy .
o Tầng 2,3 : 2 phòng ngủ mỗi tầng
o Tầng 4,5 : Sân phơi đón nắng và 1 phòng phụ
Liên hệ ngay em Hiếu HiHi : 0338610492 để được chăm sóc đầy đủ ạ."	False	True	True	False	đường Đội Cấn, phường Ngọc Hà, quận Ba Đình, Hà Nội	đường Đội Cấn, phường Ngọc Hà, quận Ba Đình, Hà Nội	đường Đội Cấn, phường Ngọc Hà, quận Ba Đình, Hà Nội
Thanh lý nhà 1 trệt 3 lầu DT sàn 187,4m2 tại đường 14 F.5 Gò Vấp giá 2tỷ750	2.5	58	6.0	5.0		"Nhà khu đồng bộ văn minh đối diện Cityland, Emart P5.
Dt 4x12,4m KC 3 lầu 6PN 5WC vào ở liền.
Đường trước nhà 10m. Sổ riêng, sẵn sàng công chứng.
Vị trí đắc địa nhất Gò Vấp.

Liên hệ 0906 301 743 gặp Trường xem nhà."	False	False	True	False	đường 14 F.5, Quận Gò Vấp	đường 14 F.5, Quận Gò Vấp	đường 14 F.5, Quận Gò Vấp
Thanh lý nhà 1 trệt 3 lầu DT sàn 187,4m2 tại đường 14 F.5 Gò Vấp giá 2tỷ750	2.75	58	6.0	5.0		"Nhà khu đồng bộ văn minh đối diện Cityland, Emart P5.
Dt 4x12,4m KC 3 lầu 6PN 5WC vào ở liền.
Đường trước nhà 10m. Sổ riêng, sẵn sàng công chứng.
Vị trí đắc địa nhất Gò Vấp.

Liên hệ 0906 301 743 gặp Trường xem nhà."	False	False	True	False	đường 14 F.5, Phường Gò Vấp	đường 14 F.5, Phường Gò Vấp	đường 14 F.5, Phường Gò Vấp
Bán nhà gần KDC Nam Hùng Vương 3PN ngang 5m giá 4 tỷ	2.75	70	3.0	2.0	hồ học lãm	"Tôi cần bán gấp nhà đường Hồ Học Lãm, gần khu dân cư Nam Hùng Vương, bến xe miền Tây, đại lộ Võ Văn Kiệt
Sổ hồng riêng, ngang 5m nở hậu 6m xe hơi đậu gần nhà
Tiện ích xung quanh có chợ, nhà thuốc, cây xăng, nhà trẻ, trường học
Nhà xây kiên cố 1 trệt 1 lầu sân thượng còn mới vào ở ngay
Khu vực yên tĩnh, sạch sẽ, thương lượng tốt cho khách thiện chí."	False	False	True	False	đường Hồ Học Lãm, Phường Nam Hùng Vương	hồ học lãm	đường Hồ Học Lãm, Phường Nam Hùng Vương
Nhà đẹp giảm 200 tr ,3 tầng nở hậu MT đường gần chợ Hiệp Bình,Giga Mall	4	70	4.0	3.0		"Nhà đẹp giảm 200 tr ,3 tầng nở hậu MT đường gần chợ Hiệp Bình,Giga Mall
???? Diện tích 4.5x16m nở hậu, 1 trệt 2 lầu , 4PN, 3WC
???? Chỉ 1 căn nhà ra đường lớn gần Hiệp Bình
???? Nhà đẹp miễn chê , ban công đón gió , sân đậu ô tô
???? 700m ra mặt tiền đường Phạm Văn Đồng, Gigamall, chợ Hiệp Bình
???? Khu vự tiềm năng cao tương lai khi đường vành đai 2 kết nối, tuyến metro hoàn thành giá trị Bđs sẽ lên cao
????Sổ đẹp không lộ giới , hoàn công đủ
Giá nhỉnh 5 tỷ còn thương lượng"	False	False	True	False	MT đường gần chợ Hiệp Bình, Giga Mall	MT đường gần chợ Hiệp Bình, Giga Mall	MT đường gần chợ Hiệp Bình, Giga Mall
Bán nhà Nguyễn Khánh Toàn - Cầu Giấy	5.8	32				"???????????? RẤT GẦN PHỐ - THỬA ĐẤT ĐẸP - XÂY NHÀ ĐẸP - NHỎ TIỀN DỄ BAY ????????????
Nhà cấp 4 có gác xép, chủ cho thuê 4tr/tháng mới lấy nhà để bán, khách mua về chưa xây có thể cho thuê.
- Diện tích trên sổ là 28,5m , mặt tiền 3,4m nhưng thực tế rộng 32m và mặt tiền 3,6m, không có tranh chấp gì cả, nhà mình được sử dụng yên tâm nếu sau này xây dựng.
- Ngách nhà mình đi thông khắp ngả.
- Sổ đỏ, pháp lý chuẩn sẵn sàng giao dịch.
- Giá chào : 2.8 tỷ
- LH Đạt : 0325829270"	False	True	True	False	Nguyễn Khánh Toàn, Cầu Giấy	Nguyễn Khánh Toàn, Cầu Giấy	Nguyễn Khánh Toàn, Cầu Giấy
NHÀ SIÊU ĐẸP FULL NỘI THẤT -TT BÀ TRIỆU HÀ ĐÔNG 50M 4 TẦNG GIÁ 4.8 TỶ	2.8	50	4.0	4.0	bà triệu hà đông	"NHÀ SIÊU ĐẸP FULL NỘI THẤT -TT BÀ TRIỆU HÀ ĐÔNG 50M 4 TẦNG GIÁ 4.8 TỶ
- Tiện ích xung quanh không thiếu gì, nhà thuộc phường Hà Cầu, Hà Đông, xung quanh là các trường công cấp 1,2,3 đều gần nhà bán kính cách mấy trăm mét.
- Nhà 4 tầng diện tích 50m2 thiết kế mỗi tầng 2 phòng.
+T ầng 1 phòng khách và bếp + sân để xe máy, để được 3 xe máy.
+Tầng 2,3 mỗi tầng 2 ngủ + vs.
+ Tầng 4 phòng thờ + sân phơi, công năng đầy đủ.
- Sổ đỏ, pháp lý rõ ràng giao dịch ngay.
-AC QUAN TÂM LIÊN HỆ NGUYÊN ANH:0819508701 ĐỂ ĐƯỢC TƯ VẤN VÀ XEM NHÀ MIỄN PHÍ."	False	False	True	False	Hà Cầu, Hà Đông	bà triệu hà đông	Hà Cầu, Hà Đông
Bán nhà Ngọc Thụy Long Biên 32m2 x 5T x MT4.5m nhỉnh 3 TỶ TRUNG T M LONG BIÊN - VÀI PHÚT SANG PHỐ CỔ - NHÀ MỚI LÔ GÓC	4.8	32	5.0	4.0	ngọc tụy long biên	"????Mô tả : Nhà mình bán nằm trong ngõ 66 Ngọc Thuỵ Hàng xóm với Mipec Long Biên . Khu vực dân trí cao an ninh tốt, tiện ích đầy đủ, 5 phút sang phố cổ. Ngõ bên hông nhà thông sang ngõ 30 Ngọc Thuỵ
????Thiết kế : Nhà thiết kế cầu thang cuối.
-Tầng 1: khách , bếp , wc .Tầng 2,3,4 phòng ngủ +wc. Tầng 5 phòng thờ.sân chơi
????Sổ đỏ phân lô cất két . LH khoát chuyên gia bất động sản thổ cư chung cư khu vực Long Biên 0983488355"	False	False	True	False	Ngọc Thụy, Long Biên	ngọc tụy long biên	Ngọc Thụy, Long Biên
