Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
CƠ HỘI SỞ HỮU LIỀN KỀ HUD SƠN TÂY – GIAI ĐOẠN 2 GIÁ TỪ 3.5 tỷ	6.5	75	4.0	4.0	Khu đô thị HUD Sơn Tây - Phường Quang Trung - Sơn Tây - Hà Nội	"( ✅ Bao gồm cả nhà và đất – ✍️ Sổ đỏ lâu dài )
???? Diện tích: 75m – 85m – 88m – 110m – 150m
Tiến độ đóng tiền : 9 đợt – bàn giao nhà Quý II/2024
- Thiết kế : 3,5 tầng – đồng bộ mặt ngoài
✅ Cam kết đúng giá - ưu tiên khách hàng chọn Lô đẹp
——————————————
???? ????????
???? Gần Chợ - Trường - Trung tâm thương mại
???? Đón đầu quy hoạch TX Sơn Tây lên thành phố trực thuộc Thủ đô
????Dân cư đông đúc, tiện ích đầy đủ: công viên, Trung tâm thương mại, phòng khám đa khoa...
????CĐT #HUD uy tín với nhiều KĐT tại HN, pháp lý hoàn chỉnh, sở hữu lâu dài???????? Số lượng hữu hạn.
Quý khách hàng quan tâm liên hệ: 0342365139 { Mr Dương }"	False	False	True	False	Sơn Tây	Khu đô thị HUD Sơn Tây - Phường Quang Trung - Sơn Tây - Hà Nội	Sơn Tây
Chính chủ bán 100m2 đất đấu giá mặt Hồ Đầm Tranh, Long Biên - Đang cho thuê 10tr/tháng	3.5	100			Hồ Đầm Tranh, Cự Khối, Long Biên, Hà Nội	"Chính chủ bán 100m2 đất đấu giá mặt Hồ Đầm Tranh, Long Biên - Đang cho thuê 10tr/tháng.

+ Diện tích: 100m2, mặt tiền 5,5m, dài 18,2m, đường trước nhà rộng 4m, hướng Đông Bắc.

+ Giá bán: 8.8 tỷ ( có ra lộc cho người mua ).

+ Nhà nhìn ra mặt hồ thoáng mát, view đẹp, tầm nhìn thoáng, cách đường Cổ Linh 50m, cách cầu Thanh Trì 100m, xung quanh hạ tầng đường xá đang được đồng bộ, thuận tiện giao thông đi các tỉnh phía bắc và đi vào nội thành, bán kính 700m có trường học các cấp và chợ đáp ứng sinh hoạt hàng ngày...

+ Pháp lý: Sổ đỏ chính chủ, không cầm cố, sẵn sàng công chứng, hỗ trợ vay bank.

Liên hệ trước 30 phút để xem đất: 0925333999
ThuyAn.Net – Cam Kết Bán Đúng Giá - Không Thu Phí Người Mua - Hỗ Trợ Thủ Tục Sang Tên!"	True	True	True	False	Hồ Đầm Tranh, Long Biên	Hồ Đầm Tranh, Cự Khối, Long Biên, Hà Nội	Hồ Đầm Tranh, Long Biên
Nhà 4 Tầng, đường Lê Văn Chí Phường Linh Trung Thủ Đức, dt 74 m²	8.8	74	4.0	5.0	Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, TP HCM	"Nhà 4 Tầng, đường Lê Văn Chí Phường Linh Trung Thủ Đức, dt 74 m²
- Kết cấu nhà 1 Trệt 3 lầu Đổ BTCT 4 TẦNG, khu dân cư cao tầng đồng bộ, đẹp,
- Giá bán : 8,5 tỷ ( TLCC )
- Diện tích: 74 m² . Ngang 4,3mx17,2m
- Nhà sổ hoàn công đầy đủ
- Nội thất Cao Cấp đầy đủ
- NHÀ GỒM CÓ 1 SÂN Ô TÔ . + 1 PK + 4 PN + 5 WC SÂN THƯỢNG trước và sau
-Vị trí Hẻm 8m ... Đường thông tứ phía
- Đặc biệt nhà gần chợ, Siêu thị, Trường Cấp 3 Linh Trung, Trường Đại Học Nông Lâm, SPKT, ĐHNH ... Gần đường Lê Văn Chí rộng 30m. Kết nối ra Ngă 4 Thủ Đức .. Xa Lộ Hà Nội . Quốc Lộ 1A……
- Thích hợp cho gia đình an cư , làm văn phòng cty, Spa, căn hộ cho thuê, dạy học thêm…....
Liên hệ : 0898 408 677 xem nhà, làm việc chính chủ"	False	False	True	False	đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức	Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, TP HCM	đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức
Nhà hẻm thông 12m, có công viên nội bộ, gần bệnh viện, trường học	8.5	86	4.0	4.0		"Khu dân cư an ninh, yên tĩnh, hàng xóm chan hòa đoàn kết. Nhà xây kiên cố, cách công viên nội bộ 50m.
Sân trước rộng, sân sau ăn sáng uống cà phê, sân thượng nhiều gió và ánh sáng, nhiều góc chill.
Nhà nhiều nắng và gió, có không gian cho việc trồng cây, trồng hoa.
Giá trên còn thương lượng cho khách thiện chí."	False	False	True	False	hẻm thông 12m, gần bệnh viện, trường học	hẻm thông 12m, gần bệnh viện, trường học	hẻm thông 12m, gần bệnh viện, trường học
Nhà 3 tầng Đồng Văn Cống ,ngang 7m , HXH ,gần Coop mart	14	49	3.0	3.0		"Nhà 3 tầng Đồng Văn Cống ,ngang 7m , HXH ,gần Coop mart
Diện tích 7x7m
Đằng trước nhà là đất trống, tận dụng để xe oto
Chỉ 2 phút ra MT Đồng Văn Cống, UBND TP Thủ Đức.
Nhà 3 tầng 3 PN , 3 WC ,ban công thoáng đón gió thoáng mát
Xung quanh tiện ích gồm Coop mart, UBND , rạp chiếu phim
Khu vực yên tĩnh, dân trí
Sổ vuông vắn, hoàn công đầy đủ
Giá chỉ 3 tỷ"	False	False	True	False	Đồng Văn Cống, Quận Thủ Đức	Đồng Văn Cống, Quận Thủ Đức	Đồng Văn Cống, Quận Thủ Đức
Bán nhà Mỗ Lao, Hà Đông, view nhìn sang nhà Văn Hóa thoáng vĩnh viễn, 55m2, 9.5 tỷ	3	55	4.0		Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội, -Dự án-	"+ Nhà nằm ở phố Thanh Bình, hai mặt ngõ to ô tô tránh, thông sang Mỗ Lao, ô tô đỗ cửa thoải mái.
+ Nhà xây 4 tầng kiên cố chắc chắn, diện tích 55m2, đối diện là nhà Văn Hóa tổ dân phố, thoáng vĩnh viễn.
+ Hưởng trọn tiện ích KĐT Mỗ Lao, ngay gần Big C Hà Đông, KĐT Văn Quán, HV An Ninh, ĐH Kiến Trúc, chợ Mỗ Lao, trường học các cấp,..
+Nội thất đẹp mê ly, tất cả đều do tự tay gia chủ lựa chọn và thiết kế.
+Chủ nhà anh Hùng giám đốc công ty xây dựng, nay bán đi chuyển sang biệt thự ở.
+Giá 9.5 tỷ ( có thương lượng với khách thiện chí )
+Sổ đỏ vuông vức đẹp nức nở.
+Liên hệ E Quân Nhà Đẹp 0934503893 để đi xem nhà ngay."	False	False	True	False	phố Thanh Bình, ngõ Mỗ Lao, Hà Đông	Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội, -Dự án-	phố Thanh Bình, ngõ Mỗ Lao, Hà Đông
BÁN TOÀ CĂN HỘ APARTMENT 5 TẦNG NGAY ĐẦU CẦU RỒNG ĐÀ NẴNG, CHỈ 8,1 TỶ.	9.5	82	7.0	8.0	Đường Phạm Cự Lượng, An Hải Đông, Sơn Trà, Đà Nẵng	"TÒA CĂN HỘ VEN BIỂN NẰM TRÊN TUYẾN ĐƯỜNG PHẠM CỰ LƯỢNG, CÁCH ĐẦU CẦU RỒNG 200M – KHU VỰC TẬP TRUNG NHIỀU ĐIỂM VUI CHƠI GIẢI TRÍ, KHÁCH SẠN, NHÀ HÀNG… TRUNG TÂM QUẬN SƠN TRÀ.
- Vị trí và tiện ích xung quanh:
+ Tòa căn hộ nằm ngay đường Phạm Cự Lượng, giao với đại lộ Võ Văn Kiệt & Nguyễn Văn Thoại, song song với đại lộ Ngô Quyền… nơi tập trung các khách sạn, nhà hàng, khu vui chơi giải trí…
+ Cách cầu Rồng, cầu tình yêu, chợ đêm Sơn Trà chỉ vài bước chân, cách công viên Biển Đông, bãi tắm Mỹ Khê khoản 700m.
+ Gần chợ An Hải Đông, bệnh viện Sơn Trà, cầu Trần Thị Lý, cầu Sông Hàn, Vincom Plaza … các trường phổ thông cấp 1,2,3 đi bộ chỉ vài bước chân. Vị trí trung tâm, tiên ích xung quanh không thiếu thứ gì…
Công năng:
+ Tòa căn hộ Apartment 5 tầng, diện tích: 82 m2, DTSD: 350 m2
+ Tầng 1 gồm : Khu vực để xe, phòng khách, bếp+ phòng ăn và 1 phòng căn hộ.
+ Tầng 2,3,4 gồm : 6 phòng căn hộ.
+ Tầng 5 gồm: Phòng thờ, sân thượng phía trước và sau view cầu rồng.
+ Các phòng căn hộ tiêu chuẩn rộng rãi, nội thất bao gồm: giường, tủ, bếp, bàn ăn, ti vi, tủ lạnh, máy giặt, máy nóng lạnh… Hiện đang cho thuê full kín phòng. Doanh thu dòng tiền 30tr/tháng. Chủ mới mua về chỉ việc dọn đến ở và kinh doanh ngay.
+ Sổ cất két sẵn sàng giao dịch.
+ Giá đầu tư: 8,1 tỷ (có ra lộc cho khách thiện chí mua nhà)
+ Liên hệ: Mr.Tín 0905154727 để được tư vấn, xem nhà và làm việc chính Chủ.."	False	True	True	False	Phạm Cự Lượng, Quận Sơn Trà, Đà Nẵng	Đường Phạm Cự Lượng, An Hải Đông, Sơn Trà, Đà Nẵng	Phạm Cự Lượng, Quận Sơn Trà, Đà Nẵng
Bán nhà đẹp DT sàn 127m2, xe hơi trong nhà, gần đường Hoàng Diệu, Linh Trung, Thủ Đức, chỉ 5,6tỷ	8.1	66	3.0	7.0	Đường số 7	"+ DT đẹp 66m2 (4 x 16.4), khu phố yên tĩnh , dân trí cao, sạch sẽ, thoáng mát.
+ Nhà xinh vị trí đẹp đường số 7 - Hoàng Diệu 2 , đường ô tô vào nhà, giá tốt nhất.
+ Ô tô 7 chổ vào nhà, cách MT đường số 7 vài bước, vị trí đẹp 3 phút ra Hoàng Diệu 2 , ngay chợ Linh Trung.
+ Tiện ích ngập tràn, không thiếu gì.
+ Nhà xây kiên cố để ở. Trệt + Lầu 3 PN, còn mới vào ở ngay.
+ Sổ hồng hoàn công chuẩn.
Quý khách xem nhà vui lòng gọi Mr Tín. Tôi hân hạnh được tư vấn."	False	False	True	False	đường số 7, Hoàng Diệu 2	Đường số 7	đường số 7, Hoàng Diệu 2
Bán gấp nhà Mặt tiền KD Nguyễn Hữu Thọ,Hải Châu,S:125m2,6tầng,Giá chỉ 22 tỷ TL	5.6	125	6.0	7.0		"Mô tả:
- Nhà nằm trên khu vực đoạn đường sầm uất nhất Nguyễn Hữu Thọ bên cạnh đường 30/4 kinh doanh, cửa hàng, cải tạo thành Căn Hộ, cho Thuê mở VP Công Ty cực kỳ sướng, khu vực được đánh giá đắt địa nhất nhì Đà Nẵng.Xung quanh các cửa hàng kinh doanh rất nhiều.
- Với diện tích 125m2(5 tầng), thang máy nhập, 1 thang bộ, với trống suốt tầng 1-2 tầng lững kinh doanh, tầng 3,4,5,6 2 sân thượng trước sau, 5 phòng gia đình wc kín.
- Sổ đỏ đầy đủ, pháp lý rõ ràng.
☎ Liên hệ: Trường Vũ (Chuyên nhà phố Đà Nẵng) LVCC"	False	True	True	False	đường Nguyễn Hữu Thọ, Quận Hải Châu, Đà Nẵng	đường Nguyễn Hữu Thọ, Quận Hải Châu, Đà Nẵng	đường Nguyễn Hữu Thọ, Quận Hải Châu, Đà Nẵng
Tân phú, Nhà 5 Tầng- gần chợ Tân Hương, kinh doanh-Giá rẻ	22	72	5.0	4.0	Thành phố Hồ Chí Minh	"????????MẶT TIỀN TÂN PHÚ- NGAY CHỢ TÂN HƯƠNG- VỊ TRÍ KINH DOANH ĐA NGÀNH- GIÁ RẺ, GIẢM MẠNH 2 T.Ỷ-KHU VỰC TIỆN ÍCH BAO QUANH.
????Nhà mới đẹp 5 tầng 4X18 m2, Nội thất cao cấp.
????Chỉ 13 t.ỷ giảm TL mạnh, Pháp lý Chuẩn.
☎️Zalo 0938059388. Nhà Phố SG."	False	False	True	False	Ngay chợ Tân Hương, Quận Tân Phú	Thành phố Hồ Chí Minh	Ngay chợ Tân Hương, Quận Tân Phú
