Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
Siêu phẩm nhà mặt phố ngay gần đường Nguyễn Trãi 77m2 giá 11.5 tỷ	6	77.0			Số 10	"* Nhà nằm ngay mặt phố Chính Kinh và khá gần đường Nguyễn Trãi. Với vị trí đắc địa, mặt phố làm ăn kinh doanh sầm uất cả ngày lẫn đêm. Đây là tâm điểm kết nối giao thông Quốc lộ 6 từ ngoại vi vào trung tâm Hà Nội.
* Nhà có diện tích 77 m2 mặt tiền 5.6m đúng tỷ lệ vàng trong làng thổ cư. Sổ đẹp vuông vắn mặt tiền rộng thoáng nhiều mặt, rất phù hợp cho việc mua đầu tư, kinh doanh, giữ tiền làm của để dành cho con cháu.
* Gia chủ xác định bán đất tặng nhà với giá cực kỳ hữu nghị là 11.5 tỷ.
* Quan tâm liên hệ: 0963.146879 anh Dũng."	False	False	True	False	mặt phố Chính Kinh, gần đường Nguyễn Trãi, Hà Nội	Số 10	mặt phố Chính Kinh, gần đường Nguyễn Trãi, Hà Nội
Shophouse trung tâm Huế mặt tiền đường 26m cạnh Aeon Mall	11.5	119.0	3.0	4.0	102	"????????BGI HUẾ Giới Thiệu Về 2 Dòng Sản Phẩm Nhà Phố Kinh Doanh Mới Trong Tháng 6 này
???? Kết Nối và Tiện Ích Xung Quanh Liền Kề:
▪️ TTTM Aeon Mall Lớn Nhất Miền Trung
▪️ Chợ Du lịch lớn nhất thành phố Huế, Công viên hồ đều hòa sinh thái
▪️ Tiếp giáp với Khu vực hành chính công - đầu não của của Tỉnh
▪️ Là khu vực tổ hợp của các dự án Shophouse, biệt thự, nhà ở đô thị, căn hộ cao cấp…
➖ 2 dòng sản phẩm cốt lõi:
▫️ Shophouse Kinh Doanh Mặt Tiền Chính + Mặt Tiền View Kênh
▫️ Nhà Phố Sinh Thái 2 Mặt Thoáng Có Sân Vườn
➖Diện tích đa dạng: Từ 100m, 119m, 154m, 176m….
➖Đường quy hoạch: 26m, 19.5m, 13.5m.
————————————
Tiến độ thanh toán trong 8 đợt
Ngân hàng BIDV hỗ trợ lên đến 70%
Hỗ trợ ân hạn gốc và lãi vay
————————————
???? Liên Hệ Book căn, Chọn Vị Trí: 0777.555.832 gặp Minh (QLDA)"	False	False	True	False	Đường ???, Quận ???	102	Đường ???, Quận ???
BÁN NHÀ 1 LẦU, VỪA HOÀN THIỆN,NGAY GẦN KDL BỬU LONG,SỔ THỔ CƯ,GIÁ 1TỶ550TR	10	100.0	3.0	2.0		"- Bán Căn Nhà Vừa Xây 3 Phòng Ngủ Sát TP Biên Hòa Tặng Tất Cả Nội Thất, Nhà Thổ cư 100% ( Công Chứng Ngay )
- Tặng Nội Thất Có Sẵn : Bộ Bàn Ghế, Máy Lạnh, Bàn ăn, Quạt treo tường...
-Diện tích : 103m2, đường oto,
-Nhà Thiết Kế Hiện Đại : 3 Phòng Ngủ, 2Toilet, Phòng Thờ, Phòng Khách, Phòng Bếp, Sân phơi ,...
- Giá Chỉ : 1Ttỷ550tr ( Ngân hàng hỗ trợ vay 70% )
LH : 0961 124 875 Xem Nhà làm việc chính chủ"	False	False	True	False	KDL Bữu Long	KDL Bữu Long	KDL Bữu Long
BÁN ĐẤT TẶNG NHÀ LÊ ĐỨC THỌ	1.55					"BÁN ĐẤT TẶNG NHÀ LÊ ĐỨC THỌ
-Vị trí: ngõ 63 Lê Đức Thọ, đường trước nhà 3m, thông thoáng.
-Diện tích 76m2, mặt tiền 5m, lô góc. Hiện trạng nhà 3 tầng dân xây kiên cố, chắc chắn.
-Xung quanh tiện ích ngập tràn.
-Sổ đỏ chính chủ, sẵn sàng sang tên"	False	False	True	False	ngõ 63 Lê Đức Thọ, đường trước nhà 3m	ngõ 63 Lê Đức Thọ, đường trước nhà 3m	ngõ 63 Lê Đức Thọ, đường trước nhà 3m
Bán nhà 1 Trệt 2 Lầu 80m2 thổ cư đường ô tô (P.Hóa An) chỉ 3,5 tỉ	5.9	80.0	3.0	3.0		"Nhà 1 trệt 2 lầu khu dân cư Hóa An, Biên Hòa, Đồng Nai:
???? Giá: 3 tỷ xxx (giá cũ 4 tỷ 300)
???? Diện tích: 5x16 (80 m² ).
???? Pháp lý: Sổ hồng riêng, Thổ Cư 100%
???? Vị trí: nằm trong KDC VIP Phường Hóa An, gần ngay cổng sau công ty Pouchen.
???? Nhà 1 trệt 2 lầu, thiết kế mẫu hiện đại sang trọng, gồm phòng khách, 3 phòng ngủ to, phòng thờ, bếp, 3 wc, sân thượng phía sau thoáng mát...
???? Nhà nằm trong KDC an ninh, cơ sở hạ tầng hoàn thiện, đường oto thông thoáng, thuận tiện vừa ở làm mặt bằng kinh doanh, tiện ích đầy đủ trong bán kính 1km...."	False	False	True	True	 đường ô tô, Phường Hóa An, Biên Hòa, Đồng Nai	 đường ô tô, Phường Hóa An, Biên Hòa, Đồng Nai	 đường ô tô, Phường Hóa An, Biên Hòa, Đồng Nai
CỰC HIẾM, Chỉ 10 tỷ Bán nhà sổ đỏ 40,6m2x4 tầng, oto vào nhà, gần ngay phố Thái Hà, nhà mới ở ngay	3.5	40.0				"CỰC HIẾM, Chỉ 10 tỷ Bán nhà sổ đỏ 40,6m2x4 tầng, oto vào nhà, gần ngay phố Thái Hà, nhà mới ở ngay
- Nhà nằm ngay đầu ngõ, cách mặt phố chỉ 10m. Phố thông với Thái Hà, Nguyễn Văn Tuyết, gần Yên Lãng, Tây Sơn.
- Đường rộng oto vào tận nhà thoải mái, thuận tiện di chuyển tới các tuyến phố lớn
- Diện tích 40,6m2 xây 4 tầng chắc chắn. Nhà rất mới và vuông vắn, thiết kế các phòng hợp lí, tận dụng hết công năng sử dụng diện tích
- Pháp lí chuẩn, sẵn sàng giao dịch
- Gia đình thiện chí bán nhanh
=== Giá chỉ 10 tỷ
==== Liên hệ xem nhà: Thu Hương 098.7274.966_Tư vấn CHÂN THÀNH – TẬN TÂM"	False	False	True	False	phố Thái Hà	phố Thái Hà	phố Thái Hà
CẦN BÁN GẤP nhà 64m2x5 tầng phố Hoàng Cầu, 3 mặt thoáng, oto vào nhà chỉ 12 tỷ	10	64.0				"CẦN BÁN GẤP nhà 64m2x5 tầng phố Hoàng Cầu, 3 mặt thoáng, oto vào nhà chỉ 12 tỷ
- Nhà nằm ngay đầu ngõ phố Hoàng Cầu, thuộc khu phân lô, oto vào nhà, rất thuận tiện di chuyển xung quanh tới các tuyến phố trung tâm. Phù hợp vừa ở vừa kinh doanh
- Diện tích 64m2 xây 5 tầng chắc chắn với 3 mặt thoáng nên các phòng đều có ánh sáng. Thiết kế:
+ Tầng 1: Gara, ăn, phụ.
+ Tầng 2: Phòng khách, 1 ngủ, phụ.
+ Tầng 3 + 4: mỗi tầng 2 phòng rộng + 1 phụ.
+ Tầng 5: phòng thờ, khu giặt đồ, sân phơi.
- Gia đình ở giữ gìn cẩn thận nên nhà còn rất mới. Khách mua chỉ việc dọn đồ ở ngay.
- Sổ sẵn sàng giao dịch
- Xung quanh hàng xóm là các cán bộ trí thức, an ninh tốt.
- Gia đình cần bán gấp
=== Giá siêu rẻ chỉ 12 tỷ
==== Liên hệ xem nhà: Thu Hương 098.7274.966_Tư vấn CHÂN THÀNH – TẬN TÂM"	False	False	True	False	phố Hoàng Cầu	phố Hoàng Cầu	phố Hoàng Cầu
SIÊU PHẨM MẶT PHỐ ĐI BỘ PHỐ CỔ HỘI AN, MẶT TIỀN LỚN, VỈA HÈ RỘNG, VỊ TRÍ ĐẸP NHẤT	12					"SIÊU PHẨM MẶT PHỐ ĐI BỘ PHỐ CỔ HỘI AN, MẶT TIỀN LỚN, VỈA HÈ RỘNG, VỊ TRÍ ĐẸP NHẤT, NHÀ CHẮC CHẮN????????.
Mặt tiền Phan Châu Trinh.Hội An. Dt 130m. Giá 33 tỷ .
Vị trí trung tâm Hội An, nằm trên con phố đi bộ đông đúc, kinh doanh đắc địa, sổ đẹp vuông đét.
Phan Châu Trinh con phố ẩm thực rất đông đúc.
+ sổ đỏ chính chủ, sẵn sàng giao dịch.
+ chủ nhà thiện chí bán
Lh Quý Bolero 0947097667"	False	False	True	False	Phan Châu Trinh, Hội An	Phan Châu Trinh, Hội An	Phan Châu Trinh, Hội An
Hạ chào 2 tỷ còn 11 tỷ 800 nhà Mặt tiền Hải Châu	7.5	114.0	3.0	3.0	Thành phố Đà Nẵng	"Hạ chào căn nhà mặt tiền trung tâm HẢi châu khu thanh bình
* Nhà chính chủ lâu đời cần bán chia cho con
* Diện tích 115m2, ngang rộng, kết cấu 3 tầng.lấy gió lấy sáng 3 măt.
* Dễ xây căn hộ hoặc nhà biệt thự
✅Gía chào bán:11 tỷ 800 triệu.(đã giảm chào 2 tỷ) trả giá là chốt
Liên hê: Ngọc Lan 0906535828 xem và thương lượng chính chủ"	False	False	True	False	Hải Châu	Thành phố Đà Nẵng	Hải Châu
Cần bán nhà Kim Giang, 2 thoáng, ô tô đỗ cổng, 4 tầng, 3.95 tỷ	11.8	40.0	4.0	3.0	Thanh Trì	"- Vị trí thuận lợi, gần đường Thanh Liệt, Kim Giang, ngõ thông tứ tung. Gần các trường Mầm non, cấp 1,2,3, bệnh viện 103, công viên, sân thể thao...
- Nhà dân xây rất tâm huyết, full nội thất
+Tầng 1: PK, bếp, WC
+Tầng 2: 2 PN, WC
+Tầng 3: 1 PN, sân phơi
+Tầng 4: tum
- Sổ đỏ chính chủ, sẵn sàng giao dịch
Liên hệ ngay em Nam để được xem nhà, DT: 0982716545 / 0968889725"	True	False	True	False	đường Kim Giang	Thanh Trì	đường Kim Giang
