Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
LẠC LONG QUÂN QUẬN 11 - NHÀ HƠI CŨ 64M 2 TẦNG CHỈ 5.8 TỶ	2.9	64.0			LẠC LONG QUÂN, QUẬN 11	"LẠC LONG QUÂN QUẬN 11 - NHÀ HƠI CŨ 64M 2 TẦNG CHỈ 5.8 TỶ.
Mô tả:
- Kết cấu 2 tầng chắc chắn, 3PN có phòng ngủ trệt, vài thùng sơn là lung linh.
- Vị trí ngay ngã tư Lạc Long Quân Âu Cơ, tương lai đường mở rộng 16m giá trị tăng vọt.
- Pháp lý sạch sẽ, sổ vuông vức, hoàn công đủ, công chứng ngay.

Gọi ngay sẵn sàng nghe máy 24/7: 0354095924( Quỳnh Nhi)
Cam kết tin chuẩn 100%"	False	False	True	Lạc Long Quân, Quận 11	LẠC LONG QUÂN, QUẬN 11	Lạc Long Quân, Quận 11
Ô TÔ ĐỖ CỬA NGÀY ĐÊM, GẦN PHỐ, PHÂN LÔ, NGÕ Ô TÔ TRÁNH NHAU – VĂN CAO, BA ĐÌNH	3	33.0	3.0	4.0		"Ô TÔ ĐỖ CỬA NGÀY ĐÊM, GẦN PHỐ, PHÂN LÔ, NGÕ Ô TÔ TRÁNH NHAU – VĂN CAO, BA ĐÌNH

Nhà phân lô, trước nhà thoáng, dân xây chắc chắn, ban công rộng rãi, đầy đủ công năng.

Ngõ 2 ô tô tránh nhau, trước nhà để xe ô tô 24/7, gần mặt phố nên đi lại rất thuận lợi.

Tiện ích xung quanh nhiều bệnh viện, trường học, bãi đậu ô tô,…

Sổ đỏ chính chủ, vuông vắn – 5.5 Tỷ.

Liên hệ: 0825420555"	True	False	True	Ngõ 2 ô tô tránh nhau, trước nhà để xe ô tô, gần mặt phố, Vän Cao, Ba Đình	Ngõ 2 ô tô tránh nhau, trước nhà để xe ô tô, gần mặt phố, Vän Cao, Ba Đình	Ngõ 2 ô tô tránh nhau, trước nhà để xe ô tô, gần mặt phố, Vän Cao, Ba Đình
Hết ý bài thơ,Hồ Tùng Mậu,28m2,4T,nhỉnh 2 tỷ,Nam Từ Liêm	5.5	28.0	4.0	3.0	Hồ Tùng Mậu	"+ Khu vực giá trị, trung tâm, nhiều tiện ích
+ Đi nhẹ vài bước chân ra Hồ Tùng Mậu
+ Ngõ thông thoáng ô tô đỗ ngoài cổng, an ninh, dân trí cao
+ Khu vực gần Đại Học Thương Mại, Công Nghiệp, FPT, Vinhome Gardenia
+ Để lại toàn bộ nội thất
+ Sổ đỏ cất két


Liên hệ: 0379809132"	True	False	True	Hồ Tùng Mậu, Nam Từ Liêm	Hồ Tùng Mậu	Hồ Tùng Mậu, Nam Từ Liêm
Bán Nhà Phố Tôn Đức Thắng- Quận Đống Đa, Ngõ Rộng thênh Thang, 31m x5 tầng, giá 3,x tỷ	2.75	31.0	5.0	4.0	Đống Đa	"+ Cần bán căn nhà thuộc Phố Tôn Đức Thắng Quận Đống Đa, Khu Vực Trung Tâm, DTSD 31m x5 tầng. MT3,7m giá 3,x tỷ (Thương Lượng Mạnh)
+ ngõ trước nhà rộng thênh thang, 3 gác tránh xe máy, chỉ 30m ra mặt phố Tôn Đức Thắng, ngõ thông tứ tung. Chỉ mất vài phút lên Lăng Chủ Tịch Hồ Chí Minh, Văn Miếu Quốc TỬ Giám
+ bán kính xung quanh tiện ích bạt ngàn như : Chợ, Siêu thị, gara oto, Ngân Hàng, Trường học cấp 1,2. ĐH Thủy Lợi, Học Viện Ngân Hàng, ĐH Công Đoàn
+ Kết nôi nhiều trục đường chính: Xã Đàn, La Thành, Văn Hương, văn Chương, Quốc Tử Giám, Cát Linh, Phan Phù Tiên, Hàng Bột, Hào Nam….
+ Sổ đỏ chính chủ, đẹp long lanh. sẵn sàng giao dịch.
Liên hệ E Vũ 0333040265 để xem nhà, làm việc chính chủ,"	False	False	True	Phố Tôn Đức Thắng, Quận Đống Đa	Đống Đa	Phố Tôn Đức Thắng, Quận Đống Đa
Bán Nhà Nhân Chính Quận Thanh Xuân, Ngõ rộng thênh thang, gần Phố. 49m x5 tầng. MT4m	3.47	49.0	5.0	4.0	Thanh Xuân	"+ Chủ nhà người quen cần bán căn nhà Phường Nhân Chính, Quận Thanh Xuân, Nhà mới đẹp long lanh, chỉ vài bước chân ra phố, nội thất đẹp long lanh xịn sò, ngõ thông tứ tung giao thông thuận tiện. Nhà trước do Giám đốc Ngân hàng xây để ở, rất vượng khí. Chủ hiện giờ cũng là con cháu quan chức, ở rất có lộc, nay đã chuyển ra mặt đường lớn.
+ di chuyển mất 2 phút sang Royal City, Ngã Tư Sở.
+ bán kính 200m gồm có: chợ, siêu thị, ngân hàng, trường học cấp 1,2,3. ĐH Thủy Lợi, ĐH Khoa Học Xã Hội và Nhân Văn.....
+kết nôi nhiều phố vip như : Ngã Tư Sở, Nguyễn Trãi, Ngụy Như KonTum, Nguyễn Tuân, Hoàng Ngân, Vũ Trọng Phụng, Chính Kinh, Nguyễn Trãi.....
+ giá chào 5,x tỷ(Thương lượng Mạnh).
+ Sổ đỏ chính chủ, pháp lý chuẩn. khách đến là sang tên.
Liên hệ trực tiếp E Vũ 0333040265. Xem nhà và Gặp Chính chủ
(Chuyên Thanh Xuân)."	False	False	True	Ngõ rộng thênh thang, Phường Nhân Chính, Quận Thanh Xuân	Thanh Xuân	Ngõ rộng thênh thang, Phường Nhân Chính, Quận Thanh Xuân
Nhà mặt tiền Phước Lý, 90m2, đường 7m5 lề 4m, gần bến xe, chỉ 2 tỷ 8x Triệu, 0919051718	5.75	90.0	3.0	2.0	Thành phố Đà Nẵng	"Vị tri đắc địa, kinh doanh khỏi bàn, tiện ích không thiếu thứ gì, sát Nguyễn Huy Tưởng,
Đinh Liệt, Yên Thế - Bắc Sơn, gần Bên xe Trung tâm Đà Nẵng, Lô đất Sập hầm, đầu tư
hay ở đều vô cùng hợp lý.
+ Đất vuông đẹp, sát lô góc, 90m2 (5x18).
+ Nhà chủ xây tâm huyết, mới, đẹp, ở ngay, đầy đủ công năng cho đại gia đình.
+ Giá SẬP HẦM !!! Chỉ 2 tỷ 850 triệu.
+ Hàng xóm thân thiện, trí thức, giao dịch phút mốt.
Liên hệ: Mr.Sơn 091051718 Chuyên thổ cư Đà Nẵng, Chuyên nhà Phố mọi Phân khúc.
Uy Tín, nhanh chóng ( MIỄN TG, MG)"	False	True	True	Nguyễn Huy Tưởng, Đinh Liệt, Yên Thế - Bắc Sơn	Thành phố Đà Nẵng	Nguyễn Huy Tưởng, Đinh Liệt, Yên Thế - Bắc Sơn
“ CƠ HỘI CÓ MỘT KHÔNG HAI ” cho nhà đầu tư thông thái Khu nhà phố cực kỳ tiềm năng	2.47	77.0			Bồ Đề, Long Biên	"- Vị trí đẹp trung tâm quận Long Biên, ngõ rộng thoáng thông nhau, ô tô vào thoái mái.
- Gần công viên Bồ Đề xanh, bệnh viện Tâm Anh, trường học c1;c2 quốc tế, sang đường là trường Chuyên Gia Thiều.
- Nhà mình xây mới thiết kế 6 tầng thang máy, nội thất nhập khẩu đức, xây chắc chắn, cực kỳ đẹp thoáng, hệ thống chiếu sáng cao cấp, có hệ thống thông khí thoáng đãng, có giếng trời.
+ T1,2,3: Thông sàn, Kinh doanh, gara, Wc
+ T4,5: tổng 4pn + 2 Wc
+ T6 phòng thờ, bếp, sân phơi
- Pháp lý: Sổ đỏ đep cất két, chờ khách hữu duyên.
- Liên hệ: 0965492571(xem nhà và tư vấn miễn phí)"	False	False	True	Vị trí đẹp trung tâm quận Long Biên, ngõ rộng thoáng thông nhau	Bồ Đề, Long Biên	Vị trí đẹp trung tâm quận Long Biên, ngõ rộng thoáng thông nhau
Nhà đẹp lõi Bồ Đề xây mới, ô tô thông, sát phố, nội thất Đức, 77m2x 6t thang máy, 13 tỷ 8	2.47	92.0	3.0	3.0		"BÁN NHÀ KIÊN CỐ KIỆT OTTO CÁCH ĐƯỜNG CHÍNH DUY TÂN CHỈ 50M - 92M2 GIÁ 2TYX
???? Thông tin sản phẩm:
???????? Diện tích: 92m2 Hướng: Nam
???????? Nhà đầy đủ công năng sử dụng khu vực cao ráo không bao giờ ngập lụt otto tận sân.
???????? Khu vực gần chợ trường học, uỷ ban phường, đi lại thuận tiện,…
⭐️ Giá: 2,xxx tỷ - Thương lượng chính chủ
???? Sổ hồng chính chủ - Ngân hàng hỗ trợ vay vốn 70% giá trị sản phẩm.
————————————————————-
☎️ Hotline/Zalo Gặp em Hoàng để được hỗ trợ xem nhà và chốt cọc sớm nhất.
???? Đc: 27 Trần Văn Ơn, Công Ty Bđs Redland Huế"	False	False	True	đường Trần Văn Ơn, Công Ty Bđs Redland Huế	đường Trần Văn Ơn, Công Ty Bđs Redland Huế	đường Trần Văn Ơn, Công Ty Bđs Redland Huế
BÁN NHÀ KIÊN CỐ KIỆT OTTO CÁCH ĐƯỜNG CHÍNH DUY TÂN CHỈ 50M	13.8	32.0	2.0	3.0	ÂU CƠ, P10	"Mô tả:
+ DTSD: 32m2
+ KC: 3 tầng, gồm trệt 2 lầu. Gồm 2 phòng ngủ, 3 toilet.
+ Tiện ích đầy đủ, thích hợp mở tiệm nail, gội đầu, bán tạp hoá. Vừa ở
vừa kinh doanh. Gần ĐH Văn Hiến, Bệnh viện quận Tân Phú, trường
học các cấp
+ Sổ hồng hoàn công đủ, công chứng ngay."	False	True	True	đường Chính Duy, Quận Tân Phú	ÂU CƠ, P10	đường Chính Duy, Quận Tân Phú
Rẻ NHẤT KHU VỰC- HẺM XE HƠI 3 TẦNG- CHỈ 2.2 TỶ- Vị TRÍ BUÔN BÁN KINH DOANH	2950000	36.0	4.0	4.0	ngõ 197 đường Hoàng Mai quận Hoàng Mai Hà Nội	"- cần bán gấp căn nhà trong ngõ 36 đường Hoàng Mai quận Hoàng Mai Hà Nội
- diện tích 36m2 mặt tiền 6m
- Nhà nằm trong ngõ 197 Hoàng mai thông thoáng, đang trải nhựa ô tô chạy vòng quanh. Giao thông thuận tiện. Gần nhà có sân vui chơi, hồ điều hoà.
- Nhà lô góc 3, nhiều cửa sổ tràn ngập ánh sáng tự nhiên.
- Nhà xây mới, ô tô đỗ cửa nếu cần.
- Nhà thiết kế hiện đại, hợp lý:
+ Tầng 1: Phòng khách, bếp và vệ sinh.
+ Tầng 2,3,4 mỗi tầng 1 ngủ vệ sinh khép kín.( vệ sinh cũng có cửa sổ)
+ Tầng 5: phòng thờ, sân phơi.
- Sổ đỏ hoa hậu, chính chủ sẵn sàng giao dịch.
- giá thương lượng: 4,98 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	ngõ 36, đường Hoàng Mai, quận Hoàng Mai, Hà Nội	ngõ 197 đường Hoàng Mai quận Hoàng Mai Hà Nội	ngõ 36, đường Hoàng Mai, quận Hoàng Mai, Hà Nội
