Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
Cần bán gấp nhà 150m2, ngay ngã 4 Tuần Đậu, Châu Thành, Bến Tre	4.9	150.0	1.0	1.0	Ngã 4 Tuần Đậu, Quốc lộ 60, Hữu Định, Châu Thành, Bến Tre	"Nhà cấp 4 diện tích 150m2
Mặt tiền Quốc lộ 60, xã Hữu Định, Châu Thành, Bến Tre (ngay ngã 4 Tuần Đậu)
Mặt hậu: Hẽm 2m
Mặt bằng trống trải, rộng rãi, thoáng mát.Thuận lợi kinh doanh, mua bán
NHà đang cho thuê 10 triệu đồng/tháng
Khách mua có thể tiếp tục hợp đồng cho thuê
Giá 4.2 tỷ đồng
LH chính chủ: 0917640895/ 0913712195"	False	True	True	Quốc lộ 60, xã Hữu Định, Châu Thành, Bến Tre	Ngã 4 Tuần Đậu, Quốc lộ 60, Hữu Định, Châu Thành, Bến Tre	Quốc lộ 60, xã Hữu Định, Châu Thành, Bến Tre
Bán nhà Cầu Giấy quận Cầu Giấy 30m2 x 5T chỉ 3,15 tỷ	4.2	30.0	3.0	4.0	ngõ 79 đường Cầu Giấy quận Cầu Giấy Hà Nội	"- Cần bán gấp căn nhà trong ngõ 79 đường Cầu Giấy quận Cầu Giấy Hà Nội
- diện tích 30m2 mặt tiền 3m
- vị trí nhà cách đường Cầu Giấy 100m, ngõ 79 kinh doanh sầm uất
- thiết kế 5 tầng, cầu thang cuối, 3 PN, 4 WC
- sổ đỏ vuông vắn chính chủ giao dịch ngay
- Giá thương lượng: 3,15 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	đường Cầu Giấy, ngõ 79, quận Cầu Giấy, Hà Nội	ngõ 79 đường Cầu Giấy quận Cầu Giấy Hà Nội	đường Cầu Giấy, ngõ 79, quận Cầu Giấy, Hà Nội
Linh Xuân HXT,1 trệt, 2 lầu, 6om2, cách MTĐ 50m, hoàn công chỉ nhỉnh 5 tỷ Thủ Đức	3.15	60.0				"Linh Xuân HXT,1 trệt, 2 lầu, 6om2, cách MTĐ 50m, hoàn công chỉ nhỉnh 5 tỷ Thủ Đức
+ Kết cấu nhà 3 tầng nhà mới 5 pn, 3 wc , phòng bếp, phòng thờ , ban công thông thoáng
+ Hẻm ô tô 5m ô tô ra vào tự do. Giao thông liên kết đi lại dễ dàng, thảng trục ra QL 1K đi tứ hướng
+ Khu vực an ninh tốt, nhà cao tầng đồng bộ ,hàng xóm thân thiện, nhiều tiện ích xung quanh mua sắm trong vòng bán kính 500m
+ Pháp lý chuẩn , hoàn công đầy đủ , công chứng ngay
+ Giá chào thương lượng chỉ 5xxx tỷ
Liên hệ Mr Ảnh 0905238089 Nhà ngon, giá rẻ Thủ Đức."	True	False	True	Linh Xuân HXT, Thủ Đức	Linh Xuân HXT, Thủ Đức	Linh Xuân HXT, Thủ Đức
Nhà mặt tiền kinh doanh 5 tầng, ô tô đỗ cửa Nguyễn Hồng Đào, 5.5 tỷ	5350000	39.0	3.0	4.0	Nguyễn Hồng Đào, P.14, Tân Bình	Nhà 5 tầng đúc kiên cố, gồm 3 phòng ngủ, 4WC, sân thượng. Hẻm nhựa 1 trục 7m, lề đường hơn 1m, gần mặt tiền đường Nguyễn Hồng Đào. Vị trí trung tâm Bàu Cát, dịch vụ tiện ích xung quanh đầy đủ. Nhà tiện kinh doanh, mở công ty, cho thuê. Sổ chính chủ lâu năm. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.	False	True	True	đường Nguyễn Hồng Đào, Bàu Cát	Nguyễn Hồng Đào, P.14, Tân Bình	đường Nguyễn Hồng Đào, Bàu Cát
Hxh 16m Nguyễn Cửu Vân 5x9 7.2 tỷ P17 Bình Thạnh	5.5	45.0	3.0	2.0		"Hxh 16m Nguyễn Cửu Vân 5x9 7.2 tỷ P17 Bình thạnh

+ 1 trệt 1 lầu với 3 phòng ngủ, 2wc sát mặt tiền
+ Kế Quận 1, Điện Biên Phủ, Phan Văn Hân, khu văn phòng, kinh doanh
+ Pháp lý chuẩn chỉnh, sang tên ngay
+ An ninh dân trí cao, Quận 1 sẽ sáp nhập"	False	False	True	đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh	đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh	đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh
Hxh Nguyễn Xí 3 lầu 4,5x10 6.1 tỷ P13 Bình Thạnh	7.2	45.0	3.0	3.0		"HẺM RỘNG 6M - XE HƠI NGỦ TRONG NHÀ
4,5x10 Hxh Nguyễn Xí 3 lầu 6.1 tỷ Phường 13 Bình Thạnh

+ 1 trệt, 1 lửng, 2 lầu, 3 phòng ngủ, 3wc đẹp kiên cố
+ sổ đẹp, hoàn công đủ, an ninh, dân trí cao
+ Ra Phạm Văn Đồng, Nơ Trang Long, bến xe Miền Đông"	True	False	True	Hxh Nguyễn Xí, Phường 13, Quận Bình Thạnh	Hxh Nguyễn Xí, Phường 13, Quận Bình Thạnh	Hxh Nguyễn Xí, Phường 13, Quận Bình Thạnh
Bán biệt thự 4 tầng siêu đẹp khu Vip 97 Bạch Đằng, Hạ Lý, Hồng Bàng, Hải Phòng	6.1	78.0	4.0	4.0	Bạch Đằng, Hạ Lý, Hồng Bàng, Hải Phòng	"???? Chào bán căn biệt thự 4 tầng khu Vip 97 Bạch Đằng - Hạ Lý - Hồng Bàng, Hải Phòng????????????
????LH Mrs Tâm: 0796-336-866
Địa chỉ: 97 Bạch Đằng, Hạ Lý, Hồng Bàng, Hải Phòng
78,8m2- Ngang: 7,5m- 13,5 tỷ

KHẲNG ĐỊNH ĐẲNG CẤP

???? Nhà Villa 4 tầng có gara do kỹ sư Nhật Bản thiết kế. Chủ rất cẩn thận nên chất lượng nhà khách hàng hoàn toàn yên tâm.

???? Chủ nhà tặng lại nội thất và đồ gắn tường.

???? Bìa đỏ chính chủ 2 quyền sang tên trong 1 nốt nhạc.

???? Diện tích 78,8m - mặt tiền 7,5m rộng rãi.

???? Cấu trúc: Nhà xây 4 tầng: Phòng khách, Bếp, 4 phòng ngủ - 4 vệ sinh - gara. Đặc biệt có phòng thể dục, có gác xép có thể làm kho. Ngoại thất đẹp, nội thất xịn xò.

???? Giá công khai: 13,5 tỷ. Khách thiện chí làm việc trực tiếp chủ nhà.

???? Thông tin chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng “ UY TÍN- TẬN TÂM- CHUYÊN NGHIỆP”"	False	True	True	đường 97 Bạch Đằng, Phường Hạ Lý, Quận Hồng Bàng, Hải Phòng	Bạch Đằng, Hạ Lý, Hồng Bàng, Hải Phòng	đường 97 Bạch Đằng, Phường Hạ Lý, Quận Hồng Bàng, Hải Phòng
BIỆT THỰ MINI NGUYỄN VĂN QUỲ - NGAY 4.7M - PHÚ THUẬN - QUẬN 7 - SỔ VUÔNG VỨC	2	71.0	3.0			"BIỆT THỰ MINI NGUYỄN VĂN QUỲ - NGAY 4.7M - PHÚ THUẬN - QUẬN 7 - SỔ VUÔNG VỨC

???? Kết cấu: 1 trệt 1 lửng 2pn gồm 1pn ở tầng trệt, 2wc, sân trước nhà rộng thoáng mát, có hiên sau nhà có sân phơi quần áo.
???? Shr, vuông vức, công chứng ngay.
???? Vị trí: gần chợ, ủy ban ngay đầu hẻm, Khu vực an ninh, Trung tâm quận 7, đi chuyển qua Phú Mỹ Hưng 4 phút đi xe, cafe quán ăn khu vực kinh doanh đông đúc. Nằm cạnh Khu biệt thự Jamona City Căn Hộ Jamona và căn hộ cao cấp Sunshine Diamond River, Babylon Tower.
????Nhà hẻm cụt yên tĩnh và an ninh, kế nhà tổ trưởng khu phố.
????Sau nhà bãi xe ôtô, nên có thể mở cửa sau và xe đỗ ngay sau nhà.

+ Nhà có 3 phòng ngủ có ban công thoáng mát trồng hoa giải trí, phòng thở, sân phơi, sân thượng, phòng bếp và phòng khách rộng rãi thoáng mát.

+ Pháp lý chuẩn công chứng nhanh."	False	False	True	Nguyễn Văn Quy, Phường Phú Thuận, Quận 7	Nguyễn Văn Quy, Phường Phú Thuận, Quận 7	Nguyễn Văn Quy, Phường Phú Thuận, Quận 7
Bán nhà 5 Tầng, HXH, 4x16, Gần Phạm Văn Chiêu, Quang Trung Gò Vấp, Giá 6.x tỷ	4.85	62.0			QUANG TRUNG GÒ VẤP	"Bán nhà 5 Tầng, HXH, 4x16, Gần Phạm Văn Chiêu, Quang Trung Gò Vấp, Giá 6.x tỷ
Bán nhà 5 Tầng, HXH, 4x16, Gần Phạm Văn Chiêu, Quang Trung Gò Vấp, Giá 6.x tỷ
Bán nhà 5 Tầng, HXH, 4x16, Gần Phạm Văn Chiêu, Quang Trung Gò Vấp, Giá 6.x tỷ
LIÊN HỆ: 0765780836"	False	False	True	đường Phạm Văn Chiêu, Phường Quang Trung, Quận Gò Vấp	QUANG TRUNG GÒ VẤP	đường Phạm Văn Chiêu, Phường Quang Trung, Quận Gò Vấp
Huỳnh Thúc Kháng, Đống Đa – Ô Tô Vào Nhà, Ngõ Thông, 40M2, Phân Lô – 9.7 Tỷ	6980000000	40.0	4.0	4.0		"Huỳnh Thúc Kháng, Đống Đa – Ô Tô Vào Nhà, Ngõ Thông, 40M2, Phân Lô – 9.7 Tỷ
Vị trí cực đẹp, phân lô ô tô chạy quanh khu. Đường phố thông thoáng, ô tô vào nhà.
Nhà thiết kế 5 tầng, đầy đủ công năng, 4 PN, Gara ô tô, WC,…
Sổ đỏ chính chủ, vuông vắn – Giá 9.7 Tỷ (Có thương lượng).
LH: 0825420555 (Zalo)"	True	False	True	Huỳnh Thúc Kháng, Đống Đa	Huỳnh Thúc Kháng, Đống Đa	Huỳnh Thúc Kháng, Đống Đa
