Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
KIỆT OTO LÊ DUẨN CỰC HIẾM, 70M2 CỰC RỘNG.	4	55.0	2.0	1.0	Đà Nẵng	"+ Trước mặt là hồ và công viên nên thoáng vĩnh viễn, đông người tìm kiếm.

+ Mặt đường vỉa hè rộng, kinh doanh mọi loại hình đều tốt.

+ Gần nhiều tuyến đường huyết mạch như Nguyễn Hữu Thọ, Nguyễn Văn Linh, Điện Biên Phủ...vv, giao thông cực thuận tiện.

+ Nhà mình 2 mặt tiền trước sau mở cửa đi thông."	False	False	True	Lê Dương	Đà Nẵng	Lê Dương
KIỆT OTO LÊ DUẨN CỰC HIẾM, 70M2 CỰC RỘNG.	2.4	55.0	2.0	1.0	Đà Nẵng	"+ Trước mặt là hồ và công viên nên thoáng vĩnh viễn, đông người tìm kiếm.

+ Mặt đường vỉa hè rộng, kinh doanh mọi loại hình đều tốt.

+ Gần nhiều tuyến đường huyết mạch như Nguyễn Hữu Thọ, Nguyễn Văn Linh, Điện Biên Phủ...vv, giao thông cực thuận tiện.

+ Nhà mình 2 mặt tiền trước sau mở cửa đi thông."	False	False	True	Lê Duyệt, ...	Đà Nẵng	Lê Duyệt, ...
Mặt phố Quang Trung Hà Đông, 52m2, giá 7,6 tỷ, kinh doanh đỉnh	2.4	522.0			Hà Đông Hà Nội	"Chính chủ bán đất tặng nhà, đang cho thuê kinh doanh.
Ô tô đỗ cửa, vị trí đắc địa mặt đường Quang Trung, kinh doanh đỉnh của đỉnh.
DT 52m2
Nằm trên trục đường chính: Vô vàn tiện ích, gần chợ,TTTM, trường các cấp, bệnh viện, không thiếu thứ gì ( Cần là có, ngó là thấy ).
Giá 7,6 tỷ"	True	True	True	Mặt phố Quang Trung, Hà Đông	Hà Đông Hà Nội	Mặt phố Quang Trung, Hà Đông
Bán nhà mặt tiền quận 4 - đường số Vĩnh Hội - nhà 5 tầng kdc hiện hữu 101m2 sàn giá chỉ nhỉnh 5 tỷ	7.6	21.0	3.0	3.0		"NHÀ MẶT TIỀN QUẬN 4 - ĐƯỜNG SỐ VĨNH HỘI PHƯỜNG 4 RỘNG 6M XE HƠI TRÁNH NHAU VÔ TƯ - NHÀ 5 TẦNG HOÀN CÔNG ĐỦ 101M2 - GIÁ CHỈ NHỈNH 5 TỶ.
Mô tả:
Diện tích: 21.2m2 (3.1 x 7.2), diện tích sàn 101m2. Nhà hướng Đông Nam.
Kết cấu: nhà 5 tầng gồm 1 trệt + lửng + 2 lầu + sân thượng. Có 3 phòng ngủ, 3 toilet, phòng khách, bếp ăn rộng rãi, sân thượng thoáng mát.
Vị trí: nhà mặt tiền đường số Vĩnh Hội rộng 6m xe hơi tránh nhau thoải mái, xe hơi đỗ trước nhà. Cách vòng xoay Tân Vĩnh vs Vĩnh Hội 200m, cách cầu Ông Lãnh 700m, di chuyển qua trung tâm quận 1 chỉ 3 phút chạy xe máy.
Tiện ích: nhà mặt tiền đường khu dân cư hiện hữu chỉnh trang, khu kinh doanh mua bán sầm uất. Nhà có mặt bằng vừa ở vừa kinh doanh đa ngành nghề. Nhà gần chợ, siêu thị, quán ăn uống, cửa hàng buôn bán đầy đủ. Nhà gần hồ bơi Vân Đồn, gần trung tâm thể dục thể thao, gần trường học, bệnh viện quận 4.
Pháp lý: sổ hồng riêng chính chủ, hoàn công đủ. Đất kdc hiện hữu chỉnh trang, không quy hoạch. Sổ sẵn công chứng mua bán ngay.
Giá chủ bán nhỉnh hơn 5 tỷ còn thương lượng.
Liên hệ khoaland xem nhà."	False	True	True	đường số Vĩnh Hội, Phường 4, Quận 4	đường số Vĩnh Hội, Phường 4, Quận 4	đường số Vĩnh Hội, Phường 4, Quận 4
Toà nhà 8 tầng, thang máy, Trần Duy Hưng, doanh thu 1,2 tỷ/ năm, DT 116m, MT 4.5m, 26 tỷ	2.9	116.0	17.0			"Vị trí nhà rất gần Mặt phố Trần Duy Hưng, đường ô tô, thông thoáng, nhu cầu thuê căn hộ nhiều. Với hiệu xuất dòng tiền thu về khoảng 1.2 tỷ/ năm

Con Phố Trần Duy Hưng là 1 con phố kinh thương rất tốt, với nhiều ngành dịch vụ hốt bạc tỷ, là trục đường chính nối Ba Đình, Hồ Tây với Từ Liêm. Con Phố Trần Duy Hưng cũng cắt qua vành đai 3.


Toà nhà 8 tầng thang máy với diện tích 116m2, MT 4.5m, với thiết kế

+ Tầng 1 thiết kế thông sàn.
+ Tầng 2.3.4.5.6: mỗi tầng 2 căn hộ khép kín, 1 căn hộ penhouse đầy đủ nội thất.
+ Tầng 7. 1 căn hộ penhouse thiết kế sang trọng với mục đích phục vụ chính gia chủ.
+ Tổng nhà 8 tầng - 15 phòng khép kín + 02 căn hộ Penhouse tuyệt đỉnh.

SĐCC, sẵn sàng giao dịch
Giá bán 26 tỷ, thương lượng trực tiếp
Mọi thông tin chi tiết liên hệ Em Sơn 0866962639, để xem nhà miễn phí
Chúc anh chị có thật nhiều may mắn, sức khoẻ, An lành."	False	True	True	đường Trần Duy Hưng	đường Trần Duy Hưng	đường Trần Duy Hưng
Hiếm -nhà Phường Định Công DT~ 60m2 X 5T, Ga ra ô tô, vỉa hè rộng Kinh doanh ngày đêm, giá 10.4 tỷ	26	60.0	6.0	4.0		"Nằm ngay trên cung đường Phường Định Công (Định công Hạ, Định công thượng), gần phố Trần Hòa, Vũ Tông Phan đi về Thanh Xuân, tuyến phố liên quận Hoàng Mai, gần các Khu đô thị Linh Đàm, KĐT Định Công, KĐT Royal City. Thuận tiện giao thông đường Vành Đai 2.5, Vành Đai 3 trên cao, bến xe Giáp Bát và Nước Ngầm cách 1km
- Nhà xây khung cột chắc chắn, kiên cố, vuông vắn.
+ Thiết kế: Nhà cho thuê kinh doanh , tầng 1 Kinh doanh Bếp, WC. +Tầng 2,3,4: mỗi tầng 2 phòng +Tầng 5: Sân phơi, trồng rau
+ Sổ đỏ sẵn sàng giao dịch.
+ Giá: 10.4 tỷ.
Quý khách có thiện chí vui lòng liên hệ E Hiền 0987346195*** để xem nhà và gặp chủ để thương lượng.
Xin cảm ơn mọi người đã đọc tin."	True	True	True	Phường Định Công	Phường Định Công	Phường Định Công
Bán nhà mặt phố Láng Hạ, Đống Đa 96m2x6 tầng, vỉa hè kinh doanh, ô tô đỗ cửa hơn 20 tỷ.	5800000000	96.0	5.0	5.0	Hà Nội	"Bán nhà mặt phố Láng Hạ, Đống Đa 96m2x6 tầng, vỉa hè kinh doanh, ô tô đỗ cửa hơn 20 tỷ.

+ Vị trí đắc địa:- View Hồ Đống Đa gần Đại Sứ Quán Hoa Kỳ.
- Giao thông thuận tiện: giao Giảng Võ, Ô Chợ Dừa, Đê La Thành, Thái Hà,..
+ Tiện ích:- Trường học các cấp, bệnh viện đa khoa Việt nhật, cùng nhiều shop và cửa hàng khác
- Sân bóng đá Hoàng Cầu, công viên Hồ Thành Công.

+ Công năng 6 tầng: tầng 1,2,3 kinh doanh + tầng 4,5,6: 5PN và wc khép kín.
+ Nhà to rộng thoáng mát ở sướng.

+ Dân trí cao, hàng xóm thân thiện
+ Sổ đẹp vuông đẹp, không QH, chủ thiện chí bán.

LH ngay/zalo: 0373022620 ( Văn Anh ) hỗ trợ 24/7."	False	True	True	Láng Hạ, Đống Đa	Hà Nội	Láng Hạ, Đống Đa
Bán nhà trung tâm Ngã Tư Sở, 2 thoáng, Kinh doanh, Ô tô, 42m, 5T, 4,x tỷ. (thông tin thật)	27	42.0			Thanh Xuân	"Chính chủ tự xây, ngõ rộng, ô tô đỗ cách 1 nhà. Nhà vừa ở vừa Kinh doanh Online.

Nhà ở rất giữ gìn sạch sẽ mới tinh. 2 mặt thoáng trước sau nên các phòng ngủ, cầu thang đều ngập tràn ánh sáng.

Trung tâm di chuyển Quận Đống Đa, Thanh Xuân, Khương Đình, Nguyễn Trãi, Tây Sơn,…

1km ra các trường Đại học Công Đoàn, Thuỷ Lợi,…

Gần hồ sinh thái Đầm Chuối câu cá, thể dục,…

EM TRANG CAM KẾT THÔNG TIN THẬT LUÔN SẴN SÀNG ĐỢI ĐIỆN THOẠI A/C: 0948088396."	False	False	True	Ngã Tư Sở	Thanh Xuân	Ngã Tư Sở
Bán nhà 1Trệt 2lầu tum, đường số 8 Hiệp Bình Phước Thủ Đức, Giá 6 Tỷ	4430000	56.0	4.0	5.0	Đường Số 8, Phường Hiệp Bình Phước, Quận Thủ Đức, TP HCM	"Bán nhà 1Trệt 2lầu tum, đường số 8 Hiệp Bình Phước Thủ Đức, Giá 6 Tỷ
Đường số 8. Ngay Phở Huỳnh Trâm ( QL 13 ) đi vào nhà 200m
- Diện tích : 56m2 4m x 14m.
- Giá bán : 6 tỷ tl.
- Tổng Diên tích xd : 220m²
- Nhà 1 trệt 2 lầu + tum + Sân thượng trước sau. Có 4 phòng ngủ, 5WC, p. Khách, bếp, p. Thờ
- Nhà cách Quốc Lộ 13 chỉ 200m, đường nhựa 5m thông qua khu dâ cư Hồng Long dễ dàng di chuyển.
- Đi quốc lộ 13 hay ra phạm văn đồng đi các hướng vào trung tâm thành phố hoặc đi bình dương đều dễ dàng.
- Khu nhà đồng bộ, dân cư đông, an ninh và không bị ngập nước.
- Nội thất nhà cơ bản có sẵn tủ rèm.
Liên hệ : 0898 408 677 xem nhà, làm việc chính chủ"	False	True	True	Đường số 8, Hiệp Bình Phước, Thủ Đức	Đường Số 8, Phường Hiệp Bình Phước, Quận Thủ Đức, TP HCM	Đường số 8, Hiệp Bình Phước, Thủ Đức
HẺM XE HƠI ĐỖ CỬA - 43M2 - NHÀ ĐẸP 1TRỆT 3LẦU - GẦN ĐƯỜNG - VỊ TRÍ ĐẸP - 7.xTỶ	6	43.0	4.0	4.0	lê văn duyệt	"Lê Văn Duyệt ,Phường 3 ,Bình Thạnh
- Hẻm ô tô đỗ cửa, vị trí đẹp
- Nhà thiết kế theo phong cách Châu Âu, 1 trệt, 3 lầu: Tổng 4PN + WC, bếp, phòng khách, phòng làm việc, phòng thờ, sân thượng trước sau.
- Thuận tiện đi lại các Quận trung tâm khác.
- Khu vực dân trí tốt, an ninh.
- Tiện ích xung quanh đầy đủ: gần trường học các cấp, chợ, bệnh viện, siêu thị..."	False	False	True	Lê Văn Duyệt, Phường 3, Quận Bình Thạnh	lê văn duyệt	Lê Văn Duyệt, Phường 3, Quận Bình Thạnh
