Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
"Bán nhà ở xã hội thuộc ""Khu Đô Thị Mới"" Trà Vinh"	4.8	71.0	2.0	3.0	Chu văn An, P.4, Trà Vinh	"BÁN NHÀ MẶT TIỀN 1 TRỆT 1 LẦU KĐTM HOÀNG QUÂN TRÀ VINH
➖➖
???? Mặt tiền đường nhựa 10m đến 21m
♻️ Tiện ích: chợ đang mở bán, trường học, công viên,…
???? DT: 4,5x15,5m
???? Bố trí: 1 phòng khách, 1 phòng bếp, 2 phòng ngủ và 2 nhà vệ sinh
???? Sổ hồng sở hữu riêng lâu dài
✅ Bàn giao nhà hoàn thiện, điện nước đầy đủ
✅ Bàn giao nhà có gói hàng rào sân trước + móng cọc đà kiềng sân sau
✅ Bàn giao nhà có gói nâng cấp vật tư nhà hoàn thiện
✅ Bàn giao nhà có gói smarthome
✅ Bàn giao nhà có gói nội thất
???????? Giá chỉ từ 950 triệu (ĐÃ GIẢM GIÁ MẠNH TRONG THÁNG 6)
???????? Trả tiền theo tiến độ xây dựng căn nhà, khách hàng đầu tư thanh toán 30% đã có thể sang nhượng Hợp đồng
☎️☎️ Liên hệ: 0902 432 344"	False	True	True	số 1 Trà Vinh	Chu văn An, P.4, Trà Vinh	số 1 Trà Vinh
Nhà Đẹp!!!! Chính chủ bán nhanh Đường Dương Bá Trạc Phường 1 Quận 8 diện tích 52m2 giá 3 tỷ 150tr	2.9	52.0	2.0	2.0		"Cách cầu Nguyễn Văn Cừ 50m
Quy mô nhà 1 trệt 1 lầu, 2 toilet sân thượng.
Vị trí cực thuận lợi dân cư xung quanh đông đúc, liền kề trường học, chợ, liền kề TTHC
DT 52m2
Pháp lý rõ ràng minh bạch
Sổ hồng riêng sang tên công chứng trong ngày
Liên hệ số điện thoại 0939937378 Phương
Không tiếp nhận môi giới"	False	False	True	Đường Dương Bá Trạc, Phường 1, Quận 8	Đường Dương Bá Trạc, Phường 1, Quận 8	Đường Dương Bá Trạc, Phường 1, Quận 8
Bán nhà Lê Trọng Tấn – Lô Góc – Mặt tiền 12m – 42m 8.8 Tỷ	3.15					"Vị trí siêu hiếm
Ngõ siêu rộng : ô tô đua nhau
Tiện ích siêu nhiều : gần tất cả các thể loại từ bé đến lớn như : chợ cóc đến TTTM, bệnh viện, mẫu giáo đến đại học…
Hàng xóm siêu thân thiện và nhiệt tình : toàn tướng, tá quân đội về hưu.
An ninh khỏi phải bàn
Sổ đỏ phân lô , sẵn sàng giao dịch.
Chủ nhà muốn bán để về quê an hưởng tuổi già
Liên hệ : Nguyễn Lương 0986668541"	False	False	True	Lê Trọng Tấn	Lê Trọng Tấn	Lê Trọng Tấn
GIÁ BẤT NGỜ - BÁN NHÀ MẶT PHỐ NGHĨA ĐÔ, CẦU GIẤY *74M2 * 6 TẦNG * THANG MÁY * 17.9 TỶ	6.6	74.0	4.0	6.0	Nguyễn Đình Hoàn, Cầu Giấy, Hà Nội	"???? HOT HIẾM - GIÁ BÁN BẤT NGỜ CĂN NHÀ MẶT PHỐ TẠI NGHĨA ĐÔ, CẦU GIẤY ???? KINH DOANH ĐỈNH, LÀM VĂN PHÒNG ĐẸP, Ở SƯỚNG.
- Diện tích: 74m2 * 6 tầng * 5.5m mặt tiền * Thang máy cao cấp.
- Giá 17.9 tỷ
- Thiết kế :
+ Tầng 1, 2 : Thông sàn KD, Bếp, WC .
+ Tầng 3, 4 : Mỗi tầng 2 PN Khép kín .
+ Tầng 5 : Thông sàn, Bếp, WC .
+ Tầng 6 : Gian thờ rộng, PK, Sân phơi, Ban công .
???? Sổ đỏ chính chủ sẵn sàng giao dịch
- - - - - - - - - - - - -
☎️ Liên hệ ngay Hotline 0943.808.350"	False	False	True	Ngôi Đô, Cầu Giấy	Nguyễn Đình Hoàn, Cầu Giấy, Hà Nội	Ngôi Đô, Cầu Giấy
NHÀ ĐẸP XUẤT SẮC- 35M2x 4T CẦU GIẤY-CHÀO 4 TỶ 2	17.9					"NHÀ ĐẸP XUẤT SẮC- 35M2x 4T CẦU GIẤY-CHÀO 4 TỶ 2
-Nhà mới xây 3 năm, chủ làm ăn thuận lợi muốn đổi nhà to hơn, ở cực lộc
-Hàng xóm thân thiện, toàn công chức nhà nước, dân trí cao
-Pháp lý rõ ràng, sẵn sàng giao dịch ngay trong ngày"	False	False	True	Cầu Giấy	Cầu Giấy	Cầu Giấy
bán nhà vài bước ra đường ô tô Ngô Thì Sỹ, Vạn phúc, hà đông 38m, 4 tầng, full đồ chỉ 4,75 tỷ 0962780005	5.8	150.0			vạn Phúc, Hà Đông	"bán nhà vài bước ra đường ô tô Ngô Thì Sỹ, Vạn phúc, hà đông 38m, 4 tầng, full đồ chỉ 4,75 tỷ 0962780005
- nhà thiết kế đẹp, hiện đại, ngõ thông
- Vị trí gần trường cấp 2 Vạn Phúc, công viên Độc Lập, chợ, UBND
+ Tầng 1: để xe, PK, bếp, wc
+ Tầng 2, 3: 4 PN, WC
+ Tầng 4: PN, sân phơi
- Sổ đỏ chính chủ sẵn sàng giao dịch.
- Liên hệ xem nhà trực tiếp 0962780005"	False	True	True	đường ô tô Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông	vạn Phúc, Hà Đông	đường ô tô Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông
BÁN NHÀ TRUNG VĂN- 40M2- NGÕ THẲNG TẮP -CÁCH MẶT PHỐ ĐÚNG 50M	4.75					"BÁN NHÀ TRUNG VĂN- 40M2- NGÕ THẲNG TẮP -CÁCH MẶT PHỐ ĐÚNG 50M
- Ngõ rộng, có sân để xe thoải mái.
- Nhà như mới, thiết kế tầng 2 phòng. Tổng 5 Phòng ngủ rộng.
Gần trường, chợ, bãi oto ngày đêm, giao thông thuận lợi
- Sổ đỏ đẹp như hoa hậu, sẵn sàng giao dịch ngay"	False	True	True	Trung Văn, ngõ thang tắp	Trung Văn, ngõ thang tắp	Trung Văn, ngõ thang tắp
CỰC HIẾM XUÂN ĐỈNH 52M2 – MẶT TIỀN 7M. GIÁ 3,4 TỶ NGÕ RỘNG, OTO, gần XUÂN LA	4.5					"CỰC HIẾM XUÂN ĐỈNH 52M2 – MẶT TIỀN 7M. GIÁ 3,4 TỶ NGÕ RỘNG, OTO, gần XUÂN LA
Vị trí tuyệt vời, khu vực hiếm nhà bán. Chủ cần bán gấp, bán đất tặng nhà đủ công năng.
Trước nhà ngõ rộng, oto cách nhà hơn 100. Hàng xóm thân thiện, khu vực an ninh đảm bảo
Sổ đỏ chính chủ, pháp lý rõ rang, sẵn sàng sang tên. 0968295861"	False	False	True	Xuân Lã, Quận ???	Xuân Lã, Quận ???	Xuân Lã, Quận ???
Bán nhà phú diễn 40 m giá 2.1 tỷ	5					"Bán nhà phú diễn 40 m giá 2.1 tỷ
Tiện ích bao quanh gần chợ trường tiểu học trung học
LH 0968295861 xem nhà"	False	False	True	phú diễn,4755	phú diễn,4755	phú diễn,4755
BÁN NHÀ LÔ GÓC PHẠM VĂN ĐỒNG, Ô TÔ 4 CHỖ TRÁNH NHAU, KINH DOANH ĐỈNH CAO, 2 MẶT THOÁNG, 39M2, MẶT TIỀN 4.7M GIÁ CHỈ 7,5 TỶ	7.8					"Chủ nhà chuyển hướng đi định cư nước ngoài cần bán căn nhà phố Phạm Văn Đồng diện tích 39m2, xây dựng 5 tầng, mặt tiền 4.7m, giá 7.5 tỷ (có thương lượng).
- VỊ TRÍ CÔ HAI MẶT PHỐ.
- Ô TÔ VÀO NHÀ, 4 CHỖ TRÁNH NHAU.
- MẶT TIỀN RỘNG ĐẸP.
- HAI THOÁNG VĨNH VIỄN.
- KINH DOANH ĐỈNH CAO ĐA DẠNG, PHÙ HỢP VỚI NHIỀU LOẠI HÌNH VÀ MẶT HÀNG.
- TƯƠNG LAI GẦN, CỰC KỲ RẠNG NGỜI.
+ Vị trí độc tôn, sau nhà mặt phố, ô tô vào nhà, kinh doanh đỉnh cao. Hiện tại chủ nhà đang tự kinh doanh quán Photo. Dự án đầu tư xây dựng tuyến đường số 3 vào trung tâm khu Đô thị mới Tây Hồ Tây. Đường mở rộng 41m, cách nhà mình khoảng 50m, lúc này giá trị nhà tăng lên rất cao.
+ Nhà lô góc cực thoáng sáng, thiết kế 5 tầng, chủ tự xây cũng được hơn 10 năm, rất chắc chắn. Khách mua về thiết kế nội thất bên trong theo ý thích, hoặc có thể thiết kế làm chung cư mini.
Thiết kế:
+ Tầng 1: phòng khách, kinh doanh, cầu thang góc.
+ Tầng lửng: bếp nấu ăn.
+ Tầng 2,3,4: Mỗi tầng 02 phòng, phòng phía trước có ban công, khe thoáng sau nhà và bên hông.
+ Tầng 5: sân phơi rộng, trồng cây.
- Sổ đỏ vuông đẹp, sẵn sàng giao dịch ngay.
0968295861"	False	False	True	Phạm Văn Đồng	Phạm Văn Đồng	Phạm Văn Đồng
BÁN NHÀ GÓC 2 MT P.AN THẠNH, TP THUẬN AN - GIÁ CHỈ 1 TỶ 750	3.5	58.0	2.0	1.0	Thuận An , Bình Dương	"Vị trí đắc địa: Nhà nằm trên đường An Thạnh 24, cách đường chính chỉ 100m, thuận tiện cho việc đi lại và mua sắm.
Diện tích và thiết kế: Nhà có diện tích 58,4m2 (4x14,49m), thổ cư 40m2.

Thiết kế nhà gồm sân trước, phòng khách, bếp, 1 phòng ngủ và 1 WC. Nhà có lối thoát hiểm bên hông và có 2 mặt tiền đường 5m, tạo không gian thoáng mát cho gia đình.

Giấy tờ pháp lý chuẩn: Nhà có sổ hồng riêng, đầy đủ giấy tờ pháp lý, hỗ trợ vay ngân hàng nhanh chóng.

Giá hợp lý: Chỉ với 1 tỷ 750 triệu, bạn đã có thể sở hữu một căn nhà góc 2 MT tại khu vực trung tâm TP Thuận An.

Liên hệ để biết thêm thông tin chi tiết và tham quan nhà: Mr.QUang

Nhật Quang Real chuyên:
Bán nhà đất giá rẻ
Nhà ở TP Thuận An
Bất động sản Thuận An
Mua nhà trả góp Thuận An, nhà giá rẻ Thuận An
Nhà đất thổ cư Thuận An
Bất động sản khu vực An Thạnh
Tư vấn mua bán nhà đất TP Thuận An"	False	False	True	đường An Thạnh 24, Phường An Thạnh, TP Thuận An	Thuận An , Bình Dương	đường An Thạnh 24, Phường An Thạnh, TP Thuận An
Cần BÁN GẤP nhà QUẬN 4, chỉ 2TỶ350, 1T1L, DT 60m2.	1.75	60.0	2.0	2.0		"-Đường Tôn Đản, phường 8, quận 4, hẻm 6m, thông ra Vĩnh Hội
- Diện tích: 5x12m2, DTSD 120m2, 1T1L, 2 phòng ngủ, 2 toilet.
- Sổ hồng riêng chính chủ, công chứng ngay trong ngày.
- Khu vực gần các tiện ích (Bách hóa xanh, cửa hàng tiện lợi, công an phường,...), nhà đẹp mới xây, hoàn công đầy đủ.
- Chủ để lại nội thất cơ bản, gồm 1 TV, 2 giường ngủ.
- Giá 2 tỷ 350, có thể thương lượng thêm với người thiện chí
- Liên hệ chính chủ trực tiếp làm việc."	False	False	True	Tôn Đản, phường 8, quận 4	Tôn Đản, phường 8, quận 4	Tôn Đản, phường 8, quận 4
BÁN GẤP - CHỈ 3 TỶ 3 - dt 34M2 - 2 TẦNG BTCT - 2 PN - 2WC - Đ QUANG TRUNG - P11 GV	2.35	34.0	2.0	2.0	Quang Trung Phường 11 Gò Vấp TPHCM	"CHỦ NGỘP BANK BÁN GẤP ???? CHỈ 3 TỶ 3 ???? DT: 34M2 - 2 TẦNG BTCT - 2 PN - 2WC - Đ QUANG TRUNG - P11 GV ????ĐỐI DIỆN CHỢ HẠNH THÔNG TÂY - ĐẦY ĐỦ CÔNG NĂNG
Mô tả:
✍️Nhà 1 trệt, 1lầu, 2PN, 1PK, bếp, 2 WC, ban công.
✍️ Vị trí: Đối diện Chợ Hạnh Thông Tây, Coopmat, BV Gò vấp tiện ích đầy đủ
✍️ Không quy hoạch - Không lộ giới
☎☎☎ SĐT/Zalo: 0977530156 - E Tuấn - Xem Nhà - Miễn Trung Gian"	False	True	True	Đ могли Trung, Phường 11, Quận Gò Vấp	Quang Trung Phường 11 Gò Vấp TPHCM	Đ могли Trung, Phường 11, Quận Gò Vấp
BÁN NHÀ KV TRƯƠNG ĐỊNH, HOÀNG MAI - 38m - 3.05 tỷ	3	38.0			Quận Hoàng Mai, Hà Nội	"Cần bán rất gấp căn nhà phố Trương Định - Hoàng Mai
- Diện tích: 38m. Giá 3,05 tỷ (có thương lượng)
- Cách mặt đường ô tô tránh khoảng 30m, ngõ thẳng tắp không có ngoặt nào.
- Ngõ trước nhà rộng hơn 3m. Nhà cực thoáng.
- Nhà tự xây rất chắc chắn, tặng full nội thất
- Sổ đỏ để ở nhà, pháp lý rất sạch sẽ có thể giao dịch ngay.
☎️ LH: 0978231362 xem nhà & gặp chủ (miễn MG trung gian)"	False	False	True	đường Trương Định, Quận Hoàng Mai	Quận Hoàng Mai, Hà Nội	đường Trương Định, Quận Hoàng Mai
BÁN NHÀ THÁI HÀ, MẶT TIỀN RỘNG, 7TẦNG THANG MÁY, ÔTÔ VÀO NHÀ - 13,x tỷ	3.05	47.0				"BÁN NHÀ THÁI HÀ, MẶT TIỀN RỘNG, 7TẦNG THANG MÁY, ÔTÔ VÀO NHÀ - 13,x tỷ

???????? Trung tâm Đống Đa, khu víp của Thái Hà cực hiếm nhà bán.

???????? Nhà mới 7tầng, thang máy sịn xò, thiết kế thông sàn hiện đại.

???????? Khu dân trí cao, xung quanh toàn nhà đẹp. Gần phố, thông phố Nguyễn Văn Tuyết. Ra phố Tây Sơn, Yên Lãng tiện đường đi mọi ngả.

???????? Gần bể bơi Thái Hà, xung quanh tiện ích không phải bàn.
+ Bán kính 1km rất nhiều tiện ích như Đại Học Thuỷ Lợi, đại học Công Đoàn, Học Viện Ngân Hàng, trường học các cấp, bệnh viện Đống Đa…

???? Hơn nữa chủ nhà lại cực kỳ thiện trí bán.

Lh em Sĩ dẫn xem nhà nhiệt tình tư vấn 24/7.
Zalo/sđt: 0824040512"	True	False	True	Thái Hà, Đống Đa	Thái Hà, Đống Đa	Thái Hà, Đống Đa
0908331636	13.4	37.0		6.0	430/26	"""Mô tả:
kết cấu: Trệt, 2 lầu, sân thượng bê tông cốt thép. sàn + mái BTCT.
Nhà 5 phòng ngủ,6 toilet.
Hẻm trước nhà 5m, gần mặt tiền. Khu vực bao an ninh, yên tĩnh.
Gần các trường ĐH Kinh Tế - Tài Chính, ĐH Công Nghệ,Hồng Bàng,…
Nhà phù hợp vừa ở vừa cho thuê CHDV, làm Vp cty, hoặc KH cần KV p17 VIP giáp Q1.
Ko quy hoạch,ko lỗi phong thủy.
Sổ hồng riêng nở hậu nhẹ, hoàn công đầy đủ, pháp lý sạch.
Hướng: Đông tứ trạch"""	False	True	True	đường ==	430/26	đường ==
