Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
Hết ý bài thơ, Hồ Tùng Mậu, 34m2, 5T, nhỉnh 4 tỷ, Bắc Từ Liêm	4.3	34.0	5.0	4.0	Hồ Tùng Mậu	"+ Khu vực giá trị, trung tâm, nhiều tiện ích bủa vây
+ Đi nhẹ vài bước chân ra Hồ Tùng Mậu, ga đường sắt trên cao
+ Khu vực gần Đại Học Thương Mại, Công Nghiệp, UBND quận Nam Từ Liêm
+ Gần trục xa lộ Ba Vì - Hồ Tây rộng 70m, hình thành trong tương lai.
+ Khu nhà xây theo kiểu biệt thự liền kế, thiết kế xây dựng đồng bộ, hiện đại
+ Nhà xây mới full toàn bộ nội thất
+ Sổ đỏ cất két
Liên hệ: o3bảy980913hai"	False	False	True	False	Hồ Tùng Mắm, Nam Từ Liêm	Hồ Tùng Mậu	Hồ Tùng Mắm, Nam Từ Liêm
Gò Vấp, HXH 1 sẹc Quang Trung Phường 8, 63m2 2 tầng chỉ 6.3 tỷ	4.9	63.0	4.0	3.0	Quang Trung	"MS 15323
*Vị trí: nhà hẻm 1 sẹc đường Quang Trung, Phường 8 Gò Vấp, gần mặt tiền.
* Diện tích 63m2, ngang 4m nở hậu nhẹ, dài 15.6m, 2 tầng với 4 phòng ngủ, 3WC, ban công, sân để xe.
* Hẻm xe hơi, tráng nhựa sạch sẽ.
* Pháp lý chuẩn công chứng ngay."	False	False	True	False	đường Quang Trung, Phường 8, Quận Gò Vấp	Quang Trung	đường Quang Trung, Phường 8, Quận Gò Vấp
Giảm 1 tỷ bán trong 3 ngày hẻm ô tô Lạc Long Quân, Phường 10, Tân Bình 60m2 4.9 tỷ 0977943598	6.3	60.0				"CỰC GẤP BÁN GIẢM 1 TỶ BÁN TRONG 3 NGÀY.
+ Diện tích: 60m2, không lộ giới, quy hoạch
+ Kết cấu: 1 trệt 1 lầu đúc BTCT, gồm 3 phòng ngủ, 3 WC, tặng hết nội thất gỗ cho chủ mới.
+ Hẻm ô tô thông, cạnh công viên cây xanh, cực mát, thoáng.
Giá bán: 4.9 tỷ còn thương lượng
Liên hệ ngay: 0977943598(có zalo)."	False	False	True	False	hẻm ô tô Lạc Long Quân, Phường 10, Quận Tân Bình	hẻm ô tô Lạc Long Quân, Phường 10, Quận Tân Bình	hẻm ô tô Lạc Long Quân, Phường 10, Quận Tân Bình
Mua ĐẤT – TẶNG – NHÀ, cạnh chợ Thủ Đức, trung tâm Trường Thọ, thích hợp đầu tư, gấp bán, giá chỉ 3tỷ9.	4.9	92.0	2.0	1.0	Trường Thọ, Thủ Đức	"- Nhà 92m2 nở hậu đẹp, ngay trung tâm Trường Thọ, Thủ Đức
- Nhà xây c4, 2 phòng ngủ, 1wc, phòng khách, bếp, sân trước nhà rộng để xe thoải mái, hông nhà có lối thoát hiểm, trổ được cửa sổ đón gió.
- Hẻm nhà 3 gác, cách hẻm xe tải chỉ 30m, tiện di chuyển ra Phạm Văn Đồng, Đặng Văn Bi.
- Pháp lý chuẩn, mua bán công chứng ngay."	False	False	True	False	Trường Thọ, Thủ Đức	Trường Thọ, Thủ Đức	Trường Thọ, Thủ Đức
KHÔNG THỂ TIN, MUA ĐẤT TẶNG NHÀ, TTHC PHƯỜNG PHÚ HỮU,55M2 GIÁ NHỈNH 3T	3.9	54.0	3.0	2.0	Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, TP. HCM	"KHÔNG THỂ TIN, MUA ĐẤT TẶNG NHÀ, TTHC PHƯỜNG PHÚ HỮU,55M2 GIÁ NHỈNH 3T
Chủ nhà quyết tâm bán, Đường ô tô, Có thể cho thuê ngay từ 7 - 9tr/ tháng.
+ Diện tích: 54m2 (4.5x12)
Nhà Gồm 2 PN + 1 WC , Còn Mới .
+ Vị Trí Đẹp liền kề Trường Học , Các Trường Đại Học , Gần Chợ , Bệnh Viện Đi Đâu Cũng Tiện, Liền kề Nguyễn Duy Trinh đi Quận 2, Quận 1 thuận tiện.
+ Sổ Hồng riêng, Pháp lý chuẩn.
GIÁ ƯU ĐÃI CHỈ 3 TỶ 3. CHỦ MONG MUỐN BÁN NÊN CHỈ CẦN KHÁCH MONG MUỐN MUA SẼ CÓ GIÁ TỐT
liên hệ ngay
0869818969

Hỗ trợ thông tin - uy tín - nhiệt tình. Miễn Trung Gian"	False	True	True	False	Phường Phú Hữu, Quận 9	Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, TP. HCM	Phường Phú Hữu, Quận 9
Bán mặt bằng xây CHUNG CƯ MINI cực hiếm gần ngay Ngã Tư Sở chỉ 4.95 tỷ.	3.3	62.0			12	"* Nhà nằm ngay gần đường Láng, chỉ cách 1 nhà ra mặt phố. Vị trí cực đẹp lô góc thoáng vĩnh viễn, mặt tiền rộng, khu vực dân trí cao ngay gần Ngã Tư Sở, ô tô xếp hàng trên đường Láng. Khách ở chung cư mini có thể đi bộ sang Royal City vui chơi thoải mái. Giao thông đi lại thuận tiện, kết nối với các trường Đại học lớn, các bệnh viện hàng đầu tuyến Trung Ương chỉ vài phút chạy xe.
* Nhà hiện có 2 tầng cũ không cần bàn nhiều, khách mua đập đi xây CCMN THANG MÁY đỉnh. Với vị trí đắc địa thì phòng cho thuê CCMN tại đây sẽ luôn cháy hàng với giá cho thuê cao.
* Với diện tích 61.6 m2 mặt tiền 6.7m, sổ đỏ cất két sẵn sàng giao dịch thì giá bán 4.95 tỷ là quá họp lý để đầu tư.
* Quan tâm liên hệ: 0963.14.68.79 gặp anh Dũng."	False	False	True	False	đường Láng, Ngã Tư Sở	12	đường Láng, Ngã Tư Sở
LINH XUÂN,THỦ ĐỨC, HẺM XE HƠI, CẠNH PHẠM VĂN ĐỒNG, 98M2, NGANG 5.5,KQH, SHR, CHỈ 3 TỶ 5	4.95	98.0				"LINH XUÂN,THỦ ĐỨC, HẺM XE HƠI, CẠNH PHẠM VĂN ĐỒNG, 98M2, NGANG 5.5,KQH, SHR, CHỈ 3 TỶ 5
Bán nhà hẻm xe hơi Linh Xuân Thủ Đức, 98m2, ngang 5.5, SHR, chỉ 3.5 tỷ
+ Kết cấu nhà cấp còn mới xách vali vào ở ngay, hiện đang đang cho thuê.
+ Sổ hồng vuông vức, nở hậu, công nhận đủ.
+ Hẻm xe hơi 1 trục ra Phạm Văn Đồng nhỉnh 35 triệu/m2 không có căn thứ 2.
+ Giá 3 tỷ 500 ( thương lượng)
LH 0905238089 Mr Ảnh"	False	True	True	False	hẻm xe hơi Linh Xuân, Quận Thủ Đức	hẻm xe hơi Linh Xuân, Quận Thủ Đức	hẻm xe hơi Linh Xuân, Quận Thủ Đức
⏩ QUẬN 11 - LÊ THỊ BẠCH CÁT - 3,1 tỷ	3500000	30.0	4.0			"⏩ QUẬN 11 - LÊ THỊ BẠCH CÁT - 3,1 tỷ

↗️Diện tích: 3m7 x 8m ( DTSD: 55m2 )
↗️Kết cấu: BTCT 1 trệt 1 lầu 2 PN. Phòng khách bếp 2WC.
↗️Vị trí: hẻm 3 gác sạch sẽ.

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO - NHÀ THẬT HÌNH THẬT
Ms517"	False	False	True	False	Lê Thị Bạch Cát, Quận 11	Lê Thị Bạch Cát, Quận 11	Lê Thị Bạch Cát, Quận 11
Nhà cuối Đồng Khởi ngay cồng ty CHANGSHIN giá chỉ 1ty080tr	3.1	120.0	3.0	2.0	thạnh phú	"Nhà cuối Đồng Khởi ngay cồng ty CHANGSHIN giá chỉ 1ty080tr, bao thuế phí ( giá thật 100%) ❤️
- Cách Biên Hoà chỉ 4km, đường Đổng Khởi 500m
- Pháp lý thổ cư 100%, đường 5m oto đi thoải mái
- Công năng 3pn, 2wc, pkhach, bếp, sân phơi...
- 300m đầy đủ tiện ích trường, chơ, uỷ ban, bhx...
- Hỗ trợ trả chậm cho anh chị em công nhân
Liên hệ em xem nhà ạ 0365 71 71 77 Quý 18 tuổi ❤️❤️❤️"	False	False	True	False	đường Đổng Khởi, ...)	thạnh phú	đường Đổng Khởi, ...)
Bán Biệt Thự 3 tầng Khu Đô Thị An Vân Dương Thành Phố Huế,	1080000	112.0	4.0	4.0	Khu A Đô Thị Mới An Vân Dương	"=> Không gian sống của giới thượng lưu, an ninh tuyệt đối.
=> Thiết kế theo phong cách hiện đại.
- Cách TTTM AEON MALL 3m
- Diện tích 100m2, 112m2, 119m2, 154m2,202m2.
- Đường 13,5m, 19,5m, 26m, 44m.
- Giá 6 Tỷ (thương lượng). Chiết khấu lên đế 1x%
-Thiết kế theo phong cách hiện đại, có sân vườn, 02 phòng khách, 04 phòng ngủ, Sân đậu 02 Ôtô, ban công, bếp hiện đại
--------------------------
THÔNG TIN LIÊN HỆ:
Công ty CPĐT Bất Động Sản Phúc Đại Việt
""????????????̂́???? ????????̣???? ????????????́ ????????????̣ ????????̛????̛???????? ????????????""
☎ Hotline Thanh Ngân 0868472415"	False	False	True	False	Đường 13,5m, 19,5m, 26m, 44m, Khu Đô Thị An Vân Dương, Thành Phố Huế	Khu A Đô Thị Mới An Vân Dương	Đường 13,5m, 19,5m, 26m, 44m, Khu Đô Thị An Vân Dương, Thành Phố Huế
