Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
2.3 tỷ_Nguyễn Sỹ Sách HXH thông, hoàn công đủ, không QH	1.6	21.0	2.0	2.0	Thành phố Hồ Chí Minh	"2.3 tỷ_Nguyễn Sỹ Sách HXH thông, hoàn công đủ, không QH
- Nhà 21m2, 1 trệt 1 lầu, 2 WC, đủ công năng.
- Vị trí đẹp, hẻm thông, thoáng mát sạch sẽ.
- Khu vực tập trung nhiều tiện ích, tiện lợi: chợ Tân Trụ, KCN Tân Bình, Pandora, Coopmart, ...
- Sổ hồng riêng, hoàn công đủ, không quy hoạch.
LH 0902177052"	0	False	True	Nguyễn Sỹ Sách	Thành phố Hồ Chí Minh	Nguyễn Sỹ Sách
Nhà 4 tầng-Ô tô thông-Lê Văn Khương-Hiệp Thành-Quận 12-Gấp bán chỉ nhỉnh 4 tỷ.	2.3	56.0	4.0	4.0	Lê Văn Khương - Hiệp Thành - Quận 12	"Nhà 4 tầng-Xe hơi ngủ trong nhà-Lê Văn Khương-Hiệp Thành-Quận 12-Gấp bán chỉ nhỉnh 4 tỷ.

- Nhà 52 m2 - tổng diện tích sử dụng 200m2.
- Kết cấu 4 tầng, 4 phòng ngủ, phòng thờ, 4 WC, sân phơi .
- Nhà thiết kế đẹp, phòng thủy tốt, nước nóng năng lượng mặt trời, ...
- Vị trí đẹp, Cách 50m ra lê văn khương,500m ra Uỷ Ban Quận 12. Hẻm 6m oto vào nhà.
- 5 phút qua Gò Vấp, tiện ích xung quanh không thiếu gì.
- Hẻm thông thoáng, an ninh, dân trí, hàng xóm thân thiện.
- Sổ hồng riêng, hoàn công đủ, công chứng ngay.
- Hỗ trợ vay ngân hàng.
Gặp Tươi xem nhà xem sổ ngay."	0	True	True	Lê Văn Khương, Quận 12	Lê Văn Khương - Hiệp Thành - Quận 12	Lê Văn Khương, Quận 12
Mua đất tặng nhà 56m2 Yên Lãng, Đống Đa -Lô góc 2 thoáng, Gara ô tô kinh doanh chỉ 7,2 Tỷ	4.8	56.0	3.0	2.0		"Mua đất tặng nhà 56m2 Yên Lãng, Đống Đa -Lô góc 2 thoáng, Gara ô tô kinh doanh chỉ 7,2 Tỷ

+ Vị trí: nằm tại con phố Yên Lãng sầm uất, thông ra nhiều trục đường lớn: Đường Láng, Hoàng Cầu giao Ngã Tư Sở, Tây Sơn, Trường Chinh.
+ Xung quanh Bk 2km: Nhiều TTTM, TTMS, cùng nhiều shop, cửa hàng thời trang, cửa hàng ăn uống, thực phẩm.
-Bên cạnh đó còn gần nhiều BV lớn:BV Châm Cứu Trung Ương, BV Mắt Sài Gòn, BV Đống Đa,..
-Cũng như Trường ĐH lớn: ĐH Văn Hóa Nghệ Thuật Quân Đội, ĐH Thủy Lợi,..
+ Nhà thiết kế 3 tầng cũ, xác định mua đất bán nhà,
+Ngõ thông tứ tung: Xe máy tránh ô tô.

+ Dân trí cao, hàng xóm thân thiện.
+ Sổ đỏ vuông đẹp, sẵn sàng giao dịch.
LH ngay/zalo: 0373022620 ( Văn Anh) hỗ trợ nhiệt tình 24/7.

Trong kho hàng của tôi còn có rất nhiều căn nhà khác tương đương, quý khách có thể tham khảo thêm"	0	True	True	phố Yên Lãng, Đống Đa	phố Yên Lãng, Đống Đa	phố Yên Lãng, Đống Đa
OTO ĐỖ TRƯỚC NHÀ, TRUNG TÂM HÒA CƯỜNG BẮC.	7.2	85.0	5.0	2.0	Đà Nẵng	"+ Trước nhà 5m Ô Tô đỗ cửa, Diện tích lớn, sổ vuông vức, nhà 2 tầng kiên cố nên khách mua chỉ việc dọn về ở. Phòng thờ, cửa sổ trời, 5 PN, 2WC...
+ Khu vực dân cư sầm uất nên đầy đủ các tiện ích bao quanh, cách công viên và trường cấp 1 chỉ vài bước chân, gần đường Tiểu La, Núi Thành, Lê Bá Trinh...
+ khu an ninh cán bộ công chức nhà nước, gần tòa án, công an phường, full tiện ích xung quanh, để xe máy qua đêm vẫn y nguyên không 1 vết xước."	1	False	True	Trung Tâm Hòa Cường Bắc	Đà Nẵng	Trung Tâm Hòa Cường Bắc
SỐC 50T/M² NHÀ BÌNH THẠNH, CĂN GÓC 2 MẶT HẺM, 53M², GIÁ CHỈ 2.5 TỶ	3.5	53.0				"BÁN NHÀ Nơ Trang Long, Phường 12 Bình Thạnh.
Mô tả: - Diện tích: 4m x 15m - Công nhận 53m. Hẻm xe ba gác thẳng 1 trục, sạch sẽ hẻm rộng rãi, gần ngay mặt tiền đường.
- Nhà 1 trệt, 1 gác lửng, 2 mặt thoáng lô góc, hiện trạng 1 trệt 1 lửng, nhà lâu đời đã cũ, khách mua xây lại mới theo ý muốn, chủ đang ở và đang cần bán gấp.
- Pháp lý chuẩn sổ vuông vức như A4, hoàn công đầy đủ, sổ hồng chính chủ, công chứng nhanh trong ngày.
- GPXD 1 trệt, lửng 2 lầu. Tìm đâu ra căn thứ 2 ở Bình Thạnh.
Hãy họi ngay cho Thông 0934.156141. Chuyên tuyển chọn BĐS giá rẻ."	0	False	True	đường Nơ Trang Long, Phường 12, Quận Bình Thạnh	đường Nơ Trang Long, Phường 12, Quận Bình Thạnh	đường Nơ Trang Long, Phường 12, Quận Bình Thạnh
Bán Lỗ 50m2 chỉ 4.35 tỷ, Nguyễn Văn Công, Gò Vấp, Sát Sân Bay.	2.5	50.0	3.0	2.0		"Chủ gấp bán, 4.6 tỷ giá chào mới 4.35 tỷ.

NHÀ MỚI ĐẸP SÁT SÂN BAY - NGAY CV GIA ĐỊNH - SỔ VUÔNG ĐẸP NỞ HẬU.
Đường số 2 Phường 3 Quận Gò Vấp.

Mô tả:
+ Dt: 5,9m  x dài 8,8m, công nhận 50m² Hoàn công đầy đủ.
+ Kết cấu: 1 Trệt 1 Lầu, 3PN (có 1 PN dưới đất dành cho người lớn tuổi), 2WC, ban công, giếng trời lấy sáng.
+ Full nội thất Tv 55inch, Tủ Lạnh, 3 máy lạnh, máy giặt, giường nệm tủTất cả đã ss chỉ cần xách vali vào ở.
+ Sổ hồng riêng, sẵn sàng giao dịch ngay.

+ Gọi ngay cho tôi Mr Thang 093114chin11hai.
+ Cam kết thông tin thật 100%."	0	False	True	đường số 2, Phường 3, Quận Gò Vấp, Sát Sân Bay	đường số 2, Phường 3, Quận Gò Vấp, Sát Sân Bay	đường số 2, Phường 3, Quận Gò Vấp, Sát Sân Bay
Bán nhà siêu phẩm vị trí, ngõ ô tô gần kề Vinhomes Nguyễn Chí Thanh 42m2 giá 5.5 tỷ	4.35	42.0			Ngõ 54	"* Có thể nói vị trí nhà bán nằm ở khu vực cực hiếm có và khó tìm, ngõ vào nhà lại thông thoáng, ô tô đi vào tận nơi. Từ nhà ra đến mặt đường Nguyễn Chí Thanh khoảng 50m. Xung quanh nhà cũng chỉ chưa đầy 50m là Khách sạn Quốc Tế Bảo Sơn, Tổ hợp căn hộ cao cấp, văn phòng và trung tâm thương mại Vincom Center, Bệnh viện Nhi Trung ương. Xa hơn một vài trăm mét là các trường đại học nổi tiếng của cả nước như: Đại học Ngoại Thương, Ngoại Giao, Luật, Hành chính Quốc Gia…
* Nhà nằm trong ngõ 54 đường Nguyễn Chí Thanh, phường Láng Thượng, quận Đống Đa, Hà Nội. Xung quanh nhà là các loại dịch vụ và tiện ích ngập tràn bảo đảm cho gia chủ sống tại đây sự tiện nghi và thoải mái.
* Với mong muốn trải nghiệm cuộc sống xứng tầm vị thế, gia chủ đã thuê đội ngũ kiến trúc sư, thiết kế và thi công ngôi nhà đẹp, sang trọng và hiện đại. Nhà xây chắc chắn với hệ khung cột đảm bảo có thể xây thêm một vài tầng nữa. Gia chủ là người sống phóng khoáng nhưng lại rất tỉ mỉ trong việc hoàn thiện nội thất cho căn nhà. Các phòng từ phòng khách, bếp đến các phòng ngủ đều được thiết kế hợp phong cách và thi công cẩn thận đến từng chi tiết nhỏ với các chất liệu đắt tiền.
* Nhà được xây dựng 3 tầng với 3 phòng ngủ lớn nhỏ, diện tích xây dựng mỗi tầng lên đến 42m2. Nhà có 2 mặt thoáng nên các phòng đều tràn ngập ánh sáng.
* Nhà có pháp lý rõ ràng, sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán hiện tại là 5.5 tỷ.
* Quan tâm liên hệ điện thoại / zalo: 0963146879 gặp anh Dũng."	0	True	True	ngõ 54, đường Nguyễn Chí Thanh, phường Láng Thượng, quận Đống Đa, Hà Nội	Ngõ 54	ngõ 54, đường Nguyễn Chí Thanh, phường Láng Thượng, quận Đống Đa, Hà Nội
Nhà Mai Văn Ngọc, Phường 10, Phú Nhuận Thông Nguyễn Văn Trỗi	5.5	30.0	3.0	4.0	Mai Văn Ngọc	"???? Nhà Mai Văn Ngọc, Phường 10, Phú Nhuận Thông Nguyễn Văn Trỗi ????

???? Bán Nhà Mai Văn Ngọc, Phường 10, Phú Nhuận
???? Thông Nguyễn Văn Trỗi, Trần Hữu Trang, Nguyễn Đình Chính.
???? Diện Tích: 3,17m× 9,85m CN 30,2m2
???? Kết Cấu: Trệt, 2 lầu, sân thượng
???? Nhà sát mặt tiền, gồm 3pn 4wc, ngay khu trung tâm Phú Nhuận, ra sân bay chỉ 5 phút, giáp Q1,Q3
???????????? Giá: 3 tỷ 675
???????????? Liên hệ: 0703.630.491 (Trúc Vi) để được xem nhà
???? Sổ hồng riêng cầm tay,công chứng trong ngày."	0	False	True	Mai Văn Ngọc, Phường 10, Phú Nhuận	Mai Văn Ngọc	Mai Văn Ngọc, Phường 10, Phú Nhuận
Bán nhà Trịnh Đình Thảo, Giáp Q11, giá giảm sâu còn 4,7 tỷ	7.9	42.0	5.0	3.0		"Bán nhà Trịnh Đình Thảo, Giáp Q11

✅ DT: 5m5 x 8m . Nhà đẹp ở ngay
✅ Kết cấu: Trệt, lửng, 2 lầu, Sân thượng . 5PN, 3WC. Nội thất đẹp, hiện đại. Năm xây dựng 2021
✅ Sổ nở hậu, đang gửi Bank

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
ẢNH TỰ CHỤP - CAM KẾT HÌNH THẬT
Ms831"	0	False	True	Trịnh Đình Thảo, Giáp Q11	Trịnh Đình Thảo, Giáp Q11	Trịnh Đình Thảo, Giáp Q11
CHƯA ĐẾN 5 TỶ RƯỠI NHÀ TRUNG TÂM XUÂN THUỶ, CẦU GIẤY - LÔ GÓC 2 MẶT THOÁNG, NGÕ RỘNG	4.7	38.0	3.0	4.0		"CHƯA ĐẾN 5 TỶ RƯỠI NHÀ TRUNG TÂM XUÂN THUỶ, CẦU GIẤY - LÔ GÓC 2 MẶT THOÁNG, NGÕ RỘNG

Cần bán gấp nhà xây 5 tầng, lô góc 2 thoáng, thoáng sáng, ngõ rộng, xe ba gác vào tận cửa nhà, gần phố. Khe thoáng sau nhà, lấy ánh sáng và gió thoáng mát quanh năm.

Tiện ích khu vực không phải bàn, trung tâm của quận Cầu Giấy không thiếu thứ gì.

Thiết kế đầy đủ công năng với 3 PN, ban công rộng, khách, bếp, WC,…

Sổ đỏ chính chủ, nở hậu – Giá 5.45 Tỷ (Có thương lượng)

Liên hệ: 0825420555"	0	False	True	Trung tâm Xương Thuỵ, Cầu Giấy	Trung tâm Xương Thuỵ, Cầu Giấy	Trung tâm Xương Thuỵ, Cầu Giấy
