Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
Nhà 5 tầng, ngay BV 175, đi sân bay 10 phút, 3 PN khép kín, sân thượng.	2.6	39.0	3.0	3.0		"Nhà ĐS 2 Nguyễn Kiệm, Phường 3, Gò Vấp.
+ Diện tích: 3.5m x 12m = 39m2
Kết cấu: 5 tầng, sân thượng: 3 phòng ngủ lớn wc khép kín.
+ Vị trí: hẻm 3m, cách hẻm ô tô thông 20m.
Hotline : Duyên 0908638007 để biết thêm chi tiết.
Hình minh họa"	False	False	True	Nguyễn Kiệm, Phường 3, Gò Vấp	Nguyễn Kiệm, Phường 3, Gò Vấp	Nguyễn Kiệm, Phường 3, Gò Vấp
Giá rẻ bất ngờ, nhà 4PN tại Tt. Cần Giuộc - Long An giá chỉ 1tỷ484cho góp	4.9	53.0	4.0	3.0	Xã quy đức, bình chánh, hcm	"Nhà 4PN SHR, quá rẻ chỉ 1tỷ484
- Dt 56m² 1trệt 2 lầu, 4pn, 3tolet, 1 phòng khách, 1bếp, 1 ban công, tại Tt. Cần Giuộc - LA.
- Vị trí trung tâm đầy đủ các tiện ích. Sài Gòn có là ở đây có. Đi Q. 8 20 phút và đi Miền Tây điều thuận tiện.
Lh xem nhà hoặc kb zalo."	False	False	True	Tất Cần Giuộc - Long An	Xã quy đức, bình chánh, hcm	Tất Cần Giuộc - Long An
Bán gấp cho con đi học Hẻm ô tô Ba Vân, Tân Bình 70m2, 4 tầng 8.X tỷ 0977943598	1484	70.0				"VIP BÀU CÁT- KHU BA VÂN TÂN BÌNH- NHÀ MỚI KENG- 70M2- 4 TẦNG- VUÔNG VỨC - HẺM RỘNG ÔTÔ NGỦ TRONG NHÀ- GIÁ CHỈ 8 TỶ NHỈNH.

????️Mô tả.

+ Diện tích: 70m2 không lộ giới, quy hoạch,
+ Kết cấu: 1 trệt 2 lầu sân thượng trước sau. Gồm Phòng khách, nhà bếp 4 PN, 5 WC, 2 giếng trời cực thoáng sáng mát, bán công rộng rãi, sân thượng trước sau.

+ Vị trí tuyệt đẹp ngay khu VIP Bàu Cát, hẻm nhựa ôtô thông sang Ba Vân, Trương Công Định, khu dân trí cao.

+ Pháp lý chuẩn, sổ hồng vuông đẹp, sang tên mua bán ngay khi khách thích.

LH: 0977943598(Giang có zalo)."	False	False	True	Hẻm ô tô Ba Vân, Tân Bình	Hẻm ô tô Ba Vân, Tân Bình	Hẻm ô tô Ba Vân, Tân Bình
Bán nhà 4 tầng Chùa Bộc, Đống Đa gần Học Viện Ngân Hàng 3 Tỷ.	8.8	25.0	4.0	2.0	Hà Nội	"Bán nhà 4 tầng Chùa Bộc, Đống Đa gần Học Viện Ngân Hàng 3 Tỷ.
+ Vị trí: Gần đường chùa bộc thông Phạm Ngọc Thạch, Đông Tác giao Trường Chinh và Tây Sơn
+ Căn nhà 4 tầng được xây chắc chắn kiên cố , bố trí phòng và nội thất đầy đủ hiện đại.
+ Xung quanh nhiều trường Đại Học khác và Thư Viện
✅Khu vực an ninh đảm bảo, dân trí cao, thân thiện, môi trường trong lành, mát mẻ.
✅Ranh giới rõ ràng,không tranh chấp, pháp lý đầy đủ, không dính quy hoạch, sổ đỏ cất két sẵn sàng trao tay ngay trong ngày.
LH ngay/zalo: 0373022620 (Văn Anh) Hỗ trợ 24/7"	False	False	True	đường Chùa Bộc, Đống Đa	Hà Nội	đường Chùa Bộc, Đống Đa
TRUNG TÂM THANH KHÊ,2 TẦNG HƠN 60M2, GẦN SÂN BAY,FULL TIỆN ÍCH.	3	55.0	2.0	2.0	Đà Nẵng	"Nhà ngang 5m nở hậu 7,25m, kết cấu sẵn 2,5 tầng, đã hoàn công, sổ sách đầy đủ.
- Đường ô tô, nhà 2 mặt kiệt thoáng, 2 phòng ngủ, 2 toilet rộng đủ cho 5 người cùng tắm chung.
- Đang cho thuê 5 triệu/tháng.
- Trung tâm quận Thanh Khê, nhà hiếm có, liên hệ ngay để được sở hữu.
^ Có dòng tiền trong khi căn nhà cực rẻ và ổn áp hiếm có."	False	True	True	Trung tâm Thanh Khê	Đà Nẵng	Trung tâm Thanh Khê
GÒ VẤP, NHÀ PHỐ ĐỒNG BỘ PHAN VĂN TRỊ P7, 4 TẦNG, DT 5 x 19m, CHỈ 18 TỶ	2.4	219.0	5.0	5.0	Phan Văn Trị, phường 7, quận Gò Vấp, tp.HCM	"Tâm BĐS Tel / Zalo 0909 269 706
23129113NM1 Mô tả
- Vị trí nhà ngay trung tâm quận Gò Vấp, các tiện ích như Co.op mart, Vincom, Emart Phan Văn Trị, chỉ nằm trong bán kính 100-200m, khu vực dân cư đông và có giá trị BDS cao bậc nhất quận Gò Vấp, giao thông đi lại thuận tiện, chỉ 500m ra trục đường Phạm Văn Đồng...
- Đường trước nhà rộng 12m có 2 bên lề đường, mỗi bên rộng 4m, đường thông sang Dương Quảng Hàm, đông đúc dân cư qua lại.
- Vị trí phù hợp Kinh doanh mua bán, mở Văn phòng Cty, Spa, Coffee...
- Diện tích đất đẹp 5 x 19m CN sổ 95m2.
- Kết cấu nhà phố 1 trệt 3 lầu (có sân thượng), Công năng 5 phòng ngũ 5 tolet, sân vườn, Gragage ô tô...
- Hướng cửa: Đông nam.
- Pháp lý chuẩn, làm việc chính chủ.
- Giá chỉ 18 tỷ, thương lượng
- Hình ảnh thực, Giá trị thật. Luôn luôn tận tâm hổ trợ. Hãy gọi ngay cho Tâm BĐS."	False	False	True	Phan Văn Trị, Phường 7, Gò Vấp	Phan Văn Trị, phường 7, quận Gò Vấp, tp.HCM	Phan Văn Trị, Phường 7, Gò Vấp
Nhà hẻm thông, view Landmark 81, có sân thượng, 3 phòng ngủ	18	40.0	3.0	3.0		"Nhà Lê Quang Định, phường 11, Bình Thạnh
+ Diện tích: 3m (nở hậu 5.5m) x 12m = 40m2
Kết cấu: 1 trệt - 2 lầu – sân thượng: 3 phòng ngủ, 3wc
+vị trí: hẻm 3m
Hotline : Duyên 0908638007 để biết thêm chi tiết.
Hình minh họa"	False	False	True	Lê Quang Định, phường 11, Bình Thạnh	Lê Quang Định, phường 11, Bình Thạnh	Lê Quang Định, phường 11, Bình Thạnh
Bán nhà q.4 - hẻm 4m xe hơi đỗ cửa Bến Vân Đồn - nhà 5T có 9 phòng dt 31m2 giá 6.X TỶ	5.3	31.0	9.0	5.0		"BÁN NHÀ QUẬN 4 - HẺM 4M XE HƠI ĐỖ CỬA HOÀNG DIỆU THÔNG RA BẾN VÂN ĐỒN - NHÀ 5 TẦNG CÓ 9 PHÒNG CHO THUÊ THU NHẬP TỐT - SỔ HỒNG RIÊNG - HOÀN CÔNG ĐỦ - GIÁ NHỈNH 6 TỶ.
????Mô tả :
????Diện tích: 31m2 (3.3 x 9), diện tích sàn 125m2, nhà nở hậu tài lộc.
????Kết cấu: Nhà 5 tầng gồm 1 trệt + lửng + 2 lầu + sân thượng.
????Hiện trạng: nhà có 9 phòng cho thuê + 5 toilet, phòng khách, bếp ăn, sân thượng thoáng mát. Nhà vừa ở ,vừa cho thuê full phòng.
????Pháp lý: nhà có sổ hồng riêng, hoàn công đủ, khu dân cư hiện hữu. Hỗ trợ mua vay ngân hàng.
????Vị trí: hẻm rộng 4m đẹp, xe hơi đậu trước nhà, kế bên trường mầm non Phường 6, đối diện ủy ban nhân dân và Công An Phường 6 Quận 4. Cách Bến Vân Đồn chỉ 80m, cách cầu Ông Lãnh chỉ vài bước chân, qua trung tâm quận 1 trong vòng 1 nốt nhạc.
????Giá 6.29 tỷ (thương lượng)
☎️Liên hệ khoaland xem nhà."	False	True	True	hẻm 4m, đường Phuong 6, Quận 4	hẻm 4m, đường Phuong 6, Quận 4	hẻm 4m, đường Phuong 6, Quận 4
Phú Thượng Tây Hồ - Nhà Mới Sang Trọng - Lô Góc Thoáng Sáng - Ô Tô Đỗ Cửa - Giá Chỉ 4 Tỷ	5.4					"Phú Thượng Tây Hồ - Nhà Mới Sang Trọng - Lô Góc Thoáng Sáng - Ô Tô Đỗ Cửa - Giá Chỉ 4 Tỷ

Thiết kế: 37m2 x 5 Tầng

- Vị trí nhà rất đẹp, ngõ sạch sẽ thông thoáng, ô tô đỗ cửa. Gần các trường cấp 1,2 Phú Thượng, cấp 3 Tây Hồ, chợ dân sinh đầy đủ.
- Giao thông đi lại thuận tiện kết nối các tuyến phố như Võ Chí Công, Âu Cơ, Phú Xá, đường mới đi 5 phút kết nối KĐT Ciputra.
- Nhà mới, khung cột cực kì chắc chắn không một vết chân chim. Nhà lô góc 2 thoáng vĩnh viễn, phòng nào cũng có cửa sổ, ban công, trước nhà sạch sẽ, hàng xóm thân thiện.
- Sổ đỏ nở hậu cực đẹp, chính chủ đang nhờ ngân hàng giữ hộ cho mới sẵn sàng giao dịch.

Liên hệ ngay để được hướng dẫn chọn căn nhà vừa ý nhất:
0975733136 (Mr Phong ZL + SDT)"	False	False	True	Phú Thượng, Tây Hồ	Phú Thượng, Tây Hồ	Phú Thượng, Tây Hồ
⏩ TÔ HIẾN THÀNH - CN 71M2 - CHỈ 6,9 TỶ, TL	6.4	71.0	2.0			"⏩ TÔ HIẾN THÀNH - CN 71M2 - CHỈ 6,9 TỶ, TL

⚡DT: 71m2 ( 7m4 x 11m ), Phía sau 1m tóp còn 3m
⚡Kết cấu: cấp 4 có thêm 1 gác lửng, gồm 2PN, phòng khách, bếp.
⚡ Vị trí đẹp, ngay chợ Hoa, Hẻm thông tứ tung.

☎️ Gọi ngay đi xem Nhà Đẹp này 093 888 6128 Thúy Dinh ( 翠莹 ).
⏩ Kết bạn Zalo để xem kho hàng và luôn cập nhật hàng mới nhất
---------------------
KHÔNG TIN ẢO
Ms644"	False	False	True	Tô Hiến Thành	Tô Hiến Thành	Tô Hiến Thành
