Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
Nhà đẹp, nhỉnh 3 tỷ, 35m2, 2 tầng	3.6	35.0				"Diện tích: 35m2.
Ngang 3.5m dài 10m.
Kết cấu trệt 1 lầu.
Sổ hồng vuông vức."	False	False	True	na	na	na
HXH TRÁNH - XE HƠI 7C NGỦ TRONG NHÀ - NGANG 5M BỀ THẾ - TẶNG FULL NỘI THẤT CAO CẤP - GIÁ CHÀO BÁN 8.6 TỶ	14.9		3.0	4.0		"+ Diện tích: 5m x 20m, công nhận đủ 100m2.
+ Kết cấu: Đúc kiên cố 1 trệt + 1 lửng 2 lầu – sân thượng.
+ Nhà gồm: phòng khách - phòng ăn + bếp, 3 phòng ngủ, 4 wc, 1 phòng thờ, phòng thể dục, phòng giặt, sân phơi, sân thượng.
+ Vị trí hẻm: 1 sẹc thông xe hơi, khu dân trí cao, văn minh. Ô Tô ???? đỗ trong nhà
???? Đặc biệt: Để lại một số đồ nội thất cao cấp trong nhà trị giá khoảng 300 triệu"	True	False	True	Tráng, Quận ???	Tráng, Quận ???	Tráng, Quận ???
BÁN NHÀ PHÚ NHUẬN NGAY SÁT CHỢ GIÁ TỐT - GIÁ NHỈNH 3 TỶ	38					"Đường trước nhà: 1.8m.
Kết cấu: 1 trệt, 1 lầu, 2PN, 2WC.
Công năng: Mua sửa để ở hoặc cho thuê.
????Pháp lý: Sổ hồng riêng"	False	False	True	Phú Nhuận, sát chợ	Phú Nhuận, sát chợ	Phú Nhuận, sát chợ
Nhà rộng Ngọc Thụy, Long Biên, 82m x 6 tầng, MT 4.5m, thang máy xịn, giá hơn 8 tỷ	3.6	82.0	5.0	6.0	Long Biên	"- Bán nhanh nhà rộng đẹp Ngọc Thụy, Long Biên. Diện tích 82m xây dựng 6 tầng nội thất đẹp, thang máy xịn, mặt tiền nhà rộng 4,5m thoáng sáng trước sau.
- Nhà được thiết kế tỉ mỉ đẹp từ chỗ để xe cho đến tối ưu công năng diện tích sử dụng của từng phòng, nội thất hiện đại cùng thang máy xịn, kết hợp không gian mở thoáng với các chỉ tiết tiểu cảnh cùng cây xanh tạo cho ngôi nhà đẹp hiện đại thoáng sáng, bao gồm:
+ Tầng 1: để xe + WC, bếp kết hợp khu để rượu.
+ Tầng 2: Phòng khách + phòng đọc sách
+ Tầng 3, 4, 5: tổng 5 Phòng ngủ khép kín + phòng thờ
+ Tầng 6: phòng để đồ, sân phơi + thư giãn uống trả.
- Nhà hiện trạng đang ở, sẵn sàng ban giao cho chủ mới để chuyển chỗ do nhu cầu công việc phải di chuyển đến nơi mới cho thuận tiện, nhà đẹp, xây dựng tỉ mỉ miễn chê, xem là thích. Chủ nhà thiện trí giao dịch nhanh cho khách mua.
- Khu vực nhà đang phát triển hạ tầng đẹp gồm đường 40m Hồng Tiến kéo dài, đường 17,5m đang mở rộng cạnh nhà, giao thông đi lại thuận tiện, chỉ 10 phút lên cầu Long Biên hoặc Chương Dương để sang Hoàn Kiếm, gần chợ Ngọc Thụy, sang Ngọc Lâm, Nguyễn Văn Cừ mất 8 phút.
+ Sổ đỏ vuông đẹp sẵn sàng giao dịch.
LH: 0904.882258"	True	False	True	Ngọc Thụy, Long Biên	Long Biên	Ngọc Thụy, Long Biên
Bán nhà Khương Đình Thanh Xuân 42m2 x 5T chỉ hơn 6 tỷ	3.25	42.0	4.0	4.0	ngõ 188 đường Khương Đình Thanh Xuân Hà Nội	"- Cần bán gấp căn nhà trong ngõ 188 đường Khương Đình Thanh Xuân Hà Nội
- diện tích 42m2 mặt tiền 5m
+ Vị trí: Nhà lô góc 2 mặt ngõ mở cửa sổ 2 bên không thiếu ánh sáng tự nhiên, ngõ trước nhà SH quay đầu, cách mặt đường Khương Đình 30m.
+ Chủ đầu tư xây uy tín, tâm huyết, chắc chắn đầy đủ công năng, trang thiết bị nội thất hiện đại đầy đủ, khách mua xách vali về ở ngay.
+ Thiết kế:
- Tầng 1: Để xe, phòng bếp, vs.
- Tầng 2 Phòng khách VIP
- T3,4: Mỗi tầng 2 ngủ, 1 vệ sinh giữa.
- Tầng 5: Phòng thờ, khu giặt, sân phơi.
+ Sổ đỏ phân lô, sẵn sàng giao dịch ngay
- giá thương lượng: 6,4 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	ngõ 188, đường Khương Đình, Thanh Xuân, Hà Nội	ngõ 188 đường Khương Đình Thanh Xuân Hà Nội	ngõ 188, đường Khương Đình, Thanh Xuân, Hà Nội
Lý Tuệ. Tân Phú. 39m2. 3 tầng BTCT. Sổ vuông vức. Nhỉnh 3 Tỷ.	6.4	39.0	3.0			"+ Hiện trạng nhà đang cho thuê 10tr/ tháng.
+ Kết cấu nhà 1 trệt, 1 lửng, 1 lầu, 3 PN, 2 WC, ban công hướng cực mát.
+ Hẻm trước nhà 4m sạch sẽ, cách mặt tiền chỉ tầm 50m.
+ Vị trí đi ra siêu thị, trường học, các quận trung tâm rất gần.
+ Pháp lý chuẩn, sổ vuông vức, công chứng nhanh."	False	True	True	Lý Tuệ, Quận Tân Phú	Lý Tuệ, Quận Tân Phú	Lý Tuệ, Quận Tân Phú
Nhà Bán Gò Vấp, Phường 17, Nguyễn Oanh, 3 Tầng, Hẻm 6m, Diện Tích 4.5x16, Sổ A4	3.7	72.0	3.0	3.0		"Bán Nhà Gò Vấp.
Mô tả:
+ Nhà vị trí quá đẹp, khách mua ở, kinh doanh, mở công ty văn phòng, làm căn hộ cho thuê đều thích hợp.
+ Kết cấu: 1 trệt 2 lầu sân thượng BTCT, 3 phòng ngủ,3WC, ban công, sân thượng.
+ Hẻm rộng 6m, xe hơi ra vào.
+ Sổ đẹp vuông vức,Hoàn công đầy đủ, không quy hoạch, pháp lý rõ ràng, chủ thiện chí giao dịch và công chứng ngay.
- Gọi ngay (Zalo) Mr Vinh xem nhà, đất trực tiếp.
- Bất động sản nhà phố Sài Gòn - Nhà đất giá rẻ - Gặp Chính Chủ Thương Lượng
#batdongsannhaphosaigon"	False	False	True	Nguyễn Oanh, Phường 17, Gò Vấp	Nguyễn Oanh, Phường 17, Gò Vấp	Nguyễn Oanh, Phường 17, Gò Vấp
NHÀ NGỘP NẶNG 7,5 TỶ, 65M2 TRẦN VĂ QUANG PHƯỜNG 10 QUẬN TB	5.6	64.0	3.0	3.0	QUẬN TÂN BÌNH , TRÂN VĂN QUANG, P10	"Nhỉnh 7 tỷ,TRẦN VĂN QUANG , P10 ,nhà QUẬN TÂN BÌNH

HẺM THÔNG XE HƠI VÀO NHÀ ,SỔ VUÔNG . NGANG 4,7M X DÀI 14M

+ Kết cấu: 1 lầu,3 phòng ngủ, 3WC, phòng khách, phòng bếp.
+ Nhà BTCT chắc chắn.
+ Nhà rất thoáng mát.
+ Sổ vuông vức, không lỗi phong thủy.
+ Hẻm xe hơi thông thẳng , sạch đẹp, văn minh.
+ Khu vực dân trí cao, hàng xóm thân thiện.
+ Pháp lý chuẩn, công chứng ngay."	False	False	True	Trần Văn Quang, Phường 10, Quận Tân Bình	QUẬN TÂN BÌNH , TRÂN VĂN QUANG, P10	Trần Văn Quang, Phường 10, Quận Tân Bình
BÁN NHÀ NGỘP 7,5 TỶ, 65M2 TRẦN VĂ QUANG PHƯỜNG 10 QUẬN TB	7.5	64.0	3.0	3.0	QUẬN TÂN BÌNH , TRÂN VĂN QUANG, P10	"Nhỉnh 7 tỷ,TRẦN VĂN QUANG , P10 ,nhà QUẬN TÂN BÌNH

HẺM THÔNG XE HƠI VÀO NHÀ ,SỔ VUÔNG . NGANG 4,7M X DÀI 14M

+ Kết cấu: 1 lầu,3 phòng ngủ, 3WC, phòng khách, phòng bếp.
+ Nhà BTCT chắc chắn.
+ Nhà rất thoáng mát.
+ Sổ vuông vức, không lỗi phong thủy.
+ Hẻm xe hơi thông thẳng , sạch đẹp, văn minh.
+ Khu vực dân trí cao, hàng xóm thân thiện.
+ Pháp lý chuẩn, công chứng ngay."	False	False	True	Trần Văn Quang, Phường 10, Quận Tân Bình	QUẬN TÂN BÌNH , TRÂN VĂN QUANG, P10	Trần Văn Quang, Phường 10, Quận Tân Bình
MẶT TIỀN TÂN PHÚ LÔ GÓC, 2 XE HƠI NGỦ TRONG NHÀ, CHƯA TỚI 100 TR/M2, HIỆN ĐẠI CAO CẤP, HOÀN CÔNG ĐẦY ĐỦ CHỈ 12 TỶ.	7.5	122.0			ĐỖ NHUẬN, SƠN KỲ, TÂN PHÚ	"Mô tả:
+ Nhà đúc 1 trệt 2 lầu BTCT tổng 4 phòng ngủ, 5 nhà vệ sinh, phòng khách, phòng bếp hiện đại, sân trước nhà rộng rãi làm khu vườn nhỏ xinh đậu được 2 ô tô. Nhà 2 mặt tiền 1 to 1 nhỏ.
+ Nội thất đầy đủ, gia chủ thiết kế hiện đại. Nhà nở hậu tài lộc. Cổng bên hông thoáng mát.
+ 2 Xe hơi ngủ trong nhà. Nhà ngay EAON MALL Tân Phú, Đại học Công nghiệp thực phẩm, sân bay,...tiện di chuyển đi các Quận. Khu dân cư hiện đại văn minh.
+ Khu vực an ninh, yên tĩnh, đang có nhiều dự án lớn triển khai, giá trị khu vực tăng lên đáng kể.
+ Sổ đã hoàn công công chứng ngay trong ngày. Chủ nhà nhiệt tình, thiện chí bán, rất hợp tác.
Cần thông tin thêm liên hệ: 0354095924"	True	True	True	Tân Phú	ĐỖ NHUẬN, SƠN KỲ, TÂN PHÚ	Tân Phú
