Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
BÁN NHÀ ĐẸP LUNG LINH,GIÁ SỐC,9 BƯỚC RA PHỐ LĨNH NAM.	3700000000	34.0	3.0	3.0		"CHỈ CẦN KHÁCH THÍCH - GIÁ NÀO CŨNG BÁN - TẶNG FULL NỘI THẤT.
Nhà đẹp ba bước ra phố Lĩnh Nam với thiết kế:
- Tầng 1 : phòng khách + bếp + wc
- Tầng 2 : 2 phòng ngủ + wc + ban công phơi đồ .
✅ Pháp lý : Nhà chưa làm sổ , nguồn gốc đất ở đô thị lâu dài , đóng thuế hàng năm , tương lai làm được sổ đỏ.Giá:1,8 tỷ/32m2.LH:0924851995!Trân trọng!"	False	False	True	True	Phố Lĩnh Nam	Phố Lĩnh Nam	Phố Lĩnh Nam
Bán nhà Vạn Phúc, kinh doanh, ba gác quay đầu 5tầng, 5 tỷ 2	1.8					"BÁN NHÀ VẠN PHÚC, KINH DOANH, BA GÁC 5T, 5 TỶ 2.
- Bán gấp nhà khu phố Vạn phúc Hà Đông 5 tầng mặt tiền 4,1m
- Tọa lạc ngay khu trung tâm kinh doanh, buôn bán sầm uất bậc nhất quận Hà Đông,
- Đường trước nhà Ba gác quay đầu, Ô tô 20m, kinh doanh phát đạt.
- Nhà mới xây đẹp lung linh, mặt tiền thoáng, sống phong lưu.
- Giao thông kết nối đầy đủ đến các trục đường lớn của thủ đô như Tố Hữu, Lê Trọng Tấn, Quang Trung nguyễn trãi.
- Pháp lí sạch sổ đỏ nằm nghiêng chờ Giao dịch
- Giá 5 tỷ hai có thương lượng.
Gọi ngay 0904564663 gặp Tùng để xem nhà"	False	False	True	True	khu phố Vạn Phúc, Hà Đông	khu phố Vạn Phúc, Hà Đông	khu phố Vạn Phúc, Hà Đông
Bán Nhà Mới Xây Mặt Tiền Trần Văn Giàu, Bình Chánh ĐÃ CÓ SỔ	3100	52.0	2.0	2.0		"Ra hàng căn nhà mới xây mặt tiền ở Bình Chánh
Cấu trúc: Trệt 1 lầu, 2 phòng ngủ, 2wc, phòng bếp, ban công, sân trước, máy lạnh, sofa,...
Diện tích 52m2
Giá 650tr
Ưu Điểm : Vị Trí nhà đẹp , Đường xá thông thoáng , GẦN chợ cầu xáng, Chùa Phật Cô Đơn, Siêu thị , Trường Học Phạm Văn Hai , Ủa Ban xã Lê Minh Xuân,Thích hợp định cư hoặc cho thuê,...VV
Đường 5m oto vào tận nhà
Pháp lý: Sổ hồng.
Liên hệ để biết thông tin chi tiết"	False	True	True	False	đường Trần Văn Giàu, Quận Bình Chánh	đường Trần Văn Giàu, Quận Bình Chánh	đường Trần Văn Giàu, Quận Bình Chánh
Nhà 2 Mặt Tiền Kinh Doanh, Phú Nhuận, Thích Quảng Đức, 7.5 x 9.5, Đường10m, 5 Tầng, Thu 25 tr.th, Chỉ 24 tỷ.	2.1	71.0			Thích Quảng Đức, Phường 3, Quận Bình Thạnh	"Nhà 2 Mặt Tiền Kinh Doanh, Phú Nhuận, Thích Quảng Đức, 7.5 x 9.5, Đường10m, 5 Tầng, Thu 25 tr.th, Chỉ 24 tỷ.
Phan Đăng Lưu, Thích Quảng Đức, Nguyễn Đình Chiểu, Phùng Văn Cung,
Nhà 3 Mặt Thông Thoáng 1 trệt 4 tầng BTCT, 6 Phòng…
Mặt Trước là mặt Tiền Thích Quảng Đức đang có hợp đồng cho thuê 25 tr.th, về khai thác lại cho thuê 40 tr.th.
Mặt Sau là Mặt Tiền Phùng Văn Cung
Mặt bên hông là hẻm ba gác thông sang Phùng Văn Cung
Sổ Hoàng Công Đầy đủ, ngân hang nắm chắc,
Liên hệ em Nguyên Nhà Đất xem nhà ngay xem nhà miễn phí
Gọi ngay: 0901486189 , 0987581589"	True	True	True	False	Thích Quảng Đức, Phường Phú Nhuận	Thích Quảng Đức, Phường 3, Quận Bình Thạnh	Thích Quảng Đức, Phường Phú Nhuận
Nhà 2 Mặt Tiền Kinh Doanh, Phú Nhuận, Thích Quảng Đức, 7.5 x 9.5, Đường10m, 5 Tầng, Thu 25 tr.th, Chỉ 24 tỷ.	24000000	71.0			Thích Quảng Đức, Phường 3, Quận Bình Thạnh	"Nhà 2 Mặt Tiền Kinh Doanh, Phú Nhuận, Thích Quảng Đức, 7.5 x 9.5, Đường10m, 5 Tầng, Thu 25 tr.th, Chỉ 24 tỷ.
Phan Đăng Lưu, Thích Quảng Đức, Nguyễn Đình Chiểu, Phùng Văn Cung,
Nhà 3 Mặt Thông Thoáng 1 trệt 4 tầng BTCT, 6 Phòng…
Mặt Trước là mặt Tiền Thích Quảng Đức đang có hợp đồng cho thuê 25 tr.th, về khai thác lại cho thuê 40 tr.th.
Mặt Sau là Mặt Tiền Phùng Văn Cung
Mặt bên hông là hẻm ba gác thông sang Phùng Văn Cung
Sổ Hoàng Công Đầy đủ, ngân hang nắm chắc,
Liên hệ em Nguyên Nhà Đất xem nhà ngay xem nhà miễn phí
Gọi ngay: 0901486189 , 0987581589"	True	True	True	False	Thích Quảng Đức, Phú Nhuận	Thích Quảng Đức, Phường 3, Quận Bình Thạnh	Thích Quảng Đức, Phú Nhuận
Cần bán nhà tại mặt phố chia lô ô tô tránh có vỉa hè cực đẹp tại phố Nguyễn Thị Định 6 tầng kinh doanh tốt giá 10 tỷ	24000000	35.0				"* Nhà có vị trí tại trung tâm đường Nguyễn Thị Định thuộc khu đô thì Trung Hòa – Nhân Chính. KĐT Trung Hòa - Nhân Chính được triển khai xây dựng tại địa bàn phường Trung Hòa – Q.Cầu Giấy và P.Nhân Chính –Q.Thanh Xuân - TP Hà Nội. Địa điểm này là nơi tập trung hàng loạt các trụ sở quan trọng hàng đầu như: ngân hàng, doanh nghiệp, trường học và các cơ quan hành chính.
Ngoài ra, khu vực này còn nằm gần với trung tâm hội nghị quốc gia; đại siêu thị Big C Thăng Long; tòa nhà Hanoi Landmark. Từ dự án, cư dân nhanh chóng tiếp cận hàng loạt các trục đường giao thương huyết mạch của khu vực như: cao tốc Phạm Hùng; đường Trần Duy Hưng; đường Lê Văn Lương;... Chính bởi thế mà khu vực này được coi là trung tâm mới của thành phố.
* Khu vực này luôn nhận được sự quan tâm của giới kinh doanh hay đầu tư bất động sản thuộc vào hàng top đầu của cả Hà Nội. Các vị trí mặt phố kinh doanh tại đây luôn khan hiếm và giá cúng khá cao xứng tầm vị thế.
* Do nhu cầu thay đổi chỗ ở phù hợp với công việc gia đình nên gia chủ muốn bán căn nhà với diện tích xây dựng 35m2 bao gồm 6 tầng kết cấu khung cột chắc chắn, nội thất đẹp hiện đang kinh doanh mang laị dòng tiền khá tốt.
* Nhà có pháp lý rõ ràng, sổ đỏ chính chủ sẵn sàng giao dịch với giá mong muốn là 10 tỷ. Cơ hội sỏ hữu hàng hiếm vị trí đẹp tại khu vực được quan tâm nhất hiện nay với mức giá khá hợp lý cho ai có nhu cầu.
* Quan tâm liên hệ điện thoại / zalo: 0963146879 gặp anh Dũng."	False	False	True	False	phố Nguyễn Thị Định	phố Nguyễn Thị Định	phố Nguyễn Thị Định
Bán Nhà 2 Tầng Kiệt 51 Lương Thế Vinh Gần Võ Văn Kiệt Đà Nẵng.	10	100.0				"Bán Nhà 2 Tầng Kiệt 51 Lương Thế Vinh Gần Võ Văn Kiệt Đà Nẵng.
Nhà mới keng kiệt thông thoáng, dọn vêg ở ngay.
Đi bộ ra võ văn kiệt gần cầu rồng công viên, biển mỹ khê.
Diện tích 100m2 ( 4m x25m).
Thiết kế 2 tầng với 3 phòng ngủ, bếp, 2 wc( có phòng ngủ dưới cho người lớn tuổi)
Khu dân cư đông đúc an ninh cực tốt giao thông thuận tiện.
Pháp lý sổ hồng chính chủ công chứng bàn giao nhanh.
Chủ nhà đang rất cần bán nhanh.
Giá bán 3,7 tỷ thương lượng chính chủ.
Khách quan tâm gọi ngay Minh Nhà Phố 0986598266.
Hỗ trợ khách hàng xem nhà 24/24.
Cam kết thông tin chuẩn 100%"	False	False	True	False	Lương Thế Vinh, Võ Văn Kiệt, Đà Nẵng	Lương Thế Vinh, Võ Văn Kiệt, Đà Nẵng	Lương Thế Vinh, Võ Văn Kiệt, Đà Nẵng
Bán Nhà 2 Tầng Kiệt 51 Lương Thế Vinh Gần Võ Văn Kiệt Đà Nẵng.	3.7	100.0				"Bán Nhà 2 Tầng Kiệt 51 Lương Thế Vinh Gần Võ Văn Kiệt Đà Nẵng.
Nhà mới keng kiệt thông thoáng, dọn vêg ở ngay.
Đi bộ ra võ văn kiệt gần cầu rồng công viên, biển mỹ khê.
Diện tích 100m2 ( 4m x25m).
Thiết kế 2 tầng với 3 phòng ngủ, bếp, 2 wc( có phòng ngủ dưới cho người lớn tuổi)
Khu dân cư đông đúc an ninh cực tốt giao thông thuận tiện.
Pháp lý sổ hồng chính chủ công chứng bàn giao nhanh.
Chủ nhà đang rất cần bán nhanh.
Giá bán 3,7 tỷ thương lượng chính chủ.
Khách quan tâm gọi ngay Minh Nhà Phố 0986598266.
Hỗ trợ khách hàng xem nhà 24/24.
Cam kết thông tin chuẩn 100%"	False	True	True	False	51 Lương Thế Vinh, gần Võ Văn Kiệt, Đà Nẵng	51 Lương Thế Vinh, gần Võ Văn Kiệt, Đà Nẵng	51 Lương Thế Vinh, gần Võ Văn Kiệt, Đà Nẵng
66m2 (6x11m) - 3 tỷ 4 – Nguyễn Văn Quá - Q12, Sát Gò Vấp	3.7	66.0	4.0	4.0	Quận 12 Vấp HCM	"66m2 (6x11m) - 3 tỷ 4 – Nguyễn Văn Quá - Q12, Sát Gò Vấp
Nhà Sát Vách Gò Vấp
Kết Cấu: 1 Trệt 1 Lửng 1 Lầu, 4PN 4WC, Phòng Khách, Bếp, Ban Công
Vị Trí: Nguyễn Văn Qúa, Đông Hưng Thuận Quận 12
Cách Nguyễn Văn Quá, Bách Hóa Xanh 50m Đi Bộ,
Sổ Hồng Chính Chủ, Công Chứng Trong Ngày
☏ ZALO: 0976728136 ( THANH QUANG 37 )
Ký Gửi – Mua Bán - Tư Vấn - BĐS HCM"	False	False	True	False	Nguyễn Văn Quá, Quận 12, Gò Vấp	Quận 12 Vấp HCM	Nguyễn Văn Quá, Quận 12, Gò Vấp
Nhà mặt tiền Đường Số 9 Phường 9 Gò Vấp, 66m2, 3 tầng chỉ 6.9 tỷ	3400	66.0	3.0		Đường Số 9	"MS 18923
* Vị trí: mặt tiền Đường Số 9 Phường 9 Gò Vấp, thông tứ tung.
* Diện tích 66m2, ngang 4.2m, dài 16m, 3 tầng với 3 phòng ngủ, (có phòng ngủ tầng trệt), sân thượng, giếng trời.
* Nhà mặt tiền đường thuận lợi giao thông, mua bán.
* Sổ hồng, công chứng ngay"	False	False	True	False	Đường Số 9, Phường 9, Quận Gò Vấp	Đường Số 9	Đường Số 9, Phường 9, Quận Gò Vấp
