Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
Bán nhà Tân Hòa Đông Bình Tân, hẻm 3 gác, nhà 2 tầng, 2 PN, Full công năng, nhỉnh 2 tỷ thương lượng	2.7	26.0	2.0	2.0	tân hoà đông, bình trị đông, bình tân	"NHÀ NHỎ DÀNH CHO GIA ĐÌNH NHỎ - KHU VỰC AN NINH, DÂN CƯ VĂN MINH

+ Nhà kiên cố 2 tầng 1 trệt 1 lầu (phòng khách + bếp + 2 phòng ngủ,2 tolet,bankong)

+ Sổ hồng vuông vức, hoàng công đủ.

+ Nhà hẻm nhưng gần đường lớn, hẻm sạch sẽ thông tứ tung, thuận tiện lưu thông sang nhiều nơi như đường TL10, đường chiến lược, phan anh, ..., gần vòng xoay phú lâm đi đâu cũng tiện.

+ Xung quanh tiện ích đầy đủ, khu vực gần chợ, nhiều trường học và nhiều công ty, xưởng sản xuất.

+ Mua ở hay cho thuê đều chuẩn.
----------------------------------------------------------------------------
LH Nguyễn Tiền xem nhà trực tiếp. Chủ đang gấp bán khách liên hệ sớm sẽ có được giá tốt
không hợp tác MG"	False	True	True	hẻm 3 gác, đường Tân Hòa Đông, Phường Bình Tân	tân hoà đông, bình trị đông, bình tân	hẻm 3 gác, đường Tân Hòa Đông, Phường Bình Tân
Xe tải đổ cửa. Vị trí kinh doanh. Gần mặt tiền đường. 60m2. Nhà đẹp 2 tầng. Nhỉnh 4 Tỷ.	2.3	60.0	2.0			"+ Diện tích 60m2 Kết cấu 2 tầng. 1 trệt 1 lầu, 2 Phòng Ngủ, 2 WC, nhà kiên cố chắc chắn.
+ Vị trí hẻm xe tải kế mặt tiền đường, kinh doanh sầm uất, gần Tân Sơn Nhì, Aeon Tân Phú.
+ Pháp lý chuẩn, sổ vuông vức, công chứng nhanh."	False	True	True	đường Kenny, Quận Tân Phú	đường Kenny, Quận Tân Phú	đường Kenny, Quận Tân Phú
NHÀ GẦN BỬU LONG,NGÃ TƯ BẾN CÁ 820tr	4.65	96.0				"Cam kết giá thật, hình thật
- Trả trước 600tr vô ở, hỗ trợ góp
- nhà vừa xây, tặng máy lạnh mới lắp
- 600m có chợ tân bình, trường tân triều
- 1 căn duy nhất, liên hệ xem nhà
SĐT : 0365 717 177 chính chủ ( có zalo"	False	False	True	Bửu Long, Ngã Tư Bến Cát	Bửu Long, Ngã Tư Bến Cát	Bửu Long, Ngã Tư Bến Cát
Cần bán Nhà Ngã Tư Sở, Thanh Xuân. Oto chánh, oto vào nhà. 42m x4tầng. giá 6,x tỷ	2150000	42.0	4.0	3.0	Thanh Xuân	"+ cần bán căn nhà quận Thanh Xuân, Phân lô oto chánh, oto vào nhà, dân trí văn minh. nhà mới xây dựng khung cột chắc chắn, chủ nhà tặng toàn bộ nội thất, khách chỉ việc về ở tận hưởng cuộc sống.
+tiện ích đủ cả như: chợ, siêu thị, ngân hàng, trường học mầm non, cấp 1 và cấp 2. ĐH THủy Lợi, ĐH Khoa Học Xã Hội và Nhân Văn. ĐH Y hà nội
+ giao thông kêt nối nhiều trục đường chính như : Chính Kinh, Quan Nhân, Láng, Trường Chinh, Tây Sơn, Nguyễn Trãi, Vũ Tông Phan. Ngã Tư Sở.
+ Giá 6,x tỷ (Thương Lượng Mạnh).
Liên hệ Em Vũ 0333040265 để xem nhà miễn phí, làm việc chính chủ, Chuyên Thanh Xuân"	False	False	True	Ngã Tư Sở, Quận Thanh Xuân	Thanh Xuân	Ngã Tư Sở, Quận Thanh Xuân
NHÀ LÂM DU - BỒ ĐỀ, 48M X 5 TẦNG, MT 4M, Ô TÔ GẦN, 4 TỶ 8	2.45	48.0	6.0	5.0	Long Biên	"- Bán nhà mới hoàn thiện đẹp tại Lâm Du, Bồ Đề, Long Biên. Nhà cách mặt đường Lâm Du 15m, ô tô qua lại thuận tiện. Diện tích 48 m, mặt tiền 4, xây dựng 5 tầng đẹp.
- Vị trí nhà ngay đầu đường Lâm Du, phường Bồ Đề, từ nhà đi lên cầu Chương Dương khoảng 200m, giao thông thuận tiện có thể đi từ Nguyễn Văn Cừ, Bồ Đề, Lâm Du vào nhà. Phường Bồ Đề phát triển, kế cận phố cổ bên sông Hồng, chỉ 5 phút là sang Hoàn Kiếm.
- Nhà thiết kế hiện đại, tối ưu công năng, các phòng thoáng sáng, tổng 6 phòng ngủ. Nhà được hoàn thiện cẩn thận, chủ mới chỉ việc chuyển đồ đến ở đảm bảo miễn chê. Tiện ích quanh nhà đầy đủ, an ninh tốt, dân trí cao.
- Chủ nhà đang cần chuyển nhượng nhanh cho khách hàng thiện trí về ở ngay với nội thất đẹp, nhà sáng mới.
+ Sổ đỏ vuông đẹp sẵn sàng sang tên.
LH: 0904.882258"	True	False	True	Lâm Du, phường Bồ Đề, Long Biên	Long Biên	Lâm Du, phường Bồ Đề, Long Biên
Bán Nhà Ngã Tư Sở, Quận Thanh Xuân, Thang Máy, Gần oto. 45m x6T.MT4m	4.8	45.0	4.0	5.0	Thanh Xuân	"+ Bán nhà Ngã Tư Sở. nhà mới, thang máy nhập ngoại. ngõ rộng thênh thang, gần phố, oto. lô góc 2 mặt thoáng. nhà xây mới từ móng tới nóc, chủ nhà tặng toàn bộ nội thất.
+ gần ngã tư sở, Royal city, siêu thị, ngân hàng, chợ, trường học mầm non, cấp 1, 2. ĐH Thủy Lợi, ĐH Y hà Nội, ĐH Công Đoàn, Đh Khoa Học Xã Hội và Nhân văn...
+kết nôi nhiều phố vip như : Ngã Tư Sở, Trường Chinh, Nguyễn Trãi, Khương Trung, Quan Nhân, Chính Kinh, Hoàng Văn Thái....
+ giá chào 6,x tỷ(Thương lượng Mạnh).
+ Sổ đỏ chính chủ, pháp lý chuẩn. khách đến là sang tên.
Liên hệ trực tiếp E Vũ 0333040265. Xem nhà và Gặp Chính chủ
(Chuyên Thanh Xuân)."	True	True	True	Ngã Tư Sở, Quận Thanh Xuân	Thanh Xuân	Ngã Tư Sở, Quận Thanh Xuân
Chính chủ cần bán căn Shophouse Ngọc Trai 08 giá 15.5 tỷ - Vinhomes Ocean Park Gia Lâm. 0868878818	6.3	71.0			Vinhomes Ocean Park Gia Lâm	"Chính chủ cần bán căn Shophouse Ngọc Trai 08 giá 15.5 tỷ - Vinhomes Ocean Park Gia Lâm.
Do không có nhu cầu sử dụng nên tôi cần chuyển nhượng căn Shophouse tại Vinhomes Ocean Park Gia Lâm.
Vị trí thuộc phân khu Ngọc Trai 08 - Nằm trên trục đường 52m, thuận tiện kinh doanh nhiều loại hình khác nhau.
Diện tích 70.8m2.
Diện tích xây dựng 322m2.
Mặt tiền 5.9m.
Xây dựng 5 tầng.
Liên hệ trực tiếp xem nhà 0868.878.818."	False	True	True	đường 52m, Vinhomes Ocean Park Gia Lâm	Vinhomes Ocean Park Gia Lâm	đường 52m, Vinhomes Ocean Park Gia Lâm
Bán nhà Láng quận Đống Đa 36m2 x 5T chỉ hơn 5 tỷ	15.5	36.0	5.0	5.0	ngõ 1008 đường Láng quận Đống Đa Hà Nội	"- Cần bán gấp căn nhà trong ngõ 1008 đường Láng quận Đống Đa Hà Nội
- diện tích 36m2 mặt tiền 3,5m
Vị trí đẹp, gần phố, trước nhà thoáng sạch, an sinh tuyệt vời.
+ Tầng 1: Phòng khách + bếp + WC.
+ Tầng 2,3,4,5: Mỗi tầng 1 phòng ngủ + WC.
+ Tầng phòng: Phòng thờ + sân phơi.
+ Nội thất gồm tủ bếp, sàn gỗ nhập khẩu, thiết bị vệ sinh
+ Sổ đỏ chính chủ.
- giá thương lượng: 5,5 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	ngõ 1008, đường Láng, quận Đống Đa, Hà Nội	ngõ 1008 đường Láng quận Đống Đa Hà Nội	ngõ 1008, đường Láng, quận Đống Đa, Hà Nội
Bán nhà đường Bình Trị Đông Bình Tân HXH, 41M2, 2Tầng BTCT, Kinh Doanh, nhỉnh 5 tỷ TL	5.5	41.0	3.0	2.0	Bình Trị Đông, Bình Trị Đông, Bình Tân, Hồ Chí Minh	"Diện tích: 4,1 x 10m

+ Nhà 2 tầng BTCT, 3 Phòng ngủ, phòng khách, bếp rộng, cách mặt tiền 20m, đi bộ ra chợ bình trị đông.

+ Hẻm 4m thông, taxi đón tận cửa.

+ Nằm trong khu vực kinh doanh sầm uất, xung quanh tiện ích ngập tràn. 3 phút đến bệnh viện Bình Tân, 3 phút đến trường THCS Lý Thường Kiệt. Gần ngã tư bốn xã thuận tiện di chuyển về các quận trung tâm khoảng 15 phút đi xe.

+ Khu dân cư đông đúc, gần kế chợ, vừa ở vừa kinh doanh chuẩn luôn.

+ Giá thoả thuận.
===============================================================
== LH Nguyễn Tiền xem nhà, thương lượng giá cả làm việc chính chủ.
không hợp tác MG"	False	True	True	đường Bình Trị Đông, Phường Bình Tân	Bình Trị Đông, Bình Trị Đông, Bình Tân, Hồ Chí Minh	đường Bình Trị Đông, Phường Bình Tân
Bán nhà Nguyễn Trãi Thanh Xuân 26m2 x 5T chỉ 3,8 tỷ	5.2	26.0	5.0	5.0	ngõ 72 đường Nguyễn Trãi Thanh Xuân Hà Nội	"- cần bán gấp căn nhà trong ngõ 72 đường Nguyễn Trãi Thanh Xuân Hà Nội
- diện tích 26m2 mặt tiền 3m
- Ngõ 72 Nguyễn Trãi ngay cạnh royal hưởng trọn mọi tiện ích từ rạp chiếu phim , siêu thị trường học quốc tế chuẩn sang xịn mịn.
+ Ngõ rộng thoáng thẳng tưng. Nhà 5 tầng còn mới đẹp thoáng sáng khách chỉ việc vào ở ngay.
Thiết kế:
- Tầng 1: Phòng bếp, bàn ăn vs.
- Tầng 2: Phòng khách có thể chỉnh thành ngủ, WC.
- Tầng 3, 4: Mỗi tầng 1 ngủ, WC khép kín.
- Tầng 5: Phòng thờ, sân phơi.
- Sổ đỏ chính chủ sẵn sàng giao dịch.
- giá thương lượng: 3,8 tỷ
Liên hệ- MR MẠNH MẶT NGÕ 0367549898- MUA BÁN KI GỬI NHÀ ĐẤT HÀ NỘI"	False	False	True	Ngõ 72 đường Nguyễn Trãi, Thanh Xuân, Hà Nội	ngõ 72 đường Nguyễn Trãi Thanh Xuân Hà Nội	Ngõ 72 đường Nguyễn Trãi, Thanh Xuân, Hà Nội
