Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
Nhà Ngọc Lâm Long Biên Dt 60m 4 tầng hơn 6 tỷ vài bước chân ra phố ẳm thực Ngọc Lâm	4700000	60.0			Phường Ngọc Lâm, Quận Long Biên, Hà Nội	"Cách vài bước chân ra phố Ngọc Lâm, cách cầu
Chương Dương 5 phút.
+ Gần các tuyến phố chính Nguyễn Văn Cừ Nguyễn Sơn, Ngọc Lâm, Bồ Đề, Ngọc Thuỵ Hồng Tiến, Ái Mộ…
+ Gần trường cấp 1, 2 Ái Mộ , cấp 3 Nguyễn Gia Thiều, Trường quốc tế liên cấp Wellsping gần UBND phường, siêu thị BigC, Aeon, bệnh viện Tâm Anh bến xe Gia Lâm, chợ Gia Lâm, gần chi nhánh các ngân hàng.
+ Nhà 5 tầng chủ tự xây tâm huyết, mới đẹp ở ngay, xây khung cột chắc chắn thiết kế hiện đại

Sổ đỏ vuông chính chủ, sẵn sàng giao dịch.

Giá bán hơn 8 tỷ ( có thương lương ). Miễn trung gian
Liên hệ Nguyễn Huy 0913183933 hỗ trợ mọi thủ tục mua bán sang tên, vay ngân hàng."	False	False	True	phố Ngọc Lâm, Quận Long Biên	Phường Ngọc Lâm, Quận Long Biên, Hà Nội	phố Ngọc Lâm, Quận Long Biên
bán nhà hẻm 173 an dương vương quận bình tân 52m2, Ngang 5m, 4 tầng BTCT, chỉ 5 tỷ	11	52.0	5.0	4.0	đường an dương vương, an lạc, bình tân	"+ Diện tích 5 x 10,5m

+ Nhà 4 tầng đẹp lung linh, 5 phòng ngủ, 4 WC, nội thất xịn.

+ Hẻm 8m thông ra đường võ văn kiệt, đi thông tứ phía, xe tải vi vu.

+ Ngay ngã tư đại lộ Đông Tây, đi thẳng 1 đường là vào trung tâm Q1, Q5, Q8,...

+ Gần trường cấp 2 Bình Tân, gần chợ,... tiện ích gì cũng có.

+ Sổ đẹp vuông vức, pháp lý chuẩn.

+ Xem thực tế mới thấy vị trí và giá trị của căn nhà.

+ LH Nguyễn Tiền xem nhà trực tiếp, miễn môi giới!"	False	False	True	hẻm 173 An Dương Vương, Quận Bình Tân	đường an dương vương, an lạc, bình tân	hẻm 173 An Dương Vương, Quận Bình Tân
7 TẦNG NỘI THẤT HIỆN ĐẠI-NHÀ THOÁNG TRƯỚC SAU-NHÀ 2 Mặt NGÕ-45M2- MẶT TIỀN 4.7M – 4.6 TỶ	5000000	45.0	5.0	5.0	mỹ đình 2	"Nhà còn rất mới chủ mới mua về chỉ việc ở, ko cần sửa sang gì - Hoặc có thể cải tạo thành Căn hộ dòng tiền 9 phòng khép kín hái ra tiền - Móng chắc chắn lên 7-8 tầng thoải mái Vị trí đẹp hiếm nhà bán, gần Đình Thôn, Thiên Hiền, Phạm Hùng, Mễ Trì, Lê Đức Thọ, Hồ Tùng Mậu, Xuân Thuỷ, Cầu Giấy.... Tiện ích cực nhiều - Gần chợ Mỹ Đình, siêu thị Winmart và rất nhiều các cửa hàng tiện lợi mở cửa 24/7 - Gần ngay trường tiểu học và Thcs Mỹ Đình - Bán kính 1-3km rất nhiều trường cao đẳng, đại học
Thiết kế . chủ nhà thiết kế móng rất chắc chắn bê tông cốt thép có thể lên 7-8 tầng
Tầng 1: Phòng khách, Bếp, Wc -
Tầng 2 - 2 ngủ +Wc
Tầng 3 - Ngủ + thờ +wc
Tầng 4 sân phơi - khu tiểu cảnh
LIÊN HỆ: 0343314943"	False	False	True	Phạm Hùng, Mễ Trì, Lê Đức Thọ, Hồ Tùng Mậu, Xuân Thuỷ, Cầu Giấy	mỹ đình 2	Phạm Hùng, Mễ Trì, Lê Đức Thọ, Hồ Tùng Mậu, Xuân Thuỷ, Cầu Giấy
Cần bán căn nhà mới xây đẹp lung linh mặt ngõ Giáp Nhất mặt tiền 4.4m giá 4.95 tỷ	4.6	35.0			Ngõ 213	"* Nhà có vị trí cực đẹp nằm ngay gần đầu ngõ 213 Giáp Nhất, giao thông đi lại cực kỳ thuận tiện. Chỉ cách đường ô tô 5 bước chân đi bộ. Ngõ 213 thông Giáp Nhất, Cự Lộc, Quan Nhân sạch sẽ thoáng mát, rất nhiều tiện ích. Nhà cách đường Láng, Sông Tô Lịch 50m, ra Ngã Tư Sở, Royal City chỉ mất vài phút chạy xe.
* Nhà xây mới với 5 tầng thiết kế hiện đại, nội thất sàn gỗ và thiết bị vệ sinh cao cấp nhập khẩu. Mọi thứ đã sẵn sang chỉ chờ chủ mới xách vali quần áo đến ở.
* Sổ đỏ sẵn sàng giao tận tay người cần. Giá trọn gói chỉ 4.95 tỷ.
* Quan tâm liên hệ: 0963.14.68.79 gặp anh Dũng."	False	False	True	ngõ 213 Giáp Nhất, Cự Lộc, Quận Đống Đa	Ngõ 213	ngõ 213 Giáp Nhất, Cự Lộc, Quận Đống Đa
GẤP BÁN! MẶT TIỀN 6M TÂN BÌNH- GẦN NGÃ TƯ BẢY HIỀN- 60M2- GIÁ 5.X TỶ.	4.95	60.0				"+ Nhà 1 trệt 1 lầu, 4 phòng ngủ, công năng đầy đủ.
+ Hẻm nhựa 6M, thông thoáng, an ninh, yên tĩnh.
+ 5 phút tới Ngã Tư Bảy Hiền, 10 phút tới Trung tâm Bàu Cát.
+ Pháp lý chuẩn, cứ trả là trúng, công chứng ngay.
Anh chị em mua đầu tư/ ở/ kinh doanh alo em Oanh gấp nhé. Nhanh còn chậm hết!"	False	False	True	Tân Bình, Ngã Tư Bảy Hiền	Tân Bình, Ngã Tư Bảy Hiền	Tân Bình, Ngã Tư Bảy Hiền
Bán nhà 1 trệt 1 lầu 3 PN ở Đặng Công Bỉnh Xuân Thới Thượng Hóc Môn	5.5	75.0	3.0	4.0		"Ngộp thở bán giá nhà bao rẻ nhất khu Hóc Môn
-Giá full 620 Triệu
-Diện tích: 4,5x16= 72m2
- Pháp lý: sổ hồng thổ cư 100%
- Thiết kế: 1 trệt 1 lầu:1 phòng khách, bếp, 3 phòng ngủ, 2 toilet, ban công thoáng mát, sân trước đậu xe,...
-Đường trước nhà 5m cách trục chính chỉ 500m. Khu vực dân cư đông đúc.
+ Thiết kế hiện đại, nội thấy cao cấp, vị trí sầm uất của Hóc Môn
-An ninh rất tốt. Điện, nước, wifi , truyền hình cáp, máy lạnh đầy đủ.
-Vị trí thuận lợi: di chuyển ra chợ 500m, gần Nhà thờ, Trường học- cách QL22 chỉ 15p, gần KDC đông đúc, chùa, bách hóa xanh, siêu thị, khu công nghiệp, công viên,....
+Phương thức thanh toán đa dạng cho khách hàng lựa chọn
Quan tâm xin liên hệ em My để biết thêm thông tin chi tiết và xem nhà miễn phí"	False	False	True	Đặng Công Bỉnh, Xuân Thới Thượng, Hóc Môn	Đặng Công Bỉnh, Xuân Thới Thượng, Hóc Môn	Đặng Công Bỉnh, Xuân Thới Thượng, Hóc Môn
MỞ BÁN TỔ HỢP PHỐ THƯƠNG MẠI ĐẦU TIÊN TẠI BÌNH TÂN LIỀN KỀ AEON MALL. LH: 0938703250	6.5	80.0	6.0	7.0	MỞ BÁN TỔ HỢP PHỐ THƯƠNG MẠI ĐẦU TIÊN TẠI BÌNH TÂN LIỀN KỀ AEON MALL. LH: 0938703250	"TỔ HỢP NHÀ PHỐ THƯƠNG MẠI THE SHOLI
( GẦN AEON BÌNH TÂN )

???? Vị trí: Mặt tiền đường thông trục An Dương Vương - Phan Đình Thông P. An Lạc Q. Bình Tân
???? Chủ đầu tư: Công Cty CP DKRA Group
???? Quy mô: 1,45ha ( 90 căn nhà phố thương mại)
???? Tiện ích: công viên Lý Chiêu Hoàng, bệnh viện Triều An, Trường mẫu giáo đến trung học, chợ kiến đức 2, bến xe miền tây,...
???? Bán đợt 1: 20 căn
???? Diện tích đất: 60m2 - 100m2
???? Diện tích sàn xây dựng:400m2 - 442m2
???? Mẫu nhà: Nhà phố thương mại
???? Thiết kế: 1 trệt + 1 lửng + 3 lầu + 1 sân thượng.

???? Pháp lý: Đã có sổ đỏ từng căn + GPXD. (Bàn giao Sổ Hồng sau 18 tháng)
???? Hiện trạng xây dựng: Đã xong cơ sở hạ tầng.
???? Thời gian bàn giao: Sau 18 tháng kể từ thời điểm ký HĐ.
???? Dự kiến mở bán: Tháng 6/2023
☎️ LH: 0938 703 250 để biết thêm thông tin chi tiết"	False	False	True	Đường An Dương Vương - Phan Đình Thông, Phường An Lạc, Quận Bình Tân	MỞ BÁN TỔ HỢP PHỐ THƯƠNG MẠI ĐẦU TIÊN TẠI BÌNH TÂN LIỀN KỀ AEON MALL. LH: 0938703250	Đường An Dương Vương - Phan Đình Thông, Phường An Lạc, Quận Bình Tân
KẸT TIỀN CẤN BÁN GẤP NHÀ BÌNH TÂN 1T2L, 3 TỶ 5	13900000000	90.0	4.0	3.0		"BÁN NHÀ ĐƯỜNG XE TẢI THÔNG - TÂN HOÀ ĐÔNG - BÌNH TÂN - 3 TẦNG BTCT - NGANG LỚN 4.5M x 20M - CHỈ 3.5 TỶ THƯƠNG LƯỢNG CHÍNH CHỦ.
+ Nhà gần Lê Văn Quới, Hòa Bình, Phan Anh.
+ Hẻm thẳng 1 trục, sát mặt tiền.
+ Nhà 1 trệt, 2 lầu, 4 phòng ngủ rộng đẹp.
+ Sổ hồng riêng, ko quy hoạch"	False	False	True	đường Xe Tải Thông, Phường Tân Hoà Đông, Quận Bình Tân	đường Xe Tải Thông, Phường Tân Hoà Đông, Quận Bình Tân	đường Xe Tải Thông, Phường Tân Hoà Đông, Quận Bình Tân
???? KHU TỔ HỢP NHÀ PHỐ KINH DOANH - THE SHOLI ????	3.5	344.0			311 An Dương Vương, Phường An Lạc, quận Bình Tân	"???? Vị trí: Mặt tiền trục đường An Dương Vương - Phan Đình Thông

♻ Số lượng: 90 căn.
♻ Dự kiến bán đợt 1: 20 căn
♻ Diện tích sàn xây dựng: 320 ~ 450m2
♻ Mẫu nhà: Nhà phố thương mại
???? Thiết kế: 1 trệt +1 Lửng + 3 lầu + sân thượng + áp mái
〰 Pháp lý: Đã có sổ hồng từng căn + GPXD. (Bàn giao Sổ Hồng sau 18 tháng)
✅ Hiện trạng xây dựng: Đã xong cơ sở hạ tầng.
✅ Thời gian bàn giao: Dự kiến sau 18 tháng kể từ thời điểm ký HĐ."	False	False	True	An Dương Vương - Phan Đình Thông	311 An Dương Vương, Phường An Lạc, quận Bình Tân	An Dương Vương - Phan Đình Thông
Bán nhà Lê Trọng Tấn Hà Đông - 5 tầng nhà đẹp ở ngay giá chỉ 3,35 tỷ	13900000000	30.0			Quận Hà Đông, Hà Nội	"Bán nhà Lê Trọng Tấn Hà Đông - 5 tầng nhà đẹp ở ngay giá chỉ 3,35 tỷ

- Diện tích: 30m2
- Chính chủ gửi bán nhà 5 tầng Lê Trọng Tấn, trục đường huyết mạch phía tây Hà Đông.
- Đối diện khu biệt thự Packcity, gần trường mầm non, C1-2, trường chuyên Nguyễn Huệ, chợ, siêu thị.
- Nhà mới đẹp lung linh, xây dựng kiên cố, chắc chắn, thiết kế hiện đại.
- Sổ đỏ chính chủ, công chứng ngay.

☎️☎️Liên hệ em Dương để xem nhà: 0914450004"	False	False	True	Lê Trọng Tấn, Hà Đông	Quận Hà Đông, Hà Nội	Lê Trọng Tấn, Hà Đông
