Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2
Cần bán nhà tại mặt ngõ to như mặt phố Khương Hạ, quận Thanh Xuân, 45m2 5 tầng 8.15 tỷ	4.3	41.0			Ngõ 29	"* Nhà nằm tại vị trí cực đẹp mặt ngõ ô tô tránh trong khu phân lô dân trí cao thuộc ngõ 29 phố Khương Hạ, phường Khương Đình, quận Thanh Xuân, Hà Nội. Vị trí này cững sở hữu giao thông thuận lợi rất gần khu vực Ngã Tư Sở nơi hội tụ của nhiều tuyến đường giao thông huyết mạch của Thủ đô như: Nguyễn Trãi, Kim Giang, Trường Trinh, đường sắt trên cao Cát Linh – Hà Đông… cho nên rất thuận lợi cho giao thông đi lại.
* Nhà thừa hưởng các tiện ích từ vị trí “Vàng” trung tâm thủ đô, gần trường, gần chợ và nằm lân cận nhiều khu vực trọng điểm của thành phố như:
– Cách Ngã Tư Sở chỉ 900m
– Cách Vincom Mega Mall Royal City – khu vui chơi giải trí TTTM lớn nhất Đông Nam Á chỉ 900m
– Cách Ngã Tư Vọng 3km – cũng là nơi hội tụ của các trường Đại học Top đầu cả nước như: Kinh Tế Quốc Dân, Bách Khoa và Xây Dựng.
– Từ nhà về khu vực Bến xe Giáp Bát chỉ 3km
– Các bệnh viện lận cận: Bệnh viện ĐH Y Hà Nội cách 2km, Bệnh viện Tai Mũi Họng, Bệnh Viện Bạch Mai cách 3km.
- Ngay gần nhà vài bước chân là Chung cư Riverside Garden 349 Vũ Tông Phan với hệ thống tiện ích 5* như: bể bơi bốn mùa, bể bơi ngoài trời, phòng tập Gym, Spa, Massage, trung tâm thương mại, phòng khám, nhà trẻ, khu Cafe….
* Với diện tích 41m2 mặt tiền 4m, gia chủ đã thiết kế và thi công căn nhà 5 tầng với 6 phòng ngủ đầy đủ nội thất ốp gỗ rất đẹp và chắc chắn. Nhà rất phù hợp cho đại gia đình vừa ở và kinh doanh hay đi lại ô tô đỗ cửa thuận lợi mọi bề.
* Nhà có pháp lý rõ ràng sổ đỏ cất két sẵn sàng giao dịch với giá 8.15 tỷ.
* Quan tâm liên hệ điện thoại / zalo: 0963146879 gặp anh Dũng."	True	True	True	False	ngõ 29 phố Khương Hạ, phường Khương Đình, quận Thanh Xuân, Hà Nội	Ngõ 29	ngõ 29 phố Khương Hạ, phường Khương Đình, quận Thanh Xuân, Hà Nội
Bán nhà Minh Khai, Hai Bà Trưng, 40 m 5 tầng - KINH DOANH CÁI GÌ CŨNG TỐT - NHỈNH 4 TỶ	8.15	40.0			Minh Khai, Hai Bà Trưng	"Diện tích nhà 40 m, 5 tầng ,
- Nhà nằm ở vị trí trung tâm Quận Hai Bà Trưng. Xung quanh bạt ngàn tiện ích, đi đâu cũng tiện.
- Một bước ra phố lớn, ô tô đỗ cửa
- Khu an sinh tốt, dân trí cao, xung quanh đầy đủ tiện ích không thiếu thứ gì.
- Kinh doanh gì cũng được.
- Chủ xây tâm huyết. Nhà đẹp long lanh, nội thất xịn sò, đảm bảo không thể chê, chỉ việc xách vali đến ở thôi.
- Tầng 1: Khách, bếp, để xe, wc.
- Tầng 2: 1PN + WC
- Tầng 3: 1PN + WC
- Tầng 4: 1PN + WC
- Tầng 5: Phòng thờ + sân phơi + Tiểu cảnh
+ Sổ đỏ riêng đẹp, sẵn sàng giao dịch trong một nốt nhạc.
Gia chủ ra lộc 300 triệu cho khách, giá chỉ 4,9 tỷ
Thiện chí liên hệ: 0352337966"	False	True	True	False	Minh Khai, Quận Hai Bà Trưng	Minh Khai, Hai Bà Trưng	Minh Khai, Quận Hai Bà Trưng
?NHÀ VUÔNG - MỚI ĐẸP - GẦN MẶT TIỀN- HẺM NHỰA -5.35 TỶ	4.9	40.0	4.0	4.0		"NHÀ VUÔNG - MỚI ĐẸP - GẦN MẶT TIỀN- HẺM NHỰA -5.35 TỶ ???? NGUYỄN VĂN Khối Quận Gò Vấp

+ DT: 4X10 M
+ Kết Cấu: 1 trệt 2 lầu ( sân thượng). 3 phòng ngủ. 4 toilet
+ Hẻm nhựa, 3m. Gần mặt tiền lớn.
+ Đầu hẻm có 2 bãi oto.
+ Hướng: Tây tứ trạch.
Lh 0969770900 duy"	False	False	True	False	Nguyễn Văn, Quận Gò Vấp	Nguyễn Văn, Quận Gò Vấp	Nguyễn Văn, Quận Gò Vấp
BÁN NHÀ CUỐI ĐƯỜNG ĐỒNG KHỞI,GẦN CÂY XĂNG 26, THỔ CƯ 100%,GIÁ 1TỶ050TR	5	100.0	3.0	2.0	Biên Hòa	"Cần bán nhà 1 trệt 1 lầu cuối đường Đồng Khởi TP Biên Hòa - Đồng Nai.
- Diện tích: 4x15m. Diện tích sàn xây dựng: 120m² - Thổ cư 100%
- Công năng gồm: 1 phòng khách, 1 phòng thờ, 2 phòng ngủ, và 2 WC
- Sân rộng rãi, có thể đậu xe hơi,
- Nhà thoáng mát rộng rãi, khu vực an ninh, đầy đủ tiện ích xung quanh.
- Giá bán: 1tỷ050 tiệu (có thương lượng cho khách thiện chí).
Lh chính chủ: 0961 124 875 gặp Tấn Tài để xem nhà vừa thương lượng"	False	False	True	False	đường Đồng Khởi, TP Biên Hòa, Đồng Nai	Biên Hòa	đường Đồng Khởi, TP Biên Hòa, Đồng Nai
Bán nhanh siêu phẩm Hoàng Cầu, Đống Đa 45m2x5T - ăn ngủ nghỉ sướng - giá 4,9 Tỷ.	1.05	45.0	3.0	3.0	Hà Nội	"Bán nhanh siêu phẩm Hoàng Cầu, Đống Đa 45m2x5T - ăn ngủ nghỉ sướng - giá 4,9 Tỷ.

+ Vị trí: Nằm trên con đường Hoàng Cầu, Đống Đa thông ra Đê La Thành, Thái Hà giao với trục Nguyễn Lương Bằng, Xã Đàn, Tôn Đức Thắng,..
+ Chỉ 5p đi xe đến Hồ Đống Đa, gần Trường Đại Học Mỹ Thuật Công Ngiệp,..

+ Nhà thiết kế 5 tầng với 3 phòng ngủ công năng tiện ích đầy đủ wc khép kín.
+ Nhà chủ tự xây và thuê thiết kế , nhà bê tông chắc chắn, rộng rãi thoáng mát ở sướng

+ Dân trí cao, hàng xóm thân thiện, không gian yên tĩnh.
+ Sổ đỏ vuông đẹp, chủ thiện chí bán.
LH ngay/zalo: 0373022620 ( Văn Anh ) chuyên hỗ trợ làm giấy tờ và vay vốn ngân hàng đến 70% giá trị tài sản."	False	False	True	False	đường Hoàng Cầu, Phường Đống Đa	Hà Nội	đường Hoàng Cầu, Phường Đống Đa
Cần bán nhà phố Đại La, Hai Bà Trưng, 5 T, 7 phòng cho thuê, DT 200 tr/năm với giá 2.98 tỷ	49	45.0			Đại La - Hai Bà Trưng - Hà Nội, -Dự án-	"Cần tiền mua nhà mới, bán căn nhà không dùng đến để cho thuê:
Sẵn 7 phòng cho thuê, trung bình thu được 200 triệu / năm
Nằm ở khu vực sát 3 trường đại học top đầu : Kinh tế Quốc Dân, Xây Dựng, Bách Khoa,...cực dễ cho sinh viên thuê trọ
Đầy đủ tiện nghi:
+ Tầng 1: Để xe, 1 phòng, WC.
+ Tầng 2, 3, 4: Mỗi tầng 2 phòng, 1 WC.
+ Tầng 5: sân phơi.
Ngõ trước nhà rộng thoải mái xe ba gác tránh
Xung quanh tiện ích bạt ngàn
Gần các tuyến phố trung tâm lớn, đi đâu cũng thuận tiện
Sổ đỏ, pháp lý rõ ràng, sẵn sàng giao dịch
Liên hệ xem nhà em Hợp ( miễn trung gian - Sđt 0352337966)"	False	False	True	False	Đại La, Phường Hai Bà Trưng	Đại La - Hai Bà Trưng - Hà Nội, -Dự án-	Đại La, Phường Hai Bà Trưng
Cực hiếm Bạch Mai, Hai Bà Trưng 41m, mặt tiền 5m nhỉnh 3 tỷ, ngõ thông, kinh doanh	2.6	41.0			Bạch Mai - Hai Bà Trưng - Hà Nội	"Chủ nhà ra nước ngoài định cư, cần bán gấp nhà phố Bạch Mai
Diện tích: 41m, nhà chủ tự xây có thể về ở được luôn
Phù hợp để ở hoặc kinh doanh cái gì cũng được
Ô tô vào nhà, vài bước là ra những tuyến phố lớn như Bạch Mai, Minh Khai
Gần sát các trường đại học lớn như Đại học kinh tế quốc dân, đại học Bách Khoa, Đại học xây dựng. Cách bệnh viện Bạch Mai 500m,
Xung quanh tiện ích bạt ngàn, cái gì cũng có
Ngõ thông thoáng, khu vực dân trí cao, văn minh
Sổ đỏ cất két, sẵn sàng giao dịch
Liên hệ xem nhà em Hợp ( miễn trung gian - Sđt 0352337966"	False	True	True	False	Bạch Mai, Hai Bà Trưng	Bạch Mai - Hai Bà Trưng - Hà Nội	Bạch Mai, Hai Bà Trưng
Bán gấp 50m2x5T Giảng Võ, Đống Đa kinh doanh, ô tô chỉ 5,5 Tỷ.	3.6	50.0	5.0	3.0	Hà Nội	"Bán gấp 50m2x5T Giảng Võ, Đống Đa kinh doanh, ô tô chỉ 5,5 Tỷ.

+ Một căn nhà có vị trí cực đẹp trên con đường La Thành: Một trong những con phố tấp nập nhất nhì Quận Đống Đa.
Giao nhiều tuyến đường chính: Kim Mã, Nguyễn Thái Học thông ra Láng Hạ, Xã Đàn..
Bên Cạnh đó có nhiều TTMM, Shop thời trang mỹ phẩm ăn uống đủ cả.
Cách Ga Cát Linh vài phút đi xe
+ Nhà được thiết kế rộng rãi thoáng mát ở sướng
+ Dân trí cao, hàng xóm thân thiện, không gian yên tĩnh.
+ Sổ đỏ vuông đẹp, chủ thiện chí bán.
LH ngay/zalo: 0373022620 ( Văn Anh ) chuyên hỗ trợ làm giấy tờ và vay vốn ngân hàng đến 70% giá trị tài sản."	False	False	True	False	Giảng Võ, Quận Đống Đa	Hà Nội	Giảng Võ, Quận Đống Đa
Bán nhà phố Hoàng Hoa Thám, Ba Đình ô tô đỗ cửa, tiện kinh doanh 5 tầng 37m2 giá 5.5 tỷ	5.5	37.0	6.0	4.0		"- Vị trí mặt ngõ,căn góc, kinh doanh hàng tạp hóa, tiệm spa, cắt tóc, gội đầu, xe ô tô 5 chỗ đỗ cửa .Ngõ thông sang ngõ 209 phố Đội Cấn, nhà gần chợ cóc, dân cư đông đúc, gần nhiều tiện ích của Quận Ba Đình .
- Nhà 5 tầng mặt tiền 3.8m, diện tích sổ đỏ 37m2,từ tầng 2 đua ra được 40m2, vì là căn góc nên căn nhà mở cửa được cả 2 mặt.
- Tầng 1: Cửa hàng hoặc phòng khách, bếp, cầu thang và vs giữa .
- Tầng 2,3,4: mỗi tầng có 2 phòng ngủ và vs.
- Tầng 5: phòng thờ và sân phơi .
- Sổ đỏ chính chủ, vuông vắn cất két chờ giao dịch .
- Giá có thương lượng ."	False	False	True	False	ngõ 209 phố Đội Cấn, phường Ba Đình	ngõ 209 phố Đội Cấn, phường Ba Đình	ngõ 209 phố Đội Cấn, phường Ba Đình
Bán nhà phố Hào Nam, Đống Đa, gần phố, ở ngay 5 tầng 42 m2 giá 7.6 tỷ	5.5	42.0	5.0	4.0	Hào Nam, Đống Đa	"- Chính chủ cần bán nhà đẹp mặt ngõ Hào Nam, gần phố, gần ô tô, ngõ thẳng tắp, trước nhà thoáng mát mẻ, an ninh tốt, dân trí. Ở tuyệt vời, có thể làm CTY.
+ Diện tích đất: 42m2 x 5 tầng x mặt tiền 4.2m. Từ sàn tầng 2 trở lên đua 45m2.
+ Nhà xây mới, đã qua sử dụng được 1 năm. Thiết kế hiện đại sang trọng. Có 4 phòng ngủ, đầy đủ công năng cho đại gia đình.
+ Hưởng trọn tiện ích trung tâm Đống Đa, ở sướng lại Văn Phòng + CTY tuyệt vời.
Sổ đỏ chính chủ, nở hậu nhẹ,SSGD
+ Giá có thương lượng."	False	False	True	False	Hào Nam, Đống Đa	Hào Nam, Đống Đa	Hào Nam, Đống Đa
