Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	ExtractedTitle	Address1	Address2
MTKD đường rộng 10m Linh Xuân nhà đẹp 4 tầng, 90m2, khu sầm uất chỉ 8.89 tỷ	7.7	92.0				"MTKD đường rộng 10m Linh Xuân nhà đẹp 4 tầng, 90m2, khu sầm uất chỉ 8.89 tỷ
+ Thiết kế chuẩn , 8 Pn, Pk , Sân thượng, nội thất bên trong đầy đủ, trung tâm kinh doanh đa ngành nghề, CHDV, nhà hàng, khách sạn…
+ Diện tích 90m x4 vuông vức, cây xanh sân vườn thông thoáng mát mẻ
+ Bán kính 50 m QL 1k- Kha Vạn Cân- Sổ hồng công chứng – Pháp lý chuẩn
+ Giảm sâu chỉ còn hơn 8 tỷ ( thương lượng nhẹ)
Lh Mr Ảnh Nhà ngon giá rẻ Thủ Đức"	False	False	True	đường Linh Xuân, Quận Thủ Đức	đường Linh Xuân, Quận Thủ Đức	đường Linh Xuân, Quận Thủ Đức
Hẻm 6m 5x10 Phạm Văn Đồng 2 lầu P11 Bình Thạnh	8890000	50.0	3.0	3.0		"Hẻm 6m 5x10 Phạm Văn Đồng 2 lầu Phường 11 Bình Thạnh

+ 5x10 hẻm lớn 3 phòng ngủ, gần mặt tiền chỉ 35m
+ Oto vô nhà, gần Emart, sân bay, Cityland Phan Văn Trị, Nơ Trang Long, chợ nhỏ 4,8 tỷ"	False	False	True	hẻm 6m, Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	hẻm 6m, Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	hẻm 6m, Phạm Văn Đồng, Phường 11, Quận Bình Thạnh
GÒ VẤP, NHÀ PHỐ PHAN VĂN TRỊ P7, CÁCH MẶT TIỀN CHỈ 20M, DT 42m2, CHỈ 4.45 TỶ	4.8	42.0	3.0	2.0	Phan Văn Trị, phường 7, quận Gò Vấp, tp.HCM	"LH Tâm BĐS Tel / Zalo 0909269706
23074098NM1 Mô tả
- Vị trí nhà cực đẹp, gần mặt tiền đường Phan Văn Trị (chỉ 20m), ngay Hội nghị tiệc Cưới, khu vực cực kỳ sầm uất về tiện ích.
- Đường vào nhà ô tô đỗ cửa, hẻm thông gần Công an phường, An ninh tốt, khu vực dân trí cao...
- Khuôn viên đất 3.4m nở hậu 3.9m x 12m sổ hồng CN 42,2m2.
- Kết cấu nhà 1 trệt 1 lầu, Công năng phòng khách, Bếp, 3 phòng ngũ, 2 tolet, phòng ngũ có ban công nhà góc nên thoáng mát....
- Pháp lý chuẩn, nhà hoàn công xây dựng đủ 2 tầng 84m2 sàn thực tế.
- Giá chỉ 4 tỷ 450 triệu
- Hình ảnh thực, Giá trị thật. Luôn luôn tận tâm hổ trợ. Hãy gọi ngay cho Tâm BĐS."	False	False	True	đường Phan Văn Trị, Phường 7, Quận Gò Vấp	Phan Văn Trị, phường 7, quận Gò Vấp, tp.HCM	đường Phan Văn Trị, Phường 7, Quận Gò Vấp
Bán Nhà Quận Đống Đa, Ngõ rộng thênh thang. Gần oto. 55m x4 tầng MT 4,2m	4.45	55.0	4.0	3.0	Đống Đa	"+ cần bán căn nhà ở Phố Víp Thái Hà- Quận Đống Đa, nhà mới koong, đầy đủ nội thất, Khách về chỉ việc sách vali đến ở. gần oto, đường trước nhà có khoảng sân rộng 5m. có sức chứa tới 4-6 xe máy. chỉ 30m ra Oto. 50m ra Phố. Khu Phố Kinh Doanh Sầm Uất.
+ Bán kính 500m đầy đủ hệ thống tiện ích như: Chợ, trường mầm non, siêu thị, cấp 1,2,3... ĐH Thủy Lợi, Đh Công Đoàn, Học Viện Ngân Hàng, Đh Bách Khoa- Kinh Tế- Xây Dựng….
- Vị trí.
+ Giao thông thuận tiện kêt nối với trục đường chính: Tây Sơn, Nguyễn Lương Bằng, Chùa Bộc, Thái Thịnh, Hoàng Cầu, Nguyễn Văn Tuyết
+ Sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch.
+ Giá chào 6,x tỷ
+ Liên Hệ E vũ sdt 0333040265 zalo để được xem nhà ngay và gặp chính chủ"	False	True	True	Phố Víp Thái Hà, Quận Đống Đa	Đống Đa	Phố Víp Thái Hà, Quận Đống Đa
Bán căn Shophouse 2 mặt tiền giáp Gia Lâm Ninh Hiệp tại Centa City TP Từ Sơn	6.85	120.0				"Nhà đã hoàn thiện, diện tích : 120m2- mặt tiền : 6m, đường 26m- đường sau 6m, nhà sẵn 3 tầng.
Kết nối giao thông cực kỳ thuận tiện nằm tại khu đô thị xanh đẳng cấp của Singgapore. Giá : 7 tỷ 685 ( bao thuế phí ) đã có sổ
Liên hệ ngay em Sim chuyên phân phối nhà của chủ đầu tư phát triển dự án của Vsip : 0388824686"	False	True	True	Giá Lâm Ninh Hiệp, Centa City, TP Từ Sơn	Giá Lâm Ninh Hiệp, Centa City, TP Từ Sơn	Giá Lâm Ninh Hiệp, Centa City, TP Từ Sơn
NHÀ ĐẸP GIÁ TỐT AN LẠC BÌNH TÂN	7.69	44.0			hcm	"Bán nhà hẻm xe hơi ngay Lê Cơ - An Lạc Bình Tân.
- Vị trí: cạnh chợ, gần mặt tiền Đường Lê Cơ, gần Kinh Dương Vương, Võ Văn Kiệt, Bến xe Miền Tây, Khu Aeon Mall Tên Lửa..
- Nhà Bê tông cốt thép 2 tầng 4×11m. Không Quy hoạch không lộ giới.
- Sổ hồng hoàn công đầy đủ, công chứng ngay.
- Giá 3.4 tỷ"	False	False	True	hẻm xe hơi, Lê Cơ, An Lạc, Bình Tân	hcm	hẻm xe hơi, Lê Cơ, An Lạc, Bình Tân
Cho thuê phố Quan Nhân, Thanh Xuân 50m, 3 tầng. Giá: 12tr	2.53	50.0	4.0		Hà Nội	"""Cho thuê phố Quan Nhân, Thanh Xuân 50m, 3 tầng. Giá: 12tr
Cho thuê nhà nguyên căn phố Quan Nhân
Diện tích 50m, nha 3 tầng, 4 phòng ngủ
Nội thất đầy đủ
Phù hợp ở hộ gia đình, kinh doanh online
Giá thuê: 12tr/ tháng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"	True	True	True	phố Quan Nhân, Quận Thanh Xuân	Hà Nội	phố Quan Nhân, Quận Thanh Xuân
Bán nhà 4 tầng đẹp đô thị đẳng cấp Himlam, Hùng Vương, Hồng Bàng, Hải Phòng LH 0796-336-866	12	48.0	4.0	3.0	Himlam, Hùng Vương, Hồng Bàng, Hải Phòng	"???? Bán căn nhà tọa lạc tại Himlam, Hùng Vương, Hồng Bàng, Hải Phòng! ????????????
???? LH Mrs Tâm: 0796-336-866
Địa chỉ: Himlam, Hùng Vương, Hồng Bàng, Hải Phòng

- Diện tích: 48m2
- Mặt tiền: 4m
- Hướng: Tây Nam
- Đường: 10m( vỉa hè 2 bên)

???? Pháp lý rõ ràng

???? Căn nhà là một lựa chọn lý tưởng cho những khách hàng đang tìm kiếm một tổ ấm mới.

???? Ngôi nhà đã được thiết kế với sự tỉ mỉ và tinh tế, mang đến không gian sống thoải mái và ấm cúng cho gia đình. Với bối cảnh yên tĩnh của khu vực Himlam, bạn sẽ có thể tận hưởng những giây phút thư giãn và bình yên sau một ngày làm việc căng thẳng.

???? Giá bán: 3,15 tỷ (bao gồm toàn bộ chi phí sang tên bìa). Đây là một cơ hội tuyệt vời để sở hữu một ngôi nhà chất lượng với mức giá hợp lý.

???? Mọi thông tin chi tiết LH Mrs Tâm: 0796-336-866 Công ty Bán Nhà Hải Phòng “ UY TÍN- TẬN TÂM- CHUYÊN NGHIỆP”"	False	False	True	Himlam, Hùng Vương, Hồng Bàng, Hải Phòng	Himlam, Hùng Vương, Hồng Bàng, Hải Phòng	Himlam, Hùng Vương, Hồng Bàng, Hải Phòng
Nhà MT Đường Hoàng Diệu 2,P. Linh Trung, Thủ Đức, dt 1,518m2 thổ cư	3.15	1518.0			Đường Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức, TP HCM	"Nhà MT Đường Hoàng Diệu 2,P. Linh Trung, Thủ Đức, dt 1,518m2 thổ cư
+ Diện tích : 1.518m2 full thổ cư. 100% ( Ngang 32m dài 44,30m nở hậu 33,40m )
- Kêt cấu: Biệt thự sân vườn 1Trệt 2Lầu, tường bao kiên cố cao 4m,có hầm để xe, sân vườn rộng ,có tổng cộng 30PN, 28WC, Phòng khách, hòn non bộ tiểu cảnh, chòi mái ngói lục giác
- Mặt tiền Hoàng Diệu 2 Thủ Đức, Phường Linh Trung TP Thủ Đức
+ Vị trí kinh doanh sầm uất nhất nhì Khu Hoàng Diệu 2, ngay bên canh các trường Đại Học-Cao Đẳng lớn của Quận Thủ Đức cũ
+ Diện tích : 1.518m2 full thổ cư. 100% ( Ngang 32m dài 44,30m nở hậu 33,40m )
+ DTXD : 552,85m2 , hoàn công nhà 1603,74m2
+ Khu dân cư hiện hữu , không lộ giới, không quy hoạch
+ Giá bán còn : 145 Tỷ ( Thương lượng ), giá bán cũ 170 tỷ
* Hiện tại chủ đang cho thuê mở KaRaOKe
Liên hệ : 0898 408 677 xem nhà, làm viêc chính chủ"	True	True	True	Đường Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức	Đường Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức, TP HCM	Đường Hoàng Diệu 2, Phường Linh Trung, Quận Thủ Đức
Bán nhà An Dương Vương, 35m2 x 5T, THOÁNG TRƯỚC THOÁNG SAU, Ô TÔ 7 CHỖ THÔNG giá 6 tỷ	145	35.0	3.0	3.0	An Dương Vương, Tây Hồ, Hà Nội	"Nhà chủ xây tâm huyết, móng ép cọc cực kỳ chắc chắn, nội thất xịn sò, cửa gỗ lim, sàn gỗ Căm Xe tự nhiên, chủ nhà tặng full nội thất đang sử dụng cho khách hàng mua nhà.
Vị trí cực đẹp, hàng xóm CIPUTRA, SUNSHINE RIVER hưởng trọn tiện ích, ngõ ô tô 7 chỗ thông.
Hàng xóm thân thiện, văn minh, sạch sẽ, an ninh.
Chủ nhà anh Thanh đang kinh doanh chuỗi nhà hàng cần bán để mở rộng kinh doanh.
Sổ đỏ đẹp vuông vắn sẵn sàng giao dịch.
Liên hệ Mr. Đức Anh Chuyên gia tư vấn Bất động sản Hà Nội. SĐT: 0337334788"	False	False	True	An Dương Vương	An Dương Vương, Tây Hồ, Hà Nội	An Dương Vương
