Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
mã lò-kv sầm uất ngay bệnh viện bình tân-ngang 4.5x16-dtcn 71m2-hxt-giá 5 tỷ tl	5.0	https://batdongsan.vn/ma-lo-kv-sam-uat-ngay-benh-vien-binh-tan-ngang-45x16-dtcn-71m2-hxt-gia-5-ty-tl-r257993	71.0				"mô tả:
???? nhà trệt, khu sầm uất đông dân cư đang lên giá từng ngày, ngang 4.5x16, nhà còn mới tiện ở.
???? hẻm xe tải sát trường học, bệnh viện bình tân, chợ và các dịch vụ tiện ích.
???? tiếp giáp đường hương lộ 2, quốc lộ 1, tiện di chuyển đến các quận trung tâm.
???? nhà chính chủ xưa nay chưa qua mua bán, sổ hòan công đầy đủ.
liên hệ thúy: 093 795 4068 xem nhà, xem sổ ngay."	False	False	True	False	0	1.0	đường Mã Lò, Khu đô thị sầm uất, Bình Tân	đường Mã Lò, Khu đô thị sầm uất, Bình Tân	đường Mã Lò, Khu đô thị sầm uất, Bình Tân
bán nhà phố cầu giấy, 60m2 x 8 tầng, ô tô vào nhà, kinh doanh, sđcc	16.8	https://batdongsan.vn/ban-nha-pho-cau-giay-60m2-x-8-tang-o-to-vao-nha-kinh-doanh-sdcc-r257991	60.0	5.0	6.0		"bán nhà mới nhất đường cầu giấy, quận cầu giấy, hà nội chính chủ, 8 tầng, ô tô tránh, kinh doanh, thang máy nhập khẩu
- đc: nhà riêng đường cầu giấy, phường quan hoa, quận cầu giấy, hà nội
- 8 tầng thang máy, 5 ngủ, 6 wc, tầng 1,2 thông sàn gara, phòng khách, sân chơi, đủ công năng.
- nhà phố cầu giấy kết nối di chuyển vô cùng thuận lợi
- thuộc phường quan hoa trung tâm quận cầu giấy.
- kết nối trực tiếp đến các tuyến đường trọng điểm của thành phố.
- kết nối nhanh đến các quận, từ liêm, đống đa, tây hồ. kết nối tới sân bay, tầu điện trên cao, cao tốc trên cao.
- ô tô tránh nhau, vị trí đắc địa, kết hợp vừa ở vừa kinh doanh bất chấp mọi lĩnh vực.
* đặc biệt
- giá 16.8 tỷ, chủ nhà thiện chí bán lên giá còn thương lượng
- chỉ nhà rất thích gặp làm việc trao đổi trực tiếp với người mua trong tháng này.
+ sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch.
+ cam kết: thông tin chuẩn. miễn phí 100% cả khi giao dịch thành công. được gặp trực tiếp với chủ nhà đàm phán.
+ miễn tiếp trung gian và môi giới.
+ gọi ngay mr tuấn 24/24 để đi xem nhà ngay."	True	False	True	False	1	8.0	đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội	đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội	đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội
bán nhà trung hoà cầu giấy, 100m2, ôtô, kinh doanh, vỉa hè, 2 thoáng, sđcc	18.0	https://batdongsan.vn/ban-nha-trung-hoa-cau-giay-100m2-oto-kinh-doanh-via-he-2-thoang-sdcc-r257990	100.0	6.0	5.0		"bán nhà phân lô trung hoà - cầu giấy. chủ nhà bán để đi định cư úc cùng con cái, vỉa hè, ô tô tránh dừng đỗ ngày đêm, kinh doanh đỉnh, 2 thoáng trước sau, diện tích 100m2 x 5 tầng.
- vị trí nhà bán nằm trong khu phân lô phố mới trung yên, trung hoà, cây xanh mát mẻ, kinh doanh tuyệt đẹp, vỉa hè oto tránh dừng đỗ ngày đêm. giá rẻ nhất khu vực.
- diện tích 100m2 x 5 tầng, gara 7 chỗ, tổng 6 phòng ngủ rộng thênh thang.
- nhà chủ tự xây khung cột bê tông chắc chắn, vừa ở vừa làm văn phòng kinh doanh nhà cực thoáng.
+ giá 18 tỷ chủ thiện chí bán, còn thương lượng
+ sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch.
+ cam kết: thông tin chuẩn. miễn phí 100% cả khi giao dịch thành công. được gặp trực tiếp với chủ nhà đàm phán.
+ miễn tiếp trung gian và môi giới.
+ gọi ngay, 0913095822 hoặc gửi tin nhắn zalo mr tuấn 24/24."	True	False	False	False	2	5.0	phố Trung Hòa, Quận Cầu Giấy	phố Trung Hòa, Quận Cầu Giấy	phố Trung Hòa, Quận Cầu Giấy
bán cho kịp tết hàng xóm time city 60m2*4 t chỉ hơn 3 tỷ	3.4	https://batdongsan.vn/ban-cho-kip-tet-hang-xom-time-city-60m24-t-chi-hon-3-ty-r257988	60.0		6.0	Hà Nội	"vị trí đắc địa, không gian sống tuyệt vời.diện tích khủng thừa đủ cho cả một đại gia đình, lô góc 3 mặt thoáng.

vì lý do chuyển công tác vào nam nên cần bán gấp căn nhà tâm huyêt bao độc nhất và duy nhất không có căn thứ 2.

- nhà ngay sát time city hưởng trọn tiện ích khu chung cư cao cấp: trung tâm thương mại, thủy cung, cgv, vinmec, vinschool.,cách mặt đường dương văn bé chỉ vài bước chân cực kỳ thuận tiện cho việc di chuyển vị trí đắc địa nhất nhì khu vực hai bà trưng , hàng xóm của time city, cạnh là tổ hợp chung cư, trung tâm thương mại rất lớn nữa là hòa bình green city và imperia sky garden, tiện ích vô cùng vài phút ra bờ hồ , thuận tiện di chuyển ra các bệnh viện lớn như thanh nhàn , ung bướu , bạch mai ,… cũng như các trường đại học lớn như bách khoa , xây dựng , kinh tế quốc dân….,...
-nhà đẹp thiết kế hoàn mỹ, đầy đủ công năng –gia chủ cực kỳ thiện trí tặng lại nội thất cho khách hữu duyên giá trào 3.4 tỷ
chi tiết lh: em nhật 0977194820 (chuyên nhà đất thổ cư).
phương châm làm việc :
- bán nhà bằng cái tâm và cái tầm.
- không kênh giá chủ nhà
- miễn phí toàn bộ dịch vụ: dẫn khách xem nhà, tư vấn pháp lý"	False	False	True	True	3	4.0	đường Dương Văn Bé, Hai Bà Trưng	Hà Nội	đường Dương Văn Bé, Hai Bà Trưng
mã lò-hẻm xe tải-ngay bệnh viện bình tân-3 tầng dt 120m2-nhỉnh 4 tỷ tl	4.6	https://batdongsan.vn/ma-lo-hem-xe-tai-ngay-benh-vien-binh-tan-3-tang-dt-120m2-nhinh-4-ty-tl-r257986	120.0				"mô tả:
???? hiện trạng : 1 trệt, 2 lầu, 3pn, 3wc, nhà hoàn công đầy đủ.
???? hẻm xe tải sát trường học, bệnh viện bình tân, chợ và các dịch vụ tiện ích.
???? tiếp giáp đường hương lộ 2, quốc lộ 1, ngã tư bốn xã 5' xe máy, tiện di chuyển đến các quận trung tâm.
liên hệ thúy: 093 795 4068 xem nhà, xem sổ ngay."	False	False	True	False	4	3.0	hẻm xe tải, đường Hương Lộ 2, Bình Tân	hẻm xe tải, đường Hương Lộ 2, Bình Tân	hẻm xe tải, đường Hương Lộ 2, Bình Tân
nhà đẹp, hxh pvc phường 14 gò vấp, 50m2 5 tầng chỉ 7.95 tỷ	7.95	https://batdongsan.vn/nha-dep-hxh-pvc-phuong-14-go-vap-50m2-5-tang-chi-795-ty-r257983	50.0	4.0	6.0	Phạm Văn Chiêu	"ms 30022
* vị trí: khu phân lô toàn nhà cao tầng, hẻm xe hơi đường phạm văn chiêu, phường 14, gò vấp. gần nguyễn văn khối, quang trung, chợ, trường học. tiện ích xung quanh không thiếu thứ gì.
* diện tích 50m2, 4.1m x 12.5m, 5 tầng btct.
- thiết kế: 1 trệt, 1 lửng, 2 lầu, sân thượng trước sau, với 4 phòng ngủ, 6 wc.
- nhà mới, đẹp, thiết kế hiện đại, trang trí nội thất cao cấp.
* hẻm 4m, tráng nhựa sạch sẽ, an ninh, yên tĩnh.
• pháp lý chuẩn, công chứng trong ngày."	True	False	True	False	5	5.0	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp	Phạm Văn Chiêu	đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp
hạ chào cực sock nhà đẹp mới xây, bình hưng hòa bình tân	6.1	https://batdongsan.vn/ha-chao-cuc-sock-nha-dep-moi-xay-binh-hung-hoa-binh-tan-r257982	60.0	5.0	5.0		"nhà đẹp bình tân, khu vực tiện kinh doanh sản xuất, diện tích 60m2 giá chỉ 6 tỷ 1.
kết cấu 1 triệt 4 lầu, 5 phòng ngủ, 5 toilets, có chỗ đậu xe oto.
đường trước nhà 2 oto vi vu,vị trí cực đẹp, cách chợ, trường học 200m,
khu vực trung tâm pháp lý rõ ràng,"	False	False	True	False	6	5.0	Bình Hưng Hòa, Quận Bình Tân	Bình Hưng Hòa, Quận Bình Tân	Bình Hưng Hòa, Quận Bình Tân
nhà 2 tầng kiệt ô tô bùi thị xuân - có 6 phòng trọ đang cho thuê.	3.65	https://batdongsan.vn/nha-2-tang-kiet-o-to-bui-thi-xuan-co-6-phong-tro-dang-cho-thue-r257976	103.0	6.0	6.0		"nhà 2 tầng kiệt ô tô bùi thị xuân - có 6 phòng trọ đang cho thuê.
✍️ thông tin sản phẩm :
???????? diện tích : 103m2
???????? đường rộng : 5m
???????? có 6 phòng trọ đang cho thuê tháng 9tr
???????? vị trí ngay trung tâm thành phố. xung quanh tiện ích đầy đủ
????giá : 3 tỷ 6xx ( thương lượng chính phủ)
???????????? ????????̀???????? ????????????̂???? ????????̣̂ đ????̂̉ đ????̛????̛̣???? ????????̛ ????????̂́???? ????????̀ ????????̂̃ ????????????̛̣.
????????????????/???????????????? : 0799191152 gặp e văn"	True	True	True	False	7	2.4	đường Bùi Thị Xuân	đường Bùi Thị Xuân	đường Bùi Thị Xuân
biệt thự 2 mặt tiền, nguyễn hữu thọ, hải châu, 5 x 11m2 4 tầng 20tr tháng chỉ 6,x tỷ	6.9	https://batdongsan.vn/biet-thu-2-mat-tien-nguyen-huu-tho-hai-chau-5-x-11m2-4-tang-20tr-thang-chi-6x-ty-r257973	55.0				"đẹp, lô góc, 4pn gần sân bay, giá sập hố, nguyễn hữu thọ. hải châu.
✅️ biệt thự, 2 mặt tiền 3 mặt thoáng.
nguyễn hữu thọ. hải châu.
✅️ 5 x 15m2 4 tầng 20tr tháng ???? chỉ 6,x tỷ thương lượng.
phone ; 0981326539 gặp công cô đơn xem nhà."	False	False	False	True	8	4.0	 Nguyến Hữu Thọ, Hải Châu	 Nguyến Hữu Thọ, Hải Châu	 Nguyến Hữu Thọ, Hải Châu
nhà mới xây _ bán gấp thu hồi vốn trả lãi ngân hàng.	1.4	https://batdongsan.vn/nha-moi-xay-ban-gap-thu-hoi-von-tra-lai-ngan-hang-r257970	90.0	2.0	2.0	-- Đường / Phố --, -- Dự án --	"_diện tích: 90m2 và dt sử dụng đến 140m2.
_ kết cấu: 1 trệt 1 lầu.
_pháp lý: sổ hồng hoàn công.
_ lộ ô tô
_gần trung tâm hậu giang, cần thơ tiện kinh doanh và để ở.
_gần khu công nghiệp, chợ cái tắc, bệnh viện, trường học....
_giá : 1.4 tỷ
liên hệ: 0357400743"	True	False	True	False	9	1.6	Trung tâm Hậu Giang, Cần Thơ	-- Đường / Phố --, -- Dự án --	Trung tâm Hậu Giang, Cần Thơ
