Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
nhỉnh 3 tỷ, đường ngọc hồi oto tránh, 37m 5 tầng, nhà đẹp ở tết 2023	3.3	https://batdongsan.vn/nhinh-3-ty-duong-ngoc-hoi-oto-tranh-37m-5-tang-nha-dep-o-tet-2023-r252433	37.0			Thị trấn Văn Điển	"+ vị trí: nằm sát trục đường chính ql1a ( ngọc hồi ), thuận tiện đi chuyển đi vào trung tâm tp hoặc các tỉnh thành.
+ cách bxe nước ngầm chưa đầy 5p, di chuyển đến bv nội tiết, bệnh viện k không đến 1km, xung quanh chợ, trường học, tiện ích không thiếu thứ gì…
+ đường trước nhà oto đỗ cửa, ngõ rộng thoáng, thông khắp ngả.
+ khu vực dân trí cao, hàng xóm thân thiện, anh ninh tốt.
+ chủ xây nhà tâm huyết, khung cột bê tông chắc chắn, nội thất đẹp long lanh.
+ với thiết kế: 5 tầng, 4 pn, đầy đủ công năng.
+ sổ đỏ chính chủ, pháp lý chuẩn, qh ổn định.
+ giá: 3.3 tỷ
tư vấn mua, bán bđs: gọi ngay em hiếu 0975596463."	False	False	True	False	0	5.0	đường Ngọc Hồi, Quận jlA	Thị trấn Văn Điển	đường Ngọc Hồi, Quận jlA
tựu liệt – thanh trì, 10m ô tô tránh, 35m2, 5 tầng, nhà mới ở luôn	2.95	https://batdongsan.vn/tuu-liet-thanh-tri-10m-o-to-tranh-35m2-5-tang-nha-moi-o-luon-r252431	35.0			Hà Nội	"+ vị trí : gần mặt phố, 100m ra đường quốc lộ 1a, giáp ranh quận hoàng mai
+ chỉ vài bước chân là sang khu tây linh đàm và tt thị trấn văn điển
+ nhà mới, thiết kế đẹp, phong cách hiện đại, khung cột bê tông chắc chắn
+ 5 tầng, tổng 3 phòng ngủ rộng, khách, thờ, sân phơi...
+ khu vực trung tâm giữa nội thành và ven đô nên giao thông vô cùng thuận tiện, gần bến xe nước ngầm, bus...
+ tiện ích : trường học các cấp, chợ, tt mua sắm, quán xá ...tất cả đều rất gần
+ sdcc sẵn sàng giao dịch
lh : nguyễn trung 24/7 xem nhà miễn phí, hỗ trợ mọi thủ tục giấy tờ pháp lý..."	False	False	True	True	1	5.0	Tựu Liệt, Thanh Trì	Hà Nội	Tựu Liệt, Thanh Trì
chính chủ gửi gắm - nhà đẹp hoàng hoa thám - 5 tầng - 40m - chỉ 4.95 tỷ	5.45	https://batdongsan.vn/chinh-chu-gui-gam-nha-dep-hoang-hoa-tham-5-tang-40m-chi-495-ty-r252430	40.0	4.0	4.8	Ngõ 515	"mới cứng ở ngay - ngõ rộng thoáng - trung tâm ba đình - đầy đủ công năng.
+ chủ kĩ tính nên xây nhà chắc chắn tử tế, khách mua chỉ việc xách hành lí vào ở, không phải sang sửa
+ ngõ trước nhà cực thoáng đãng, đặc biệt ngõ siêu thông ( ngõ 515 hoàng hoa thám thông sang ngõ 75 vĩnh phúc), 1 phát ra ngay 2 mặt đường lớn
+ đường rộng, ba gác tránh nhau ầm ầm đỗ ngay cửa, 100m ra đường lớn,10p lên hồ tây. vị trí tuyệt đẹp quận ba đình
+ tiện ích xung quanh vô vàn, ngay gần chợ, trung tâm thương mại, trường học, các viện lớn
+ khu dân trí cao, an sinh cao, siêu yên tĩnh, hàng xóm thân thiện tối lửa tắt đèn có nhau
thiết kế: 5tầng.
tầng 1: để xe, phòng bếp, vs.
tầng 2: phòng khách + vệ sinh rộng.
tầng 3,4: tổng 4 ngủ + vệ sinh.
tầng 5: phòng thờ, sân phơi.
sổ đẹp sẵn sàng giao dịch."	True	False	True	True	2	5.0	Hoàng Hoa Thám, Quận Ba Đình	Ngõ 515	Hoàng Hoa Thám, Quận Ba Đình
nhà đẹp - tt thanh khê - 2 tầng - sát mặt tiền - 80m2 - nhỉnh 2 tỷ	2.9	https://batdongsan.vn/nha-dep-tt-thanh-khe-2-tang-sat-mat-tien-80m2-nhinh-2-ty-r252429	80.0				"mô tả:

+ nhà đẹp, 2 tầng, 3 pn, sát mặt tiền, tt thanh khê, kiệt 3 xe máy tránh nhau.
+ gần công viên 29/3, siêu thị, khu sầm uất.
+ hàng xóm thân thiện, khu dân trí cao
+ phù hợp ở, kinh doanh."	False	False	True	False	3	2.0	TT Thanh Khê	TT Thanh Khê	TT Thanh Khê
(cần bán gấp) nhà gia quất dân xây 48m - vị trí đẹp - giá đầu tư giá nhỉnh 3 tỷ.	3.45	https://batdongsan.vn/can-ban-gap-nha-gia-quat-dan-xay-48m-vi-tri-dep-gia-dau-tu-gia-nhinh-3-ty-r252427	48.0			Phường Thượng Thanh Quận Long Biên Hà Nội	"(cần bán gấp) nhà gia quất dân xây 48m - vị trí đẹp - giá đầu tư giá nhỉnh 3 tỷ.

-vị trí nhà cực đẹp ô tô tránh 1 nhà, mở rộng đường thông sang kđt khai sơn nhà sẽ rất đẹp và có giá. gần ngay chợ, trường mầm non gia quất, trường cấp 1,2 .. cao đẳng đường sắt, công viên, ..và rất nhiều tiện ích khác.
-đa tiện ích, ở cực đỉnh.
-nhà chủ xây cực kỳ chắc chắn khách mua về ở luôn hoặc thêm tầng. chủ chuyển vào miền nam làm ăn muốn bán nhanh giá khá mềm phù hợp cả đầu tư và mua ở
-sổ đỏ chính chủ cất két giao dịch ngay.
-giá 3,45 tỷ có thương lượng.
*liên hệ : 0901721685 hoàng tư
chuyên nhà đẹp, nhà phố, biệt thự hà nội uy tín, nhiệt tình."	True	False	True	False	4	0.0	Gia Quất, Hà Nội	Phường Thượng Thanh Quận Long Biên Hà Nội	Gia Quất, Hà Nội
bán nhà ngõ nguyễn thị định, quận 2, 50m2, giá 2 tỷ 700	2.7	https://batdongsan.vn/ban-nha-ngo-nguyen-thi-dinh-quan-2-50m2-gia-2-ty-700-r252424	50.0	3.0	3.0	Bình Trưng Tây, Quận 2, Hồ Chí Minh	"cần bán gấp nhà cách 1 căn mặt tiền đường nguyễn thị định gần cầu giồng ông tố:
- diện tích 5x9,5m tổng 48m2.
+ kết cấu: trệt + 2 lầu + sân thượng, 3 phòng ngủ, 3 wc.
+ xe hơi đỗ cửa.
+ tiện ích xung quanh không thiếu gì: trường học cấp 1,2,3…
+ đường nguyễn thị định là 1 trong những trục đường chính của quận 2, ban đêm còn có nhiều chỗ vui chơi giải trí, ăn vặt…
+ sổ hồng riêng, pháp lý chuẩn.
miễn môi giới và quảng cáo."	True	False	True	True	5	3.0	ngõ nguyễn thị định, Quận 2	Bình Trưng Tây, Quận 2, Hồ Chí Minh	ngõ nguyễn thị định, Quận 2
cực phẩm)nhà phố hoàng như tiếp 60m thang máy - kinh doanh - ô tô tránh.	16.5	https://batdongsan.vn/cuc-phamnha-pho-hoang-nhu-tiep-60m-thang-may-kinh-doanh-o-to-tranh-r252423	60.0			Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội	"(cực phẩm)nhà phố hoàng như tiếp 60m thang máy - kinh doanh - ô tô tránh.

+ gara rộng để 2 ô tô thoải mái.
+ vị trí hoàng như tiếp đầy đủ tiện ích không thiếu thứ gì.
+ nhà thông sang các phố lâm hạ,nguyễn văn cừ, bồ đề, ngọc lâm ….. kinh doanh,ô tô chạy vòng quanh.
+ tòa nhà 6 tầng thang máy thiết kế hiện đại full nội thất. ánh sáng tràn ngập tất cả các phòng, thang máy nhập khẩu.
+ sổ đỏ hoa hậu cất két sẵn sàng giao dịch.
+giá 16,5 tỷ có thương lượng.

+tránh mất thời gian liên hệ ngay:hoàng tư 0901721685 để biết thêm thông tin.

+chuyên nhà đẹp, nhà phố,biệt thự hà nội uy tín."	True	False	True	False	6	6.0	phố Hoàng Như Tiếp	Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội	phố Hoàng Như Tiếp
nhà hxh đ. số 8 bhhb bình tân, 68m2, 4 tầng, mới ở ngay. hơn 6 tỷ tl	6.1	https://batdongsan.vn/nha-hxh-d-so-8-bhhb-binh-tan-68m2-4-tang-moi-o-ngay-hon-6-ty-tl-r252422	68.0	4.0	5.0		"nhà ngộp cần ra gấp.
đường số 8, bình hưng hoà b, bình tân, hcm.
???? diện tích: ngang 4 dài 17. cn 68m2.
???? nhà đúc: 1 trệt 3 lầu.
???? gồm 4pn, 5wc, phòng thờ, pk rộng thoáng, sân thượng + sân phơi.
???? hẻm trước nhà 7m, khu phân lô bàn cờ, hạ tầng đẹp, dân trí cao.
???? giá ???????? 6.1 tỷ còn thương lượng.
liên hệ: 0971987967 chính chủ."	False	False	False	False	7	4.0	đường số 8, Bình Hưng Hoà B, Quận Bình Tân, HCM	đường số 8, Bình Hưng Hoà B, Quận Bình Tân, HCM	đường số 8, Bình Hưng Hoà B, Quận Bình Tân, HCM
bán nhà hxt hương lộ 2-ngang 5m-2 tầng dt 120m2-nhỉnh 5 tỷ.	5.2	https://batdongsan.vn/ban-nha-hxt-huong-lo-2-ngang-5m-2-tang-dt-120m2-nhinh-5-ty-r252417	120.0				"????✨???? hẻm xe tải bê tông 6m- nhà ngang 5m bề thế, khu vực dân trí cao. tiện xây mới hoặc vào ở ngay đều được..❤️❤️❤️❤️
???? nhà diện tích 60m2 ngang 5m dài 12m, chỉ nhỉnh 5 tỷ.
☘️☘️☘️mô tả:
????kết cấu: 1 trệt 1 lầu, 3 pn, 2wc, bếp, pk. cách mặt tiền hl2 chỉ vài bước chân. khu nhà cao tầng nên mát cả ngày.
????vị trí: ngay khu sầm uất buôn bán đông dân, tiện ích xung quanh đầy đủ, sát bên chợ hl2, gần trường học các cấp,siêu thị, bách hoá xanh đầy đủ, chỉ 1 trục thẳng tấp ra quận tân phú.
????sổ hoa hậu, vuông a4, pháp lý chuẩn, sẵn sàng công chứng trong ngày.
????khu an ninh, hàng xóm thân thiện.
liên hệ thúy: 093 795 4068 xem nhà ngay."	False	False	True	False	8	2.0	HXT Hương Lộ 2	HXT Hương Lộ 2	HXT Hương Lộ 2
gấp bán nhà hxh sát mặt tiền lê đình cẩn bình tân-3 tầng dt 150m2-nhỉnh 3 tỷ.	3.5	https://batdongsan.vn/gap-ban-nha-hxh-sat-mat-tien-le-dinh-can-binh-tan-3-tang-dt-150m2-nhinh-3-ty-r252416	150.0				"+ hẻm xe hơi sạch sẽ, an ninh, yên tĩnh, cách mặt tiền vài bước chân.????????
+ kết cấu 3 lầu đầy đủ công năng, ban công sân thượng rộng rãi.????????
+ nội thất đầy đủ, dọn vào ở ngay.????
+ tiện ích: sát đường lớn buôn bán sầm uất, gần bệnh viện siêu thị.
+ khu vực dân trí cao, an ninh, đang phát triển rất mạnh mẽ. ????????
+ sổ vuông vức, hoàn công đủ, công chứng ngay.
liên hệ thúy: 093 795 4068 xem nhà, xem sổ ngay."	True	False	True	False	9	3.0	đường Lê Đình Cẩn, Quận Bình Tân	đường Lê Đình Cẩn, Quận Bình Tân	đường Lê Đình Cẩn, Quận Bình Tân
