Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
nhà 70 m2-xe hơi tránh-kế mặt tiền trường chinh-tân hưng thuận-quận 12-gấp bán chỉ 5 tỷ 3.	5.3	https://batdongsan.vn/nha-70-m2-xe-hoi-tranh-ke-mat-tien-truong-chinh-tan-hung-thuan-quan-12-gap-ban-chi-5-ty-3-r258781	70.0	2.0	2.0	Trường Chinh - Tân Hưng Thuận - Quận 12	"nhà 70 m2-xe hơi tránh-kế mặt tiền trường chinh-tân hưng thuận-quận 12-gấp bán chỉ 5 tỷ 3.

- nhà 70 m2, kề mặt tiền trường chinh, kế tham lương .
- đường xe hơi tránh .
- ngang 5 mét, kết cấu 2 tầng.
- vị trí trung tâm, ngay cửa ngõ về trung tâm thành phố.
- xung quanh là hệ thống các ngân hàng, trường học, siêu thị ...
- sổ hồng riêng, mua bán công chứng nhanh.
☎️ 0974642818 gặp tươi xem nhà , xem sổ ngay."	True	False	True	True	0	2.0	mặt tiền Trường Chinh, Tân Hưng Thuận, Quận 12	Trường Chinh - Tân Hưng Thuận - Quận 12	mặt tiền Trường Chinh, Tân Hưng Thuận, Quận 12
nhà 100m2 tân thới hiệp - gần công an quận 12 - gần ngã tư nguyễn thị đặng - chỉ 4 tỷ.	4.0	https://batdongsan.vn/nha-100m2-tan-thoi-hiep-gan-cong-an-quan-12-gan-nga-tu-nguyen-thi-dang-chi-4-ty-r258780	100.0	2.0	2.0	Nguyễn Thị Đặng - Tân Thới Hiệp - Quận 12	"nhà 100m2 - tân thới hiệp - quận 12 - gần công an quận - gần ngã tư nguyễn thị đặng - gấp bán chỉ 4 tỷ.

- nhà cách mặt tiền 50 mét, gần ca quận 12, gần nguyễn thị đặng.
- nhà 5 x 20.
- thích hợp đầu tư cho thuê giữ tiền, xây mới, hoặc xây chdv.
- đang có hđ cho thuê 5 triệu/ tháng.
- khu vực trung tâm , đủ đầy tiện ích của quận 12.
- sổ hồng riêng, mua bán công chứng nhanh.
☎️ 0974642818 gặp tươi xem nhà , xem sổ ngay."	False	False	True	False	1	0.0	đường Tân Thới Hiệp, Quận 12	Nguyễn Thị Đặng - Tân Thới Hiệp - Quận 12	đường Tân Thới Hiệp, Quận 12
hxh lê văn sỹ phú nhuận, sát mặt tiền, 4 tầng btct 3pn, 83m2 dt khủng, chỉ 14 tỷ	14.0	https://batdongsan.vn/hxh-le-van-sy-phu-nhuan-sat-mat-tien-4-tang-btct-3pn-83m2-dt-khung-chi-14-ty-r258776	83.0	3.0	4.0	Lê Văn Sỹ	"khu vực vip lê văn sỹ, xe hơi đỗ cổng, hẻm thông huỳnh văn bánh, hoàng sa
kết cấu 1 trệt 2 lầu sân thượng 3pn 4wc
nhà rộng rãi thoáng mát sát mặt tiền huỳnh văn bánh, lê văn sỹ
giáp quận 10, quận 3, quận tân bình giao thông thuận tiện
sổ hồng chính chủ hoàn công đầy đủ
gọi/zalo mr thiên 0901322794 - 0834310010
thông tin chuẩn 100% không vòng vo mất thời gian"	True	False	False	False	2	4.0	Huỳnh Văn Bánh, Lê Văn Sỹ, Phường Phú Nhuận	Lê Văn Sỹ	Huỳnh Văn Bánh, Lê Văn Sỹ, Phường Phú Nhuận
bán gấp chia tài sản, giảm nhanh 2 tỷ 5, 130m2, hxh lê văn sỹ p13 pn	14.5	https://batdongsan.vn/ban-gap-chia-tai-san-giam-nhanh-2-ty-5-130m2-hxh-le-van-sy-p13-pn-r258774		3.0	4.0	Lê Văn Sỹ	"chủ mong muốn bán gấp chia tài sản, 130m2 nhà cũ tiện xây mới
hẻm xe hơi lê văn sỹ đoạn hẻm thông huỳnh văn bánh, hoàng sa
kết cấu 1 trệt 1 lầu nhà cũ thích hợp xây chdv, khách sạn
sổ hồng riêng vuông vức, pháp lý sạch công chứng ngay
gọi/zalo mr thiên 0901322794 - 0834310010
thông tin chuẩn 100% không vòng vo mất thời gian"	True	False	False	False	3	2.0	hẻm xe hơi Lê Văn Sỹ, Phường 13	Lê Văn Sỹ	hẻm xe hơi Lê Văn Sỹ, Phường 13
hxh nguyễn văn công 6x13 3pn 7.9 tỷ p3 gò vấp	7.9	https://batdongsan.vn/hxh-nguyen-van-cong-6x13-3pn-79-ty-p3-go-vap-r258771	78.0	3.0	3.0		"hẻm xe hơi p3 gò vấp- căn góc- ko qh- ngang 6m

6x13 hxh nguyễn văn công 3pn 7.9 tỷ p3 gò vấp
- nhà 2 tầng, 1 trệt 1 lầu. 3pn 3wc
- hẻm sạch sẽ, an ninh. xe hơi tới
- gần chợ nhỏ, đối diện bv 175, gần công viên gia định, trường đh công nghiệp 4, đh văn lang, trường cấp 1,2,3, gần chùa, chợ, tiện ích đầy đủ."	True	False	True	False	4	2.0	hẻm xe hơi Nguyễn Văn Công, Phường 3, Quận Gò Vấp	hẻm xe hơi Nguyễn Văn Công, Phường 3, Quận Gò Vấp	hẻm xe hơi Nguyễn Văn Công, Phường 3, Quận Gò Vấp
hot hxh 5x16 lê lợi 2 lầu st phường 4 gò vấp	6.2	https://batdongsan.vn/hot-hxh-5x16-le-loi-2-lau-st-phuong-4-go-vap-r258770	80.0	3.0	4.0		"hot hxh 5x16 lê lợi 2 lầu st phường 4 gò vấp

- nhà 1tr 2 lầu 3pn 4wc an ninh dân trí
- hẻm sạch sẽ, an ninh. thông nguyễn du, ngay đoạn giao phan văn trị, phạm văn đồng
- trường đh công nghiệp 4, đh văn lang…
- sổ hồng riêng, công nhận đủ. 6,2 tỷ"	False	False	True	False	5	2.2	đường Lê Lợi, Phường 4, Quận Gò Vấp	đường Lê Lợi, Phường 4, Quận Gò Vấp	đường Lê Lợi, Phường 4, Quận Gò Vấp
khu vip đồng đen tân bình, hxt 7m, 5 tầng btct, giá nhỉnh 8 tỷ tl	5.6	https://batdongsan.vn/khu-vip-dong-den-tan-binh-hxt-7m-5-tang-btct-gia-nhinh-8-ty-tl-r258768	44.0	5.0	4.0	Đồng Đen P10 Tân Bình Thành phố Hồ Chí Minh	"khu vip đồng đen tân bình, hxt 7m, 5 tầng btct, giá nhỉnh 8 tỷ tl
+ khu vip đồng đen, di chuyển dễ dàng, tiện ích xung quanh có hết.
+ diện tích 44m2.
+ kết cấu: 1 trệt 1 lững 2 lầu, sân thượng, 5pn lớn, 4wc, 1 phòng thờ.
+ hẻm xe tải tránh nhau thoải mái 7m, ô tô ngủ trong nhà.
+ sổ đẹp vuông vức, hoàn công đầy đủ.
+ chủ cần bán gấp giá sốc chỉ 8.1 tỷ, thiện chí thương lượng
không có nhà thứ 2
☎️ gọi ngay vương nhà phố: 09 không chín 0 năm 3 412
chuyên nhà phố tân bình."	True	False	True	False	6	5.0	khu vip Đồng Đen, Quận Tân Bình	Đồng Đen P10 Tân Bình Thành phố Hồ Chí Minh	khu vip Đồng Đen, Quận Tân Bình
bán nhà nguyễn văn tuyết:ô tô-kinh doanh-ngõ thông-ra phố 10m-mặt tiền cực rộng-17tỷ/130m2	17.4	https://batdongsan.vn/ban-nha-nguyen-van-tuyeto-to-kinh-doanh-ngo-thong-ra-pho-10m-mat-tien-cuc-rong-17ty130m2-r258767	130.0			Phố Nguyễn Văn Tuyết, Đống Đa, HN	"???? phù hợp đầu tư bđs dòng tiền+ ở tiện nghi, tại vị trí trung tâm, sầm uất quận đống đa. ra phố 10m, thông phố thái hà. thửa vuông vắn, phân lô tập thể quân đội

???? bãi ô tô 3 bước chân, sân chơi trẻ nhỏ người cao tuổi, tiện ích vô vàn, gần bệnh viện, nhiều trường đại học. gần tây sơn, yên lãng, thái thịnh, trung liệt…

???? tổng dt 130m2, mt rộng 7,2m. nhà 2 tầng ở được, khách đầu tư hoặc mua xây tòa thì quá đẹp

???? sổ đỏ chính chủ, sẵn sàng giao dịch

$$ giá 17,4 tỷ + thương lượng

lh: mr phạm bình_ chuyên nhà hn 0988 496 967
• tìm nhà theo nhu cầu,
• dẫn xem nhà,
• hổ trợ mọi vđ liên quan đến giao dịch- bao gồm pháp lý"	True	True	True	False	7	2.0	Nguyễn Văn Tuyết	Phố Nguyễn Văn Tuyết, Đống Đa, HN	Nguyễn Văn Tuyết
hxh phan huy ích phường 14 gò vấp, 50m2 4 tầng chỉ 6.5 tỷ	6.5	https://batdongsan.vn/hxh-phan-huy-ich-phuong-14-go-vap-50m2-4-tang-chi-65-ty-r258766	50.0	4.0	5.0	Phan Huy Ích	"ms 923
• vị trí: phan huy ích, phường 14 gò vấp, gần giao lộ quang trung - phan huy ích - phạm văn chiêu, khu vực kinh doanh sầm uất, thuận tiện đi tân bình, sân bay, vào trung tâm thành phố..
* diện tích 50m2, ngang 4m, dài 13m, gồm 1 trệt, 3 lầu với 4 phòng ngủ, 5 wc.
* hẻm 4m, vài bước chân đã ra mặt tiền phan huy ích
• pháp lý sạch sẽ, sổ vuông vức, hoàn công đủ, công chứng ngay."	False	False	True	True	8	4.0	phan huy ích, Phường 14, Quận Gò Vấp	Phan Huy Ích	phan huy ích, Phường 14, Quận Gò Vấp
nhà 83m2-xe hơi thông nguyễn văn quá-tô ký-đông hưng thuận-quận 12-gấp bán 4 tỷ 5.	15.9	https://batdongsan.vn/nha-83m2-xe-hoi-thong-nguyen-van-qua-to-ky-dong-hung-thuan-quan-12-gap-ban-4-ty-5-r258764	120.0	4.0	4.0	Nguyễn Văn Quá - Đông Hưng Thuận - Quận 12	"nhà mặt tiền nguyễn văn quá - đông hưng thuận - quận 12. kinh doanh tấp nập ngày đêm.
- vị trí cực hiếm nhà bán - kinh doanh sầm uất, ngay cửa ngõ vào gò vấp, cửa ngõ về ngoại ô tp, trung tâm hành chính cách nhà vài bước chân.
- mặt tiền kinh doanh đẹp, ko lỗi phong thủy .
- đoạn đẹp nhất khu vực 2 bên kinh doanh đủ loại mặt hàng, văn phòng công ty bao quanh.
- diện tích cực lớn để mở cửa hàng kinh doanh, dài 30 mét, thêm 4 mét lề đường để xe.
- tầng trệt đang có dòng tiền cho thuê ổn định 35 triệu mỗi tháng.
- sổ hồng riêng , mua bán công chứng nhanh.
☎️ 0974642818 - gặp tươi xem nhà , xem sổ ngay."	False	True	True	True	9	1.0	đường Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12	Nguyễn Văn Quá - Đông Hưng Thuận - Quận 12	đường Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12
