Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
giảm 3 tỷ,gấp bán,chỉ 130tr.mv,mặt tiền chu văn an bình thạnh,chỉ 6tỷ	6.7	https://batdongsan.vn/giam-3-tygap-banchi-130trmvmat-tien-chu-van-an-binh-thanhchi-6ty-r255399	52.0			Thành phố Hồ Chí Minh	"giảm 3 tỷ,gấp bán,chỉ 130tr.mv,mặt tiền chu văn an bình thạnh,chỉ 6tỷ

⭐️ts: vic61022_132
????gọi ngay vân nhà to- 0901248068(call,zalo, viber) - 24/7
————————
+ vi trí mặt tiền kinh doanh sầm uất, da ngành nghề, tiện di chuyển quận 1, gò vấp, phú nhuận.
+ hiện trang: trệt + lầu, 2wc.
+ sổ a4, pháp lý sạch, công chứng ngay.

bán nhà hẻm 334 chu văn an, bình thạnh"	False	False	True	True	0	2.0	mặt tiền Chu Văn An, Bình Thạnh	Thành phố Hồ Chí Minh	mặt tiền Chu Văn An, Bình Thạnh
bán nhà 1t2l thổ cư đường ô tô 84m2 (p.tân hạnh) chỉ 4,1 tỉ	4.1	https://batdongsan.vn/ban-nha-1t2l-tho-cu-duong-o-to-84m2-ptan-hanh-chi-41-ti-r255398	84.0	5.0	4.0		"bán nhà 1t2l gần ca p.tân hạnh, đường ô tô
- diện tích: 83.4m2 (4.1 x 20), shr thổ cư 100%
- vị trí: liền kề cụm công nghiệp gốm, gần ngay ca. tân hạnh, cách đường phạm văn diêu khoảng 100m
- tiện ích: bán kính 500m gần trường học các cấp, trung tâm y tế, chợ, kcn bình dương...
- nhà được thiết kế 2 lầu phong cách âu châu gồm 5 phòng ngủ (có phòng ngủ trệt), 4wc, phòng khách, bếp, phòng thờ, sân ô tô"	True	False	True	False	1	2.2	đường Ô Tô, Phường Tân Hạnh	đường Ô Tô, Phường Tân Hạnh	đường Ô Tô, Phường Tân Hạnh
sập hầm rẻ như cho, lô góc 2 mặt tiền gần điện biên phủ -đà nẵng, 5tỷ25	5.25	https://batdongsan.vn/sap-ham-re-nhu-cho-lo-goc-2-mat-tien-gan-dien-bien-phu-da-nang-5ty25-r255394	65.0	3.0			"sập hầm rẻ như cho, lô góc 2 mặt tiền gần điện biên phủ -đà nẵng, 5tỷ25
mô tả:
+ vị trí nhà bán lô góc siêu đẹp 2 mặt tiền kinh doanh vô cùng thuận lợi, ở đều sướng,…
+chỉ vài phút ra biển , ngã 3 huế, bến xe trung tâm đà nẵng , quốc lộ 1a…
+ diện tích sử dụng 170m, nhà 2 tầng, mặt tiền rộng , vỉa hè đá bóng, công năng khép kín.
+ gần chợ thanh khê, ngân hàng, các trường đại học,…
+ xung quanh tiện ích ngập tràn, tha hồ mua chọn lựa.
+ khách mua không cần phải sửa sang tí nào, sách vali đến ở thôi.
+ sổ chính chủ, sang tên và công chứng ngay
trong ngày.
+pháp lý sạch 100%
+khách làm việc trực tiếp với chủ
✨ liên hệ ngay: văn thắng bđs, 0974444479 ,(tư vấn miễn phí 24/24 )"	True	False	True	True	2	2.0	điện Biên Phủ, Đà Nẵng	điện Biên Phủ, Đà Nẵng	điện Biên Phủ, Đà Nẵng
bán nhà 1t2l 72m2 mặt tiền kinh doanh d3 khu dân cư d2d, thống nhất, 6,7 tỷ	6.7	https://batdongsan.vn/ban-nha-1t2l-72m2-mat-tien-kinh-doanh-d3-khu-dan-cu-d2d-thong-nhat-67-ty-r255391	72.0				"bán nhà 1t2l 72m2 mặt tiền kinh doanh d3 khu dân cư d2d, thống nhất, 6,7 tỷ
+ vị trí: trục d3 cách võ thị sáu
+ diện tích 4 x 18 - hướng đông cực hiếm
+ sổ riêng thổ cư - hoàn công xây dựng trên sổ
nằm ngay mặt tiền kinh doanh trục đường d3 thuộc khu dân cư sầm uất d2d võ thị sáu, là khu dân cư vip nhất tp. biên hòa. đường trước nhà rộng 6m hai oto tránh nhau thông bàn cờ. thuận tiện đi chuyển đi bất cứ đâu trong tp. biên hòa. các tiện ích xung quanh nhà thì không thiếu như ( ngân hàng, cơ quan nhà nước, khu vui chơi, trường học.....và còn rất nhiều tiện ích khác) chỉ cần đi bộ vài phút thôi
+ giá : 6,7 tỷ
+ nhà được kết cấu 1 trệt 2 lầu còn sạch sẽ 4 phòng ngủ, 3 toilet, khách, bếp
☎️ 0865399979 mr. thao (ak)

cảm ơn các anh chị đã đọc tin.
cảm ơn anh chị đã đọc tin!
anh ( chị) thấy phù hợp.
hãy liên hệ với mr. thao (zalo 0865399979) để được tư vấn thêm.
*** bên e còn nhiều bất động sản mua, bán & cho thuê: nhà, đất, kho xưởng, đất xào ở khu vực tp. biên hòa và các huyện lân cận. với nhiều mức giá và diện tích phù hợp cho anh chị.
*** phương châm khi làm việc (an toàn về pháp lý, nhiệt tình, tận tâm)."	False	False	True	True	3	3.0	trục d3, Khu dân cư D2D, Võ Thị Sáu, TP. Biên Hòa	trục d3, Khu dân cư D2D, Võ Thị Sáu, TP. Biên Hòa	trục d3, Khu dân cư D2D, Võ Thị Sáu, TP. Biên Hòa
bán nhà 84m2 trong khu đân cư lavender thạnh phú, 2,1 tỷ	2.1	https://batdongsan.vn/ban-nha-84m2-trong-khu-dan-cu-lavender-thanh-phu-21-ty-r255390	84.0				"bán nhà 84m2 trong khu đân cư lavender thạnh phú, 2,1 tỷ
*** tặng khóa học lái xe b2 cho khách hữu duyên***
+ diện tích: 5 x 17 (84m2)
+ pháp lý: sổ hồng riêng thổ cư 100%
nằm trong khu dân cư đẹp nhất của xã thạnh phú. đối diện trung tâm thương mại, liền kề trường học, công viên, trung tâm hành chính... vị trí cực kì đắc địa, đường xá thông thoáng, 3_4 xe oto chạy vô tư
+ thiết kế: 1 trệt 1 lửng, 3 phòng ngủ, phòng thờ, phòng khách, bếp rộng rãi... sân đậu được xe hơi 7 chỗ
+ giá chỉ 2,1 tỷ ( thương lượng)
_ liên hệ (h6):

cảm ơn anh chị đã đọc tin!
anh ( chị) thấy phù hợp.
hãy liên hệ với mr. thao (zalo 0865399979) để được tư vấn thêm.
*** bên e còn nhiều bất động sản mua, bán & cho thuê: nhà, đất, kho xưởng, đất xào ở khu vực tp. biên hòa và các huyện lân cận. với nhiều mức giá và diện tích phù hợp cho anh chị.
*** phương châm khi làm việc (an toàn về pháp lý, nhiệt tình, tận tâm)."	True	False	True	False	4	1.8	Khu dân cư Lavender, Thạnh Phú	Khu dân cư Lavender, Thạnh Phú	Khu dân cư Lavender, Thạnh Phú
nhà đẹp hxh gò xoài, quận bình tân, 4x16m, 4 tầng vuông vức, giá nhỉnh 7tỷ3	7.3	https://batdongsan.vn/nha-dep-hxh-go-xoai-quan-binh-tan-4x16m-4-tang-vuong-vuc-gia-nhinh-7ty3-r255389	64.0	4.0	5.0	Gò Xoài, BHHA, Bình Tân	"mô tả:
+ nhà 4 tầng btct, 4pn, 5wc riêng, phòng khách, bếp, phòng thờ, sân thượng trước sau.
+ nhà phong thuỷ cực tốt.
+ khu dân trí cao, an ninh, kinh doanh được.
+ sổ hồng riêng đẹp, pháp lý tốt, hoàn công đầy đủ, công chứng trong ngày.

+ giá nhỉnh: 7tỷ3 tl. hỗ trợ tài chính ngân hàng.

☎️ minh quân. xem nhà và gặp chủ trực tiếp thương lượng.
#gx.1"	False	False	False	False	5	4.0	HXH Gò Xoài, Quận Bình Tân	Gò Xoài, BHHA, Bình Tân	HXH Gò Xoài, Quận Bình Tân
hxh tránh, sát chợ phạm văn hai, ngang 5m, 5 tầng btct, nhà mới, chỉ 10 tỷ	10.0	https://batdongsan.vn/hxh-tranh-sat-cho-pham-van-hai-ngang-5m-5-tang-btct-nha-moi-chi-10-ty-r255388	76.0			Phạm Văn Hai	"+ nhà ở vị trí đẹp, bán kính 200m là lê văn sỹ, hoàng sa, trường sa, cách mạng tháng 8
+ tiện ích đầy đủ, đi bộ ra chợ phạm văn hai, trung tâm thương mại, siêu thị
+ kết cấu 5 tầng btct, 4 phòng ngủ, phòng hát...
+ hẻm nhựa 6m, ô tô đậu trong nhà
+ sổ hồng riêng, chính chủ, hoàn công đầy đủ
+ lh: quang 0973002442 để xem nhà và thương lượng chính chủ. miễn trung gian"	True	False	True	False	6	5.0	Hẻm Xuân Trường, Sát Chợ Phạm Văn Hai	Phạm Văn Hai	Hẻm Xuân Trường, Sát Chợ Phạm Văn Hai
cần bán nhanh thửa đất tặng kèm nhà c4 ở trương định 30m, oto đỗ cổng, lh ngay 097xxx	2.95	https://batdongsan.vn/can-ban-nhanh-thua-dat-tang-kem-nha-c4-o-truong-dinh-30m-oto-do-cong-lh-ngay-097xxx-r255385	30.0				"mặt ngõ - kinh doanh - sát ô tô - tặng nhà c4.

mặt ngõ trương định, khu vực sầm uất, kinh doanh rất tốt, thông sang nguyễn an ninh, thuận tiện di chuyển các tuyến phố.
nhà 1 tầng 1 lửng bên trong vẫn còn mới đẹp và chắc chắn. khách mua về có thể vừa xây vừa ở luôn được, kinh doanh nữa cũng quá ok.
chủ nhà thiện trí bán, khu vực an ninh cao, hàng xóm thân thiện.
sổ đỏ chính chủ, pháp lý chuẩn.
giá: 2.95 tỷ ( có thương lượng )
tư vấn mua bán bđs: gọi ngay em hiếu 0975596463."	True	False	True	False	7	1.2	ngõ Trương Định	ngõ Trương Định	ngõ Trương Định
bán nhà đồng đen, phường 14, tân bình, 60m2, sát mặt tiền 4 tầng btct 6,5 tỷ - 0977943598	6.5	https://batdongsan.vn/ban-nha-dong-den-phuong-14-tan-binh-60m2-sat-mat-tien-4-tang-btct-65-ty-0977943598-r255382	60.0				"bán nhà đồng đen, phường 14, tân bình, 60m2, sát mặt tiền 4 tầng btct 6,5 tỷ - 0977943598
đồng đen – bàu cát - gần mt - 60m2 - sổ vuông a4 - 4 tầng btct- 3 phòng ngủ - giá 6.5 tỷ.

mô tả:
+ diện tích 60m2, ngang 4m, dài 15m.
+ kết cấu: 1 trệt 2 lầu, sân thượng đúc btct, 3 pn, 4wc, phòng khách, phòng bếp giếng trời...
+ hẻm trước nhà 3m yên tĩnh cách mặt tiền chỉ 20m, an ninh sạch sẽ, vị trí đỉnh nhiều văn phòng cty, kinh doanh buôn bán...
+ tiện ích xung quanh không thiếu thứ gì. chợ bàu cát, chung cư bàu cát, khu vực sầm uất và đáng sống bậc nhất sài gòn, siêu thị, trường học các cấp,…..
+ sổ vuông, pháp lý sạch, công chứng ngay.

giá bán: 6.5 tỷ thương lượng.
liên hệ xem nhà: giang nguyễn, sdt: 0977943598."	False	False	True	False	8	4.0	đường Đồng Đen, Phường 14, Quận Tân Bình	đường Đồng Đen, Phường 14, Quận Tân Bình	đường Đồng Đen, Phường 14, Quận Tân Bình
bán nhà đường hiệp bình thủ đức 55m2 chỉ 4 tỷ nhỉnh	4.4	https://batdongsan.vn/ban-nha-duong-hiep-binh-thu-duc-55m2-chi-4-ty-nhinh-r255381	55.0				"- diện tích: 4m x 14m vuông vắn, hẻm kia morning sạch sẽ.
- kết cấu: nhà 2 tầng hoàn công, sạch, mới, hiện đại.
- vị trí: gần chợ hiệp bình, 1km ra phạm văn đồng, lân cân phường linh đông, tam bình, hiệp bình phước...
- pháp lý: sổ hồng riêng. khu dân cư ổn định. không dính quy hoạch.
- giá 4,4 tỷ còn thương lượng.
quý khách gọi ngay em hiền 0344102066 để được hỗ trợ tốt nhất.

lê hiền land - chuyên nhà đất thủ đức - đt/zalo 0344102066
chất lượng - tận tâm -uy tín"	False	False	True	False	9	2.0	đường Hiệp Bình, Quận Thủ Đức	đường Hiệp Bình, Quận Thủ Đức	đường Hiệp Bình, Quận Thủ Đức
