Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
bán nhà thị trấn long thành 100m2 srtc chỉ 2 tỷ	2.0	https://batdongsan.vn/ban-nha-thi-tran-long-thanh-100m2-srtc-chi-2-ty-r259238	100.0	2.0			"gia đình chuyển chỗ ở cần bán lại căn nhà c4 ở thị trấn long thành
nhà có 2 phòng ngủ, bếp , toilet, sân xe và phòng khách rộng rãi
- khi dân cư hiện hữu, đường bê tông sạch sẽ
- tiện ích xung quanh đầy đủ, chợ, trường học
- diện tích 5x20
- sổ riêng đất ở đô thị
- đường xe hơi vào tận nhà
????liên hệ (đt 12)ms nguyệt để làm việc chính chủ
miễn tiếp quảng cáo"	True	False	True	False	0	1.2	Thị Trấn Long Thành	Thị Trấn Long Thành	Thị Trấn Long Thành
bán nhà nguyễn cao- mặt tiền to, ngõ rộng, gần phố, nhiều tiện ích. hiếm bán- 100tr/m2	5.0	https://batdongsan.vn/ban-nha-nguyen-cao-mat-tien-to-ngo-rong-gan-pho-nhieu-tien-ich-hiem-ban-100trm2-r259237	46.0			Phố Nguyễn Cao, Hai Bà Trưng, HN	"???? vị trí đẹp, trung tâm quận hai bà trưng, gần các tuyến phố lò đúc, trần thánh tông,tăng bạt hổ, hàng chuối, nguyễn công trứ. 5 phút lên hồ gươm

???? tiện ích: gần chợ, trường học, bệnh viện, tiện mua sắm, được thõa mãn mọi nhu cầu dịch vụ…

???? 46m2- nhà 3 tầng không mới lắm, nhưng khung cột bê tông chắc chắn, dt 46 m2- mt rộng, khách mua về thêm thùng sơn đẹp lung linh. đầy đủ công năng với 4 pn. (nhà như ảnh)

???? sổ đỏ chính chủ, thửa đẹp

$$ giá 5 tỷ + thương lượng

lh: mr phạm bình_ chuyên nhà hn 0988 496 967
• tìm nhà theo nhu cầu,
• dẫn xem nhà,
• hổ trợ mọi vđ liên quan đến giao dịch- bao gồm pháp lý"	False	False	True	False	1	3.0	nguyễn cao, Quận Hai Bà Trưng	Phố Nguyễn Cao, Hai Bà Trưng, HN	nguyễn cao, Quận Hai Bà Trưng
bán nhà phố hoàng liệt 62m, 5t, ôtô vào nhà, 6.1 tỷ	6.1	https://batdongsan.vn/ban-nha-pho-hoang-liet-62m-5t-oto-vao-nha-61-ty-r259233	62.0			Linh Đường, Hoàng Liệt, Hoàng Mai, Hà Nội	"-nhà chủ mới xây, thiết kế hiện đại, đáp ứng mọi công năng sử dụng. sổ đỏ nét căng.
-mặt ngõ thông, ô tô qua nhà, vào nhà nếu muốn, có bãi gửi xe cạnh nhà, đi từ nhiều hướng vào nhà rất thuận tiện.
- vài bước đi bộ ra hồ linh đàm, bến xe nước ngầm, đường giải phóng, ngọc hồi…
lh trọng kiên 0904537729 để xem nhà 24/7."	True	False	False	False	2	0.0	phố Hoàng Liệt	Linh Đường, Hoàng Liệt, Hoàng Mai, Hà Nội	phố Hoàng Liệt
nhà hoàng liệt 65m, mặt tiền 5m cực đẹp, ô tô đỗ cửa, kd, 6.2 tỷ	6.2	https://batdongsan.vn/nha-hoang-liet-65m-mat-tien-5m-cuc-dep-o-to-d-cua-kd-62-ty-r259229	65.0			Hoàng Liệt, Hoàng Mai, Hà Nội	"-chủ chuyển công tác rất cần bán căn nhà mặt ngõ ô tô, kinh doanh đỉnh tại hoàng liệt, hoàng mai.
-nhà xây chắc chắn, mặt tiền quá đẹp 5m, ô tô đỗ cửa vào nhà. hưởng trọn tiện ích khu đô thị linh đàm, nhiều trường học các cấp xung quanh…
-sổ đỏ chính chủ sẵn sàng giao dịch.
lh trọng kiên 0904537729 để được hỗ trợ xem nhà và đàm phán."	True	False	True	True	3	1.0	Hoàng Liệt, Quận Hoàng Mai	Hoàng Liệt, Hoàng Mai, Hà Nội	Hoàng Liệt, Quận Hoàng Mai
siêu phẩm, hót nhất khu vực 2 tầng giá sập đấy hà huy tập, thanh khê	3.6	https://batdongsan.vn/sieu-pham-hot-nhat-khu-vuc-2-tang-gia-sap-day-ha-huy-tap-thanh-khe-r259228	100.0				"hàng hiếm, nổi bật nhất tt thanh khê duy nhất một căn là đây.
✅️ nhà giá rẻ, kiệt 7m hà huytập, thanh khê. sát mặt tiền.
✅️ 100m2. 2 tầng. còn mới 85% vào ở ngay .
chính chủ chưa qua đầu tư
chủ tự xây.
✅️ giá ️chỉ 3,x tỷ. thương lượng.
✅️ phone ; 0981326539 gặp trực tiếp chủ xem nhà."	False	False	False	False	4	2.0	Hà Huy Tập, Thanh Khê	Hà Huy Tập, Thanh Khê	Hà Huy Tập, Thanh Khê
nhà trần bình trọng, 50m2, hẻm thông, sát bên phạm văn đồng.	4.5	https://batdongsan.vn/nha-tran-binh-trong-50m2-hem-thong-sat-ben-pham-van-dong-r259226	50.0	4.0	3.0	Nhà Trần Bình Trọng, Phường 1, Gò Vấp.	"nhà trần bình trọng, phường 1, gò vấp.
diện tích: 4.5m x 11.5m
- nhà 3 tầng, mới xây 2 năm, 4 phòng ngủ, 3wc, đặt biệt có phòng ngủ tầng trệt cho người lớn tuổi, sân thượng view đẹp, phòng khách, bếp, thoáng mát, căn góc có cửa sổ.
- vị trí thuận tiện đi lại khắp nơi, cách 120m ra phạm văn đồng, khu vực gần chợ gò vấp, trường học các cấp, trường đại học công nghiệp 4, văn lang, tài chính maketing, 10 phút ra sân bay tân sơn nhất, bệnh viện quân y 175, rất nhiều tttm bao quanh như vincom, lotte, emart…
- đang có doanh thu 9tr/tháng.
mọi chi tiết xin liên hệ : duyên 0908.638.007"	False	True	True	False	5	3.0	nhà Trần Bình Trọng, Phường 1, Quận Gò Vấp	Nhà Trần Bình Trọng, Phường 1, Gò Vấp.	nhà Trần Bình Trọng, Phường 1, Quận Gò Vấp
nhà trần quý cáp, 53m2, giá 4.8 tỷ, có dòng tiền.	4.8	https://batdongsan.vn/nha-tran-quy-cap-53m2-gia-48-ty-co-dong-tien-r259224	53.0	3.0	2.0	Nhà Trần Quý Cáp, Phường 11, Bình thạnh	"nhà trần quý cáp, phường 11, bình thạnh
mô tả :
- nhà vị trí thuận tiện di chuyển, cách nơ trang long, phan văn trị vài trăm mét.
- kết cấu 2 tầng gồm 3 phòng ngủ, 2 wc, có phòng ngủ ở tầng trệt.
- diện tích: 53m2
- hiện đang cho thuê thu nhập 9tr/ tháng
mọi chi tiết xin liên hệ : duyên 0908.638.007"	False	True	False	False	6	2.0	trần Quý Cáp, Phường 11, Quận Bình Thạnh	Nhà Trần Quý Cáp, Phường 11, Bình thạnh	trần Quý Cáp, Phường 11, Quận Bình Thạnh
cần bán nhà 1 trệt 2 lầu 53m2, 4pn - 3wc, sổ hồng hoàn công, giá chỉ 5 tỷ 3 thương lượng	5.3	https://batdongsan.vn/can-ban-nha-1-tret-2-lau-53m2-4pn-3wc-so-hong-hoan-cong-gia-chi-5-ty-3-thuong-luong-r259220	53.0	4.0	3.0	Đường Lã Xuân Oai, Phường Long Trường Q9	"cần bán nhà mới xây
thiết kế: 1 trệt 2 lầu 4pn - 3wc
diện tích đất: 4,3x13
pháp lý: sổ hồng
đường trước nhà 7m
vị trí đắc địa gần chợ, gần trường, siêu thị........................
- giá bán : 5,3 tỷ thương lượng
địa chỉ: hẻm 312 lã xuân oai , p. long trường, q9
lh: 0388668882 gặp tâm ( zalo ) gặp em tâm ( zalo ) xem nhà"	False	False	True	False	7	3.0	hẻm 312 Lã Xuân Oai, Phường Long Trường, Quận 9	Đường Lã Xuân Oai, Phường Long Trường Q9	hẻm 312 Lã Xuân Oai, Phường Long Trường, Quận 9
dt chuẩn 5.2m x 15m, giáp tô hiến thành - đường xe tải trung tâm quận 10 - giá chỉ 9.9 tỷ	9.9	https://batdongsan.vn/dt-chuan-52m-x-15m-giap-to-hien-thanh-duong-xe-tai-trung-tam-quan-10-gia-chi-99-ty-r259209	72.0				"- dt: 5.2m x 15m (nở hậu 6.4m). dtcn: 72m²
- hiện hữu 2 tầng, xây mới quá đẹp
- vị trí: hẻm xe hơi đỗ cửa, cách trục chính ~ 30m, thuận tiện di chuyển ra tô hiến thành, hồ bá kiện, bắc hải...
- gần chợ hòa hưng, công viên thị riêng, big c miền đông và nhiều tiện ích khác
- khu vực an ninh, dân trí cao.
- chủ thiện chí bán
giá: 9.9 tỷ (tl)
——————————-
liên hệ: sàn gd bđs innov home - house land group
- đc: số 13 lô 4 khu b - lê đại hành, p.15, q.11, tp. hcm
- di động: 098765 9949 - 0903578922 & hotline: 098 1900 490
- website: innovhome-houseland .com"	True	False	True	False	8	2.0	đường xe tải trung tâm, Quận 10	đường xe tải trung tâm, Quận 10	đường xe tải trung tâm, Quận 10
hàng mới về 16 tỷ - mặt tiền kd minh phụng, quận 11 [4m x 14m – 3 tầng]	16.0	https://batdongsan.vn/hang-moi-ve-16-ty-mat-tien-kd-minh-phung-quan-11-4m-x-14m-3-tang-r259208					"- dt: 4m x 14m (nở hậu 4.5m). không lộ giới
- kết cấu: 3 tầng btct kiên cố
- lề đường 5m, không lỗi phong thủy
- có hđ thuê sẵn
- khu kinh doanh – văn phòng công ty
giá: 16 tỷ (còn bớt)
——————————
liên hệ: sàn gd bđs innov home - house land group
- đc: số 13 lô 4 khu b - lê đại hành, p.15, q.11, tp. hcm
- di động: 098765 9949 - 0903578922 & hotline: 098 1900 490
- website: innovhome-houseland .com"	False	False	False	False	9	3.0	đường Minh Phụng, Quận 11, Thành phố Hồ Chí Minh	đường Minh Phụng, Quận 11, Thành phố Hồ Chí Minh	đường Minh Phụng, Quận 11, Thành phố Hồ Chí Minh
