Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
chạy thận bán nhà 45m2 hxh 1t 1l 2pn	1.65	https://batdongsan.vn/chay-than-ban-nha-45m2-hxh-1t-1l-2pn-r252644	45.0	2.0	3.0		"địa chỉ: hẻm 111/ vườn lài, phường tân thành, quận tân phú.
hẻm xe hơi lọt lòng.
diện tích: 3,2x13,9m
kết cấu: 1t 1l, 2pn 3wc.
nhà cần được thanh lý, miễn cò lái, làm việc trực tiếp, xem sổ photo trước.
gần trường thpt trần phú, trường cao đẳng kỹ thuật công nghệ tphcm.
khu dân cư an ninh, ý thức cao.
tiện ích không thiếu thứ gì.
giấy tờ đầy đủ, rõ ràng, thủ tục nhanh chóng."	True	False	True	False	0	2.0	hẻm 111/ Vườn Lài, Phường Tân Thành, Quận Tân Phú	hẻm 111/ Vườn Lài, Phường Tân Thành, Quận Tân Phú	hẻm 111/ Vườn Lài, Phường Tân Thành, Quận Tân Phú
bán mt tân bình rẻ hơn nhà hxh gần sân bay 199m2 ngang 6m	27.0	https://batdongsan.vn/ban-mt-tan-binh-re-hon-nha-hxh-gan-san-bay-199m2-ngang-6m-r252643	199.0			Thành phố Hồ Chí Minh	"- mặt tiền kinh doanh đa ngành nghề, nằm ngay ngã tư bảy hiền, giá mời gọi các cá mập, đầu tư, nhà mặt tiền tân bình rẻ hơn nhà hẻm oto
- diện tích 199m2, ngang 6.1m nở hậu tài lộc hái ra tiền
- phù hợp xây tòa nhà văn phòng, căn hộ dịch vụ, khai thác cho thuê giá cực tốt
- vị trí cực đỉnh gần hoàng văn thụ, cách mạng tháng 8, lý thường kiệt, trường chinh, đường lên sân bay tân sơn nhất, bạch đằng, trường sơn
- cần bán gấp để chia tài sản, giá còn thương lượng.
- pháp lý rõ ràng, công chứng ngay. tpbd8051
- cảm ơn anh chị đã xem tin, mua nhà liên hệ bội dư ( bđs thổ cư ) 093.454.6931."	False	False	True	True	1	0.4	đường Tân Bình	Thành phố Hồ Chí Minh	đường Tân Bình
bán nhà 1 trệt 1 lầu shr thổ cư đường ô tô 50m2 (p. tân vạn)	2.3	https://batdongsan.vn/ban-nha-1-tret-1-lau-shr-tho-cu-duong-o-to-50m2-p-tan-van-r252642	50.0	2.0	2.0	bùi hữu nghĩa	"+ vị trí: gần chợ tân vạn,cách đường bùi hữu nghĩa khoảng 100m
- nhà 1t1l xây dựng kiên cố hiện đại gồm:1 phòng khách, 2 phòng ngủ, 2wc,nhà bếp. đường ô tô chạy vi vu,điện nước máy đầy đủ.
- diện tích: 4x12,5m (50m2)
- pháp lý: sổ hồng riêng thổ cư sang tên công chứng trong một nốt nhạc
- giá còn thương lượng

em mộng lành – chuyên viên môi giới công ty bacomland. hiện kho công ty em còn có hơn 1000 sản phẩm nhà, đất khu vực biên hòa giá từ dưới 2 tỷ đến trên 50 tỷ, (đủ các hướng trên các phường thuộc thành phố biên hòa). qúy khách hàng cần tìm nhà, đất theo nhu cầu hãy liên hệ, em mộng lành sẽ hỗ trợ tư vấn 24/24 để quý khách mua được sản phẩm như ý. đặc biệt hỗ trợ khách hàng thủ tục pháp lý sau khi giao dịch bđs. trân trọng!!!
nhận ký gửi mua bán nhà đất chính chủ,tư vấn thủ tục pháp lý. làm việc rất có tâm - uy tín - bảo mật, hỗ trợ mua bán nhanh."	True	False	True	False	2	2.0	đường ô tô, Phường Tân Vạn, Thành phố Biên Hòa	bùi hữu nghĩa	đường ô tô, Phường Tân Vạn, Thành phố Biên Hòa
ngộp bank bán tòa nhà mt chdv 6tầng 23phòng cho thuê q.tân phú	25.0	https://batdongsan.vn/ngop-bank-ban-toa-nha-mt-chdv-6tang-23phong-cho-thue-qtan-phu-r252639	199.0	23.0		Thành phố Hồ Chí Minh	"- diện tích với bề ngang bề thế 6.5m tổng diện tích 199m2
- kết cấu 6 tầng , hiện khai thác cho thuê mặt bằng + 23 phòng chdv , thang máy hiện đại, cho thuê sân thượng triệu view mở rooptop, cà phê, quán ăn đỉnh cao.
- thu nhập cực tốt khai thác từ tòa nhà là 989 triệu đồng,
- vị trí lô góc siêu vip cách bigc phú thạnh chỉ vài bước chân, ngay trung tâm quận tân phú giáp quận tân bình, hướng lên sân bay tân sơn nhất, sát bên là khu vip bàu cát, đồng đen.
- nhà hiện bị ngộp bank cầu cứu cá mập, kêu gọi đầu tư. tpbd8052
- cảm ơn anh chị đã xem tin, mua nhà liên hệ bội dư ( bđs thổ cư ) 093.454.6931."	False	False	True	False	3	9.4	đường_MT_chdv, Quận Tân Phú	Thành phố Hồ Chí Minh	đường_MT_chdv, Quận Tân Phú
bán nhà mới 1t1l bửu long qua 2 con rồng, đường lớn 2 ô tô đi thoải mái.	3.75	https://batdongsan.vn/ban-nha-moi-1t1l-buu-long-qua-2-con-rong-duong-lon-2-o-to-di-thoai-mai-r252636	83.0	3.0		ngay khu du lịch bửu long	"cần bán nhà mới xây gần khu du lịch bửu long, trường lái đi lại thuận tiện, giá cả hợp lý cho khách hàng mua ở hoặc đầu tư.
- vị trí: cách đường lớn huỳnh văn nghệ chỉ vài bước chân đi bộ, liền khu du lịch bửu long khoảng 200m, gần trường lái. tiện ích xung quanh có chợ, trường học đầy đủ.
- diện tích: 83m2, sổ hồng riêng thổ cư hỗ trợ vay ngân hàng.
- nhà thiết kế 1t1l tiện nghi cao cấp, có 3 phòng ngủ, 2wc, phòng khách, phòng thờ, bếp, sân phơi, sân đậu ô tô
- giá: 3,75 tỷ có thương lượng
** có 3 căn liền kề cho quý khách háng thoải mái lựa chọn
- liên hệ (h6): hải đăng 0937759337
- miễn tiếp quảng cáo.
ngoài ra bên công ty em còn rất nhiều sản phẩm tương tự cho anh chị lựa chọn nếu chưa phù hợp ạ."	True	False	True	False	4	2.0	đường Huỳnh Văn Nghệ, gần Khu Du Lịch Bửu Long, qua 2 Con Rồng	ngay khu du lịch bửu long	đường Huỳnh Văn Nghệ, gần Khu Du Lịch Bửu Long, qua 2 Con Rồng
hẻm xe hơi, 3 tầng mới đẹp,dt 4,2x12,1, hồ văn long, bhh b, bình tân. chỉ 4,4 tỷ	4.4	https://batdongsan.vn/hem-xe-hoi-3-tang-moi-depdt-42x121-ho-van-long-bhh-b-binh-tan-chi-44-ty-r252633	51.0	4.0	3.0	Hồ Văn Long	"hẻm xe hơi, 3 tầng mới đẹp,dt 4,2x12,1, hồ văn long, bhh b, bình tân. chỉ 4,4 tỷ
mô tả:
+ dt 51m2 (4.2x12.1), 3 tầng đúc btct kiên cố với 4pn, 3 wc, khách bếp
+ hẻm nhựa 7m đẹp, rộng, yên tĩnh, cực kỳ an ninh, khu nhà cao tầng đồng bộ rất đẹp.
+ vị trí: gần nguyễn thị tú, lê trọng tấn, sát ngay cổng kcn vĩnh lộc, đi m1 nối dài ra tây thạnh, trường chinh. thuận tiện đi quận hóc môn, quận 12, tân phú, tân bình, sân bay tân sơn nhất. gần chợ, trường học các cấp, ngân hàng, tiện ích không thiếu chi .
???? sổ vuông vức, pháp lý sạch, hoàn công đủ, công chứng ngay.
+ liên hệ xem nhà miễn phí mai hoa sđt hoặc zalo 0707461661 ạ"	True	False	True	False	5	3.0	Hồ Văn Long, BHH B, Bình Tân	Hồ Văn Long	Hồ Văn Long, BHH B, Bình Tân
xoắn bán nhà hxt tránh 10x9m hồng bàng phường 16 quận 11	11.0	https://batdongsan.vn/xoan-ban-nha-hxt-tranh-10x9m-hong-bang-phuong-16-quan-11-r252629	90.0			Thành phố Hồ Chí Minh	"- diện tích 10m x 9m ,nở hậu cấp 4, dễ xây mới, xây villa, căn hộ dịch vụ cho thuê, thiết kế nhà theo ý thích
- thu nhập cho thuê hiện tại là 252 triệu, khu vực ít nhà bán, khai thác căn hộ dịch vụ cho thuê cực tốt
- hẻm xe tải tránh ra vào thoải mái. giá bán 11tỷ
- vị trí trung tâm đỉnh 5 phút ra quận 5, 6 phút ra quận 1, giáp đường nguyễn thị nhỏ, 3/2, nguyễn trãi, châu văn liêm,...
- pháp lý rõ ràng, công chứng ngay. tpbd8050
- cảm ơn anh chị đã xem tin, mua nhà liên hệ bội dư ( bđs thổ cư ) 089.930.6823."	False	False	False	False	6	0.0	hẻm XT, Phường 16, Quận 11, Hồng Bàng	Thành phố Hồ Chí Minh	hẻm XT, Phường 16, Quận 11, Hồng Bàng
89m2 mặt tiền lý tế xuyên linh đông thủ đức chỉ 5 tỷ 7	5.7	https://batdongsan.vn/89m2-mat-tien-ly-te-xuyen-linh-dong-thu-duc-chi-5-ty-7-r252628	89.0	1.0	1.0	đường Lý Tế Xuyên , phường Linh Đông, Quận Thủ Đức, Tp. HCM	"lý tế xuyên - phường linh đông - quận thủ đức.
bán nhà cấp 4, nhà vị trí mặt tiền, có vỉa hè sẵn.
diện tích : 89m2 - ngang 3.3 dài 27
vị trí đẹp, đối diện khu qui hoạch trường học, công viên, tương lai sẽ rất giá trị.
gần ubnd phường, trạm y tế phường, chợ, công an phường, trường học.
sổ đẹp, vuông vức, pháp lý sạch, công chứng ngay. vay bank được.
thích hợp đầu tư lâu dài.
nay giảm chào còn 5 tỷ 7 (ban đầu chào 6 tỷ2)
liên hệ ms giang 036 300 1478"	False	False	True	True	7	1.0	Lý Tế Xuyên, Phường Linh Đông, Quận Thủ Đức	đường Lý Tế Xuyên , phường Linh Đông, Quận Thủ Đức, Tp. HCM	Lý Tế Xuyên, Phường Linh Đông, Quận Thủ Đức
nhà hẻm 8m mã lò, bình tân, 4x15m, 4 tầng btct, 4pn, 5wc, giá nhỉnh 6tỷ5 tl	6.5	https://batdongsan.vn/nha-hem-8m-ma-lo-binh-tan-4x15m-4-tang-btct-4pn-5wc-gia-nhinh-6ty5-tl-r252627	60.0	4.0	5.0	Mã Lò, BHHA, Bình Tân	"mô tả:
+ nhà kiến trúc châu âu cực đẹp hoành tráng, xây 4 tầng btct vô cùng kiên cố.
+ kết cấu gồm 4pn + 5wc + phòng thờ + sân thượng trước sau.
+ có giếng trời và máy nước nóng lạnh.
+ hẻm trước nhà 2 xe tải to đùng, khu vực văn minh, yên tĩnh.
+ vị trí cách ngã tư bốn xã 5 phút, cách đầm sen 10 phút, thuận tiện di chuyển các quận.
+ sổ hồng vuông vức, công chứng ngay.
+ giá chỉ: 6tỷ5 tl. hỗ trợ tài chính ngân hàng.

☎️ minh quân. xem nhà và gặp chủ trực tiếp thương lượng.
#ml.1"	False	False	False	False	8	4.0	Hẻm 8m Mã Lò, Bình Tân	Mã Lò, BHHA, Bình Tân	Hẻm 8m Mã Lò, Bình Tân
chỉ 7.6 tỷ có mặt tiền kinh doanh sầm uất đường 53,q7, nhà mới vào ở ngay, dt 4x9.5m	7.6	https://batdongsan.vn/chi-76-ty-co-mat-tien-kinh-doanh-sam-uat-duong-53q7-nha-moi-vao-o-ngay-dt-4x95m-r252623	38.0	5.0	4.0	nguyễn văn linh, quận 7, tp HCM	"- mặt tiền đường số 53, thuộc dạng phân khúc hiếm, dt 37.8m2, giá 7.6tỷ phường bình thuận - quận 7
mô tả:
- tình trạng: nhà 1 trệt 3 lầu xây kiêng cố, 5pn, 4wc bồn tắm, bếp tủ bếp, phòng khách lớn, oto đỗ cửa ngày đêm, vào nhà, sân trước để xe, xung quanh toàn là căn hộ dịch vụ 7,8 tầng 1 hầm, xung quanh toàn nhà 7,8 tầng, cách mặt tiền lâm văn bền chỉ 25m, lộ trước nhà xe tải lớn tránh nhau, vị trí sầm uất.
- phù hợp: ở, kinh doanh mọi ngành nghề.
- tiện ích: thuận tiện sang các quận 4, quận 1, quận 2, quận 5, quận 8, quận 10, quận 9..vv...cạnh trường đại học , siêu thị, trung tâm thương mại, trường quốc tế, ngân hàng, cửa hàng tiện ích, địa điểm ăn uống, công an phường.
- pháp lý: sổ hồng chính chủ, công chứng nhanh, khu hiện hữu, không quy hoach hoàn công đủ,
- chủ nhà hợp tác, vay vốn ngân hàng thoải mái."	True	False	True	False	9	4.0	đường Số 53, Phường Bình Thuận, Quận 7	nguyễn văn linh, quận 7, tp HCM	đường Số 53, Phường Bình Thuận, Quận 7
