Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
chủ hạ chào hơn 1 tỉ_chỉ còn 11,8tỉ	11.8	https://batdongsan.vn/chu-ha-chao-hon-1-ti-chi-con-118ti-r255022	71.0	5.0	5.0		"kế bên căn biệt thự khủng nhất lạc long quân_tân bình giáp quận 10, quận 11, hẻm nhựa ô tô vào nhà, 71m2-5tầng-5phòng ngủ-nội thất cao cấp_đẹp mê ly

+ kết cấu: 1 trệt 3 lầu sân thượng_5 tầng với 5pn, tường gạch, sân thượng, ban công
+ gia chủ xây tâm huyết để ở nên vô cùng kiên cố_chắc chắn, được phủ lên toàn bộ nội thất cao cấp xịn nhập ngoại
+khu an ninh dân trí cao_vị trí tuyệt đẹp giáp quận 10, quận 11 với vô vàn tiện ích vây quanh, thuận tiện cho việc di chuyển bốn bề.
+ nhà thích hợp cho đại gia đình đông thành viên, kinh doanh, cho thuê, làm văn phòng công ty, spa..vv"	True	False	True	False	0	5.0	Lạc Long Quân, Quận Tân Bình	Lạc Long Quân, Quận Tân Bình	Lạc Long Quân, Quận Tân Bình
bán nhà phố phan đình giót,35m2x5t,ô tô,nhà thoáng sáng,siêu đẹp ở ngay,giá 4.39 tỷ 0969945393	4.39	https://batdongsan.vn/ban-nha-pho-phan-dinh-giot35m2x5to-tonha-thoang-sangsieu-dep-o-ngaygia-439-ty-0969945393-r255018	35.0	5.0			"+ trình làng siêu phẩm thanh xuân, sẵn 5 tầng mới ở luôn, cực kì gần ô tô, dân trí cao, tầm tiền cực hiếm nhà bán khu này.
+ thông số: gia chủ xây dựng và thiết kế mục đích chính để ở và an sinh lâu dài, với con mắt của dân nghệ thuật cho ra đời một tổ ấm trong mơ, công năng hoàn hảo, nội thất đo đạc theo kích thước phòng, cốt móng kiên cố, vẫn thoải mái lên tầng khi cần.
• tầng 1: phòng khách, bếp, vệ sinh.
• tầng 2-3-4: mỗi tầng 1 phòng rộng, vệ sinh.
• tầng 5: phòng thờ, sân phơi.
+ vị trí: khu vực tập trung lượng dân trí cao, và có gần chục công ty cổ phần, đại học, trường học các cấp, cơ quan, bộ máy quan trọng, rất nhiều lối để vào nhà, đi từ giải phóng, hoặc đi từ trường chinh, ngõ thông các ngả, thuận tiện vô cùng.
sổ đỏ chính chủ,pháp lí sạch,sẵn sàng giao dịch.
liên hệ a tuyên 0969945393 để được tư vấn và xem nhà miễn phí."	True	False	True	False	1	5.0	phố Phan Đình Giót	phố Phan Đình Giót	phố Phan Đình Giót
nhà mới hxh 373 lý thường kiệt, 5 tầng btct, gần mặt tiền, chỉ nhỉnh 10 tỷ	10.7	https://batdongsan.vn/nha-moi-hxh-373-ly-thuong-kiet-5-tang-btct-gan-mat-tien-chi-nhinh-10-ty-r255017	80.0			Lý Thường Kiệt, Tân Bình	"+ nhà ở vị trí đẹp, gần mặt tiền hẻm 373 lý thường kiệt, xe hơi
+ kết cấu 5 tầng btct, nhiều phòng ngủ
+ khu an ninh, dân trí cao, gần trung tâm quận 10, quận 3, quận 1, bắc hải, thành thái, ba tháng hai
+ sổ hồng riêng, chính chủ, hoàn công đầy đủ
+ giá tốt nhất khu vực, chỉ nhỉnh 10 tỷ
+ lh: quang 0973002442 để xem nhà và thương lượng chính chủ. miễn trung gian"	True	False	False	True	2	4.0	hẻm 373 Lý Thường Kiệt	Lý Thường Kiệt, Tân Bình	hẻm 373 Lý Thường Kiệt
bán tòa nhà 8 tầng tại khu dân cư yên hoà dt 118m2 mt 10.5m. giá 42 tỷ	42.0	https://batdongsan.vn/ban-toa-nha-8-tang-tai-khu-dan-cu-yen-hoa-dt-118m2-mt-105m-gia-42-ty-r255014	118.0				"tôi cần bán gấp tòa nhà xây mới 8 tầng tại khu đô thị yên hòa, cầu giấy.
diện tích 118m2 mặt tiền 10.5m, vỉa hè 2,5m đường trước nhà ôtô tránh.
vị trí đắc địa nằm trong khu biệt thự lão thành cách mạng- cạnh hầm để xe thông minh- khu dân trí cao.
tòa nhà thiết kế 7 tầng nổi 1 tầng hầm,1 tầng tum. có kết hợp ở và cho thuê văn phòng.
hệ thống trang thiết bị hiện đại, điều hòa trung tâm daikin, kính mặt tiền hai lớp cách âm cách nhiệt, thiết bị vệ sinh toto, hệ thống đá ốp mặt tiền granit brazil, đá thang máy đá trắng ý, hệ thống phòng cháy đạt tiêu chuẩn.
giá bán 42 tỷ.( bao phí sang tên). sổ đỏ chính chủ. liên hệ: ms loan 0973889938"	True	False	True	True	3	7.6	Khu đô thị Yên Hòa, Quận Cầu Giấy	Khu đô thị Yên Hòa, Quận Cầu Giấy	Khu đô thị Yên Hòa, Quận Cầu Giấy
hxh bình thạnh chỉ 6.7 tỷ 52m2, nhà đẹp, mới, khu phân lô	6.7	https://batdongsan.vn/hxh-binh-thanh-chi-67-ty-52m2-nha-dep-moi-khu-phan-lo-r255013	52.0	4.0	5.0	Bình Thanh, Hồ Chí Minh	"hxh - tt bình thạnh - 52m2 - 4 tầng - lê quang định - 6.7 tỷ tl
nhà lê quang định, phường 11, bình thạnh
dt 52m2 (4mx13m)
giá 6.7 tỷ tl
lh tâm 0815813400 để xem nhà
+ vị trí: gần mặt tiền, ngay ngã tư giao nhau nguyễn văn đậu.
+ kết cấu: trệt, 2 lầu, sân thượng đầy đủ công năng gồm 4 phòng ngủ, 5 wc, phòng khách, bếp, sân thượng…
+ hẻm xe hơi đỗ cửa, khu phân lô, cực kỳ đẹp, dân trí cao, yên tĩnh.
+ tiện ích không thiếu gì: trường học, bệnh viện, siêu thị, đầy đủ trong bán kính 100m, tiện di chuyển qua quận 1.
p.an"	True	False	True	True	4	4.0	Lê Quang Định, Phường 11, Quận Bình Thạnh	Bình Thanh, Hồ Chí Minh	Lê Quang Định, Phường 11, Quận Bình Thạnh
bán gấp! nhà kim giang 34mx6t, oto đỗ cửa giá chỉ nhỉnh 3 tỷ	3.2	https://batdongsan.vn/ban-gap-nha-kim-giang-34mx6t-oto-do-cua-gia-chi-nhinh-3-ty-r255011	34.0				"tuyệt tác - nhà đẹp ở ngay - thanh liệt đất vàng - giá tăng mạnh hàng ngày - công năng đầy đủ - ô tô tránh 15m - bãi gửi 50m - chủ cần bán gấp.

+ vị trí nằm rất đẹp trên trục đường kim giang, thanh liệt, thuận tiện di chuyển các phố đại từ, tự liệt, ngọc hồi…
+ ngõ rộng và sạch sẽ, oto lượn vòng quanh.
+ tiện ích xung quanh trường học c1, c2 thanh liệt, cách ubnd thanh liệt chưa đầy 200m, chợ ngay đầu ngõ họp ngày đêm.
+ nhà xây 5 tầng 1 tum, 3 phòng ngủ lớn + vệ sinh khép kín, nhà đẹp nội thất long lanh, khách chỉ việc xách vali về ở ngay.
+ chủ rất thiện trí, bao nhiêu cũng bán.
+ sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch.
+ giá chào: 3.2 tỷ ( có thương lượng )
tư vấn mua bán bđs: lh ngay em hiếu 0975596463"	True	False	True	False	5	5.0	đường Kim Giang, Thanh Liệt	đường Kim Giang, Thanh Liệt	đường Kim Giang, Thanh Liệt
bán nhà 1 sẹc, 40m2, bình long, tân phú. chỉ 3,65 tỷ	3.65	https://batdongsan.vn/ban-nha-1-sec-40m2-binh-long-tan-phu-chi-365-ty-r255010	40.0	2.0	2.0	Bình Long	"bán nhà 1 sẹc, 40m2, bình long, tân phú. chỉ 3,65 tỷ
-dt 39,8m2 gồm 1trệt + lầu đủ công năng với 2pn, 2wc, ban công, bếp, phòng khách
-nhà mới đẹp lung linh, mua ở đón tết quá hợp lí luôn ạ. khu dân cư an ninh, hàng xóm thân thiện
-nhà gần ngã 4 bốn xã, hẻm nhà thông thoại ngọc hâu, trần quang cơ, di chuyển bình tân, tân bình, quận 6, quận 11 rất thuận tiện.
-sổ hồng riêng chính chủ, không lộ giới, mua bán nhanh.
-liên hệ xem nhà miễn phí mai hoa sđt hoặc zalo 0707461661 ạ"	False	False	False	False	6	2.0	Bình Long, Quận Tân Phú	Bình Long	Bình Long, Quận Tân Phú
bán toà nhà văn phòng 7 tầng mặt phố dịch vọng - thành thái dt 115m2 mt 6m. giá 45 tỷ	45.0	https://batdongsan.vn/ban-toa-nha-van-phong-7-tang-mat-pho-dich-vong-thanh-thai-dt-115m2-mt-6m-gia-45-ty-r255009	115.0				"tôi cần bán gấp toà nhà văn phòng 7 tầng mặt phố dịch vọng, vị trí đắc địa, ngay ngã 3 thành thái - dịch vọng đối diện cổng công viên cầu giấy (phối cảnh 3d kèm theo)
diện tích 115m2, mặt tiền 6m.
tòa nhà xây mới 6 tầng nổi và 1 tầng hầm
nội thất hiện đại, sang trọng. thang máy nhập khẩu nguyên bộ mitsubishi, hệ thống điều hoà daikin, thiết bị vệ sinh toto, vách kính mặt tiền 2 lớp cách âm cách nhiệt, hệ thống phòng cháy hiện đại đúng tiêu chuẩn.
vị trí khu vuc tâp trung nhiều toà nhà cao tầng, văn phòng cty, dân trí cao, giao thông thuận tiện gần với cổng công viên cầu giấy. thích hơp với mọi nhu cầu như văn phòng, showrom, thẩm mỹ viện....
sổ đỏ chính chủ.
giá bán: 45 tỷ (bao phí sang tên). để biết thêm thông tin vui lòng liên hệ: ms loan 0973889938"	True	False	True	True	7	7.0	đường Dịch Vọng, Phường Thành Thái	đường Dịch Vọng, Phường Thành Thái	đường Dịch Vọng, Phường Thành Thái
bán nhà, ngon , bổ, rẻ điện biên phủ, 3 bước ra biển, nhà full nội thất, giá mềm 3.25 tỷ, 0974444479	3.25	https://batdongsan.vn/ban-nha-ngon-bo-re-dien-bien-phu-3-buoc-ra-bien-nha-full-noi-that-gia-mem-325-ty-0974444479-r255008	90.0				"bán nhà, ngon , bổ, rẻ điện biên phủ, 3 bước ra biển, nhà full nội thất, giá mềm 3.25 tỷ, 0974444479
mô tả:
+ vị trí nhà siêu đẹp sát phố điện biên phủ…
+ nhà bán diện tích: 90m , 3 tầng, khung cột bê tông chắc chắn, công năng khép kín.
+ xung quanh tiện ích ngập tràn, tha hồ cho anh chị mua sắm chọn lựa.
+ gần chợ, siêu thị, ngân hàng, trường học,…
+ ra biển trong nháy mắt.
+ sổ chính chủ, sang tên và công chứng ngay
trong ngày.
+pháp lý sạch
+khách làm việc trực tiếp với chủ
✨ liên hệ ngay: a thắng bđs , 0974444479 ,(xem nhà vàtư vấn miễn phí )"	False	False	True	False	8	3.0	điện Biên Phủ	điện Biên Phủ	điện Biên Phủ
bán nhà cmt8, phường 7, tân bình 50m2, 4 tầng btct mới đẹp ở ngay 6 tỷ - 0977943598	6.0	https://batdongsan.vn/ban-nha-cmt8-phuong-7-tan-binh-50m2-4-tang-btct-moi-dep-o-ngay-6-ty-0977943598-r255007	50.0				"bán nhà cmt8, phường 7, tân bình 50m2, 4 tầng btct mới đẹp ở ngay 6 tỷ - 0977943598

ngay cmt8 với bành văn trân - gần ngay khu cư xá bắc hải - ngang bề thế 8m nhà mới đẹp dọn vào ở ngay
mô tả:
+ diện tích: 50m2, ngang bề thế 8m.
+ kết cấu: 1 trệt, 2 lầu + sân thượng, 3 pn, 2 wc. nhà mới đẹp dọn vào ở ngay.
+ vị trí: chữ đồng tử giao bành văn trân với cmt8, sát vách quận 10, giáp ranh quận 3, về q.1 rất gần.
+ tiện ích: siêu thị, chợ vải tân bình, bệnh viện thống nhất, trường học các cấp, khu phường 7 sầm uất.
+ sổ hồng chính chủ hoàn công đầy đủ. tiện công chứng giao ngay.

giá bán: 6 tỷ thương lượng.
liên hệ xem nhà: giang nguyễn, sdt: 0977943598."	False	False	True	False	9	3.8	CMT8, Phường 7, Quận Tân Bình	CMT8, Phường 7, Quận Tân Bình	CMT8, Phường 7, Quận Tân Bình
