Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	index	Số tầng	ExtractedTitle	Address1	Address2
bán gấp nhà mặt tiền đường nhựa 10m _ sát nguyễn thị thập quận 7	6.4	https://batdongsan.vn/ban-gap-nha-mat-tien-duong-nhua-10m-sat-nguyen-thi-thap-quan-7-r261770	72.0	3.0	4.0	Huỳnh Tấn Phát Quận 7	"_hotline & zalo : 090.146.0710 ( em tú )
hỗ trợ tìm bđs theo yêu cầu khu vực nam sài gòn và các quận trung tâm
bàn giao nhà ở, đất ở giá đầu tư
nhận kí gửi khu vực tp.hcm

- diện tích : 8 x 9

- kết cấu : trệt, lửng, 1 lầu, sân thượng _ 3 phòng ngủ, 4wc, phòng thờ, phòng phơi đồ, sân thượng

- vị trí : huỳnh tấn phát quận 7

+ đường trước nhà 10m, xe tải quay đầu, ô tô 7 chỗ vào nhà
+ gần các tiện ích như : chợ tân mỹ, trường học, tttm cresent mall, bệnh viện pháp việt, bệnh viện tim tâm đức, bệnh viện quận 7, tttm bigc, …
+ 2 phút đến nguyễn thị thập, kdc cao cấp phú mỹ hưng, 5 phút đến lotte mart. dễ dàng di chuyển sang các quận trung tâm ( 1,3,4,5,8, … )
+ khu vực dân trí cao

- giá bán : 6,4 tỷ. còn thương lượng"	True	False	True	False	0	3.2	đường Huỳnh Tấn Phát, Quận 7	Huỳnh Tấn Phát Quận 7	đường Huỳnh Tấn Phát, Quận 7
bán nhà 4 tầng cạnh lotte mart quận 7 _ tặng nội thất mới	7.3	https://batdongsan.vn/ban-nha-4-tang-canh-lotte-mart-quan-7-tang-noi-that-moi-r261768	80.0	4.0	5.0	Nguyễn Thị Thập Quận 7	"_hotline & zalo : 090.146.0710 ( em tú )
hỗ trợ tìm bđs theo yêu cầu khu vực nam sài gòn và các quận trung tâm
bàn giao nhà ở, đất ở giá đầu tư
nhận kí gửi khu vực tp.hcm

- diện tích : 5 x 16

- kết cấu : trệt, 2 lầu, sân thượng _ gồm 4 phòng ngủ, 5wc, sân thượng trồng cây và nội thất như hình

- vị trí : nguyễn thị thập quận 7


+ đường trước nhà 5m, cách mặt tiền chưa đến 50m
+ gần các tiện ích như : chợ tân mỹ, trường học, tttm cresent mall, bệnh viện pháp việt, bệnh viện tim tâm đức, bệnh viện quận 7, tttm bigc, …
+ 2 phút đến nguyễn thị thập, kdc cao cấp phú mỹ hưng, 5 phút đến lotte mart. dễ dàng di chuyển sang các quận trung tâm ( 1,3,4,5,8, … )
+ khu vực dân trí cao

- giá bán : 7,3 tỷ. còn thương lượng"	False	False	True	False	1	4.0	nguyễn thị thập, Quận 7	Nguyễn Thị Thập Quận 7	nguyễn thị thập, Quận 7
bán nhà 4 tầng cạnh lotte mart quận 7 _ tặng nội thất mới	7.3	https://batdongsan.vn/ban-nha-4-tang-canh-lotte-mart-quan-7-tang-noi-that-moi-r261767	80.0	4.0	5.0	Nguyễn Thị Thập Quận 7	"_hotline & zalo : 090.146.0710 ( em tú )
hỗ trợ tìm bđs theo yêu cầu khu vực nam sài gòn và các quận trung tâm
bàn giao nhà ở, đất ở giá đầu tư
nhận kí gửi khu vực tp.hcm

- diện tích : 5 x 16

- kết cấu : trệt, 2 lầu, sân thượng _ gồm 4 phòng ngủ, 5wc, sân thượng trồng cây và nội thất như hình

- vị trí : nguyễn thị thập quận 7


+ đường trước nhà 5m, cách mặt tiền chưa đến 50m
+ gần các tiện ích như : chợ tân mỹ, trường học, tttm cresent mall, bệnh viện pháp việt, bệnh viện tim tâm đức, bệnh viện quận 7, tttm bigc, …
+ 2 phút đến nguyễn thị thập, kdc cao cấp phú mỹ hưng, 5 phút đến lotte mart. dễ dàng di chuyển sang các quận trung tâm ( 1,3,4,5,8, … )
+ khu vực dân trí cao

- giá bán : 7,3 tỷ. còn thương lượng"	False	False	True	False	2	4.0	nguyễn thị thập, Quận 7	Nguyễn Thị Thập Quận 7	nguyễn thị thập, Quận 7
nhà mặt tiền 62m2 giá rẻ, đường số 8, bình hưng hòa b, bình tân.	4.35	https://batdongsan.vn/nha-mat-tien-62m2-gia-re-duong-so-8-binh-hung-hoa-b-binh-tan-r261765	62.0	2.0	1.0		"nhà mặt tiền 62m2, đường số 8, bình hưng hòa b, bình tân.
- kết cấu 1 trệt 1 lửng
- tiện ích: bhx, coop food, trường cấp 1,2,3, công viên, cây xăng, trung tâm đăng kiểm... ra ql1a 2 phút, di chuyển thuận tiện
- thích hợp cho kinh doanh buôn bán, cho thuê mặt bằng
mức giá không thể tốt hơn cho nhà mặt tiền này
vui lòng liên hệ kiệt, chuyên gia nhà phố để xem nhà"	False	False	True	True	3	1.8	đường số 8, Phường Bình Hưng Hòa B, Quận Bình Tân	đường số 8, Phường Bình Hưng Hòa B, Quận Bình Tân	đường số 8, Phường Bình Hưng Hòa B, Quận Bình Tân
bán lỗ nhà thô 2 tầng hue green city	2.88	https://batdongsan.vn/ban-lo-nha-tho-2-tang-hue-green-city-r261762	105.0			Hue Green City	"????bán lỗ nhà thô 2 tầng hue green city
♦️nhà 2 mặt tiền trước và sau
♦️diện tích: 105 m2 ngang 5m
♦️hướng: nam mát mẻ
♦️đường qh: 12m
♦️sổ hồng chính chủ
????giá 2,880 tỷ - thương lượng - giá rẻ nhất thị trường
☎liên hệ ngay: 078-517-0054 xem nhà và chốt giá tốt nhất !!!"	False	False	True	True	4	2.0	Hue Green City	Hue Green City	Hue Green City
bán nhà, dt 205m2 tiện đầu tư xây chdv cho thuê. tp thủ đức	11.0	https://batdongsan.vn/ban-nha-dt-205m2-tien-dau-tu-xay-chdv-cho-thue-tp-thu-duc-r261758	205.0	9.0		Đường Số 5, Phường Linh Trung, Quận Thủ Đức, TP HCM	"bán nhà, dt 205m2 tiện đầu tư xây chdv cho thuê. tp thủ đức
đường số 5, phường linh trung, quận thủ đức cũ
- hiện đang có 9 phòng cho thuê, thu nhập 20tr/tháng
- xây dựng được 1 hầm + 6 lầu, ( 30 căn hộ dịch vụ )
- đường nhựa 5m ô tô quay đầu
- hướng tây bắc
- khu dân cư hiện hữu , xây nhà hoàn công nhanh
- vị trí gần các trường đại học , cao đẳng, các cty và các xí nghiệp tập trung đông đúc……
- ngay các tuyến đường lớn thuận tiện duy chuyển như ra ngã 4 thủ đức, kha vạn cân - phạm văn đồng – võ văn ngân – hoàng diệu 2 ……………
- giá bán: 11 tỷ ( thương lượng )
- diện tích : 205m2 thổ cư (6.84m x 28.8m) nở hậu 7.45m
- vcb định giá hơn 12 tỷ
liên hệ : 0898 408 677"	True	False	True	False	5	9.0	đường số 5, Phường Linh Trung, Quận Thủ Đức	Đường Số 5, Phường Linh Trung, Quận Thủ Đức, TP HCM	đường số 5, Phường Linh Trung, Quận Thủ Đức
bán nhà siêu khang hiếm 2 mt điên biên phủ + nam kỳ khơi nghĩa	62.16	https://batdongsan.vn/ban-nha-sieu-khang-hiem-2-mt-dien-bien-phu-nam-ky-khoi-nghia-r261752	172.0				"-nhà 2mt lớn thương hiệu và sang trọng.
-dt 6x25m nở hậu 11m
-công nhận 172.68m
-hiện trạng 2 tầng"	False	False	False	False	6	2.0	đường Diên Biên Phủ, Nam Kỳ Khởi Nghĩa	đường Diên Biên Phủ, Nam Kỳ Khởi Nghĩa	đường Diên Biên Phủ, Nam Kỳ Khởi Nghĩa
cực phẩm! bán nhà yên lạc – ở sướng – kinh doanh đỉnh - ô tô - thang máy - 60m2x6 tầng	15.0	https://batdongsan.vn/cuc-pham-ban-nha-yen-lac-o-suong-kinh-doanh-dinh-o-to-thang-may-60m2x6-tang-r261750	60.0	4.0			"- bán nhà yên lạc, khu phân lô, ngõ siêu to, kinh doanh siêu đỉnh, 2 mặt thoáng, hàng xóm giàu có văn minh, nhiều văn phòng, giá chỉ 16 tỷ.
- nhà mặt phố yên lạc, dt 60m², mặt tiền 5m, xây dựng 6 tầng, giá chỉ 15 tỷ.
- nằm tại khu vực sầm uất bậc nhất hai bà trưng, với hàng nghìn công ty lớn nhỏ. tiện ích bạt ngàn: công viên tuổi trẻ, bệnh viện thanh nhàn, trường học công và tư …
- kế cạnh các tuyến đường lớn như: thanh nhàn, kim ngưu, minh khai.
- vài phút di chuyển đến các trường đại học lớn như xây dựng, kinh tế, bách khoa, kinh doanh công nghệ, kỹ thuật công nghiệp.
- khu vực phân lô cán bộ nên cực văn minh, an ninh tốt.
- mục đích xây để ở nên lựa chọn vật liệu và đồ dùng chất lượng cao cấp.
- nhà chủ tự xây để ở nên chất lượng rất tốt.
tầng 1 thông sàn có thể làm gara hoặc kinh doanh ví dụ như spa, nail, salon, hoặc làm trụ sở công ty .
tầng 2 : phòng khách sang trọng đầy đủ kệ tủ để rượu và được bố trí rất đẹp .
tầng 3,4,5 : mỗi tầng 1 phòng ngủ master khép kín có cả phòng xông hơi .
tầng 6 : phòng ăn và bếp full đồ kể cả máy rửa bát .
tầng 7 : phòng thờ + sân phơi- liên hệ mr luân 0911 893 898 - chuyên khu vực hai bà trưng.

xem thêm quỹ nhà tại các con phố:
- bán nhà lạc trung.
- bán nhà yên lạc.
- bán nhà kim ngưu.
- bán nhà thanh nhàn.
- bán nhà minh khai."	True	False	True	True	7	6.0	đường Yên Lạc, phường Hai Bà Trưng	đường Yên Lạc, phường Hai Bà Trưng	đường Yên Lạc, phường Hai Bà Trưng
mt chu văn an - bình thạnh - 4.1x12m - 6.85 tỷ ( thương lượng )	6.85	https://batdongsan.vn/mt-chu-van-an-binh-thanh-41x12m-685-ty-thuong-luong-r261749	49.0	3.0	2.0	Bình Thạnh, Tp. Hồ Chí Minh	"- nhà 1 trệt, 1 lầu, 3 phòng ngủ, 2wc, phòng khách,bếp.
- vị trí: mặt tiền đường chu văn an, bình thạnh
- di chuyển q1, q3 thuận tiện
- pháp lý: sổ hồng riêng
- phù hợp kinh doanh shop, giao thông thuận lợi đi tất cả các quận"	False	False	False	True	8	2.0	đường Chu Văn An, Quận Bình Thạnh	Bình Thạnh, Tp. Hồ Chí Minh	đường Chu Văn An, Quận Bình Thạnh
$ hot-bán nhà ngõ, phố thái hà-nhà đep, nội thất xịn,thoáng sáng trước sau, ôtô tránh	11.5	https://batdongsan.vn/hot-ban-nha-ngo-pho-thai-ha-nha-dep-noi-that-xinthoang-sang-truoc-sau-oto-tranh-r261748	48.0	6.0		Phố Thái Hà, Đống Đa, Hà Nội	"+ nhà nằm vị trí đắc địa gần ngõ 7 phố thái hà, mặt tiền đẹp, đường trước nhà rộng thoáng

+ trung tâm đống đa, giao thông thuận tiện. tiếp giáp các tuyến đường lớn; huỳnh thúc kháng, láng hạ, chùa bộc, la thành, hoàng cầu, tây sơn… gần nhiều trường đại học, tiền ích phong phú

+ mặt đường thái hà thoáng, rộng, đầy đủ các tiện ích xã hội như; ngân hàng, bể bơi, bệnh viện, khách san, trung tâm mua sắm, rạp chiếu phim....

+ dt 48.2 m2, thiết kế 5 tầng. hoàn thiện rất chắc chắn, toàn bộ nội thất xịn:
* tầng 1: phòng khách, phòng bếp
* tầng 2, 3, 4: gồm 6 phòng ngủ, wc ở giữa.
* tầng 5: phòng thờ, sân phơi + vườn nướng bbq

+ sổ đỏ chính chủ

$$ giá 11.5 tỷ + thương lượng……

lh: mr phạm bình_ chuyên nhà hn 0988 496 967
nguồn nhà phong phú- thông tin chuẩn!"	False	False	True	True	9	5.0	ngõ 7 phố Thái Hà, Đống Đa	Phố Thái Hà, Đống Đa, Hà Nội	ngõ 7 phố Thái Hà, Đống Đa
